index,City,State,population,minimum_age_x,minimum_age_y,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Employed,Unemployment,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Mean,Median,Stdev
21654,Saint Clair Shores,MI,2535544,0.0,80.0,2.4,81.4,10.2,0.3,3.5,0.0,12.6,18.9,33.8,17.9,25.3,7.5,15.6,401146,9.0,87.2,8.0,0.8,0.8,0.8,2.5,27.4,86.5,9.6,3.8,0.1,54582.0,606.0,27525.0,238.0,64045.22222222222,79758.77777777778,46044.444444444445
21732,Saint Marks,FL,13552,0.0,80.0,3.7,78.8,15.3,0.2,0.4,0.0,14.9,20.6,29.5,19.8,29.5,12.6,8.7,12899,9.3,86.2,10.7,0.1,0.5,1.0,1.6,33.0,60.9,34.8,4.0,0.2,50340.0,4378.0,20823.0,1328.0,55511.0,55861.0,32341.0
21739,Saint Marys,GA,889504,0.0,80.0,5.9,70.5,18.7,0.4,1.3,0.2,12.8,17.9,33.1,19.3,25.7,10.8,11.0,20674,8.5,84.9,7.7,0.2,2.6,2.3,2.3,22.2,67.1,28.4,4.3,0.2,52473.0,2324.0,23856.0,993.0,20772.0,18974.0,14060.0
21756,Saint Paris,OH,258764,0.0,80.0,1.4,93.7,1.9,0.1,0.4,0.0,12.4,20.6,26.5,15.9,21.5,9.5,26.6,18230,9.1,86.4,7.5,0.3,2.1,1.2,2.5,27.2,81.0,13.1,5.9,0.0,50974.0,2386.0,23513.0,798.0,56216.0,52408.0,36780.0
21761,Saint Paul,MN,31773060,0.0,80.0,7.3,64.6,10.9,0.5,13.2,0.0,16.5,24.3,43.1,17.2,23.0,5.2,11.5,266709,7.1,74.2,9.4,6.3,2.9,2.0,5.1,23.4,81.8,13.7,4.4,0.1,56104.0,872.0,30333.0,374.0,69522.03225806452,76027.67741935483,52492.41935483871
21776,Saint Simons Island,GA,614724,0.0,80.0,6.6,64.1,25.6,0.3,1.2,0.1,18.7,28.2,31.9,23.5,24.6,8.8,11.2,36375,9.3,83.0,8.9,0.3,1.5,2.1,4.2,18.9,76.9,17.1,5.7,0.3,45918.0,1884.0,26541.0,1023.0,109183.0,88422.0,67035.0
21803,Salem,MO,617056,0.0,80.0,1.6,94.75,0.35,1.5,0.3,0.0,47.5,68.6,52.0,37.7,33.2,31.799999999999997,45.4,9243,18.4,81.15,11.2,0.1,1.5,2.25,3.85,24.25,71.75,16.85,11.0,0.4,34617.5,4159.0,19702.5,1674.0,48440.0,46137.0,33336.0
21810,Salem,OR,9718764,0.0,80.0,25.3,67.0,1.0,0.7,1.8,0.8,18.4,27.5,30.2,19.5,24.2,12.8,13.4,137706,10.7,73.6,14.6,1.7,3.9,2.1,4.1,22.3,75.4,18.7,5.8,0.1,48432.0,1215.0,22490.0,356.0,59294.692307692305,48855.307692307695,44413.153846153844
21814,Salem,VA,1618408,0.0,80.0,1.4,93.2,3.4,0.3,0.2,0.0,8.2,11.6,38.3,13.3,26.4,8.7,13.3,16257,4.6,90.1,6.3,0.3,0.6,0.4,2.3,26.6,79.1,16.2,4.6,0.1,60454.0,2689.0,31160.0,2642.0,56577.666666666664,125282.66666666667,43429.333333333336
21817,Salemburg,NC,131604,0.0,80.0,17.9,52.4,25.6,1.5,0.4,0.0,25.5,35.6,24.6,16.4,20.6,18.4,20.0,26833,10.4,79.3,15.1,0.5,1.4,0.6,3.0,26.4,78.8,13.9,7.0,0.3,35490.0,2096.0,19063.0,861.0,40373.5,29149.5,34410.5
21822,Salina,OK,221892,0.0,80.0,3.4,65.0,0.3,20.4,1.1,0.2,20.4,33.6,27.7,20.2,22.6,12.8,16.8,15991,9.2,78.0,13.7,0.1,2.8,1.7,3.7,25.8,72.6,18.4,8.6,0.3,37942.0,1547.0,21736.0,889.0,30159.0,24488.0,17716.0
21825,Salinas,CA,7922948,0.0,80.0,56.9,31.5,2.6,0.3,5.9,0.5,17.0,25.1,27.6,20.5,20.7,20.0,11.2,177333,8.4,70.5,11.9,2.1,3.1,8.0,4.5,22.3,76.6,15.1,8.2,0.2,58783.0,1121.0,24994.0,640.0,73160.41666666667,122695.75,48131.833333333336
21826,Salinas,PR,1002144,0.0,80.0,99.8,0.2,0.0,0.0,0.0,0.0,50.1,57.2,28.2,22.3,21.3,17.5,10.7,6895,12.2,90.8,3.3,0.0,3.4,0.8,1.7,25.6,68.7,25.3,6.0,0.0,15674.0,2135.0,9199.0,749.0,28516.666666666668,22674.666666666668,23679.0
21835,Salisbury,NC,3320196,0.0,80.0,8.0,73.2,16.1,0.2,0.9,0.0,18.1,27.8,28.7,18.1,22.6,12.4,18.2,56519,11.5,83.1,9.9,0.3,1.6,1.3,3.7,23.9,80.7,13.4,5.8,0.2,43069.0,1264.0,21706.0,618.0,57025.2,45684.8,43573.0
21852,Salt Lake City,UT,25758524,0.0,80.0,17.6,72.8,1.5,0.6,3.6,1.5,12.4,16.2,37.4,14.9,27.5,8.2,12.0,536170,5.8,75.3,12.0,3.7,2.1,1.9,4.9,22.3,82.1,13.3,4.5,0.1,62117.0,560.0,27314.0,254.0,78847.57142857143,105993.0,54216.514285714286
21872,Salyersville,KY,520784,0.0,80.0,0.3,99.5,0.1,0.0,0.0,0.0,28.6,39.9,28.1,19.1,16.1,20.0,16.8,3663,12.2,79.6,16.9,0.1,0.6,0.6,2.2,31.7,74.0,22.7,2.9,0.4,28500.0,3420.0,16046.0,1198.0,38568.0,29407.5,32176.5
21880,San Angelo,TX,4485096,0.0,80.0,25.1,71.7,0.0,0.0,0.0,0.0,11.6,19.9,36.8,12.3,19.9,13.8,17.3,805,4.4,79.4,0.9,0.4,4.4,1.1,13.8,22.9,57.9,21.1,18.5,2.5,58500.0,7101.0,30963.0,4352.0,51970.666666666664,84929.58333333333,40504.083333333336
21887,San Augustine,TX,280940,0.0,80.0,6.9,68.7,22.2,1.2,0.0,0.0,24.8,40.3,20.5,16.9,22.0,15.6,25.0,2237,16.3,84.9,13.4,0.1,0.4,0.0,1.3,25.2,82.0,9.7,8.3,0.0,28275.0,3495.0,19213.0,3825.0,43086.0,28041.0,48333.0
21889,San Bernardino,CA,10313996,0.0,80.0,51.1,31.2,8.1,0.4,6.5,0.3,19.5,27.1,28.7,18.9,25.4,10.2,16.7,829145,12.6,77.8,13.3,1.7,1.8,1.2,4.2,30.4,76.4,16.7,6.7,0.2,53433.0,571.0,21352.0,182.0,45236.625,53289.9375,35360.0
21902,San Francisco,CA,34453716,0.0,80.0,15.3,41.2,5.3,0.2,33.5,0.4,13.2,12.7,53.4,17.0,20.5,3.7,5.4,478373,6.8,35.9,7.3,33.1,10.4,6.5,6.9,31.7,79.9,11.3,8.7,0.1,81294.0,1099.0,52220.0,734.0,100856.92207792208,109217.58441558441,71959.81818181818
21904,San German,PR,1452044,0.0,80.0,99.3,0.5,0.1,0.0,0.05,0.0,102.1,131.8,57.400000000000006,42.8,56.0,19.4,24.3,29851,29.7,85.2,6.25,0.95,3.55,1.05,2.95,24.15,66.5,24.0,9.15,0.30000000000000004,14834.0,985.0,9664.5,653.5,35797.0,23798.0,42137.0
21914,San Juan,PR,17222436,0.0,80.0,98.75,0.75,0.1,0.0,0.25,0.0,91.19999999999999,128.6,66.5,43.8,58.9,15.6,15.2,141069,46.6,72.55,8.25,8.35,5.25,3.1,2.5,27.3,66.6,20.85,12.5,0.1,19784.5,1090.5,13755.5,530.0,35322.9,30782.4,32000.14
21915,San Juan,TX,1658448,0.0,80.0,91.0,7.3,0.4,0.1,1.0,0.0,34.2,45.9,25.9,23.7,26.1,13.1,11.2,298030,9.9,79.0,10.5,0.3,1.2,4.4,4.6,22.1,70.7,17.2,11.9,0.2,34782.0,734.0,14689.0,224.0,54842.75,41163.75,47558.0
21921,San Lorenzo,PR,1769064,0.0,80.0,99.8,0.2,0.0,0.0,0.0,0.0,48.4,56.5,29.3,20.6,25.6,11.7,12.9,11327,15.8,82.3,10.3,2.6,3.6,0.4,0.9,34.2,71.5,22.2,6.2,0.1,16538.0,1217.0,10021.0,1054.0,21023.333333333332,14097.333333333334,19190.666666666668
21940,San Rafael,CA,2982540,0.0,80.0,15.8,72.0,2.4,0.2,5.6,0.2,8.3,10.3,51.4,15.8,22.8,5.6,4.4,129027,5.7,65.2,9.0,9.9,3.2,2.6,10.1,30.2,73.8,10.8,15.4,0.1,93257.0,2610.0,60236.0,1481.0,86090.14285714286,76441.57142857143,59774.0
21944,San Sebastian,PR,1852268,0.0,80.0,99.3,0.6,0.0,0.0,0.0,0.0,56.5,61.8,32.2,15.7,26.6,14.0,11.6,8785,29.4,89.4,3.2,0.3,3.4,0.9,2.8,27.9,64.6,23.7,10.9,0.9,14345.0,1273.0,7519.0,467.0,19434.5,13378.75,17750.25
21997,Sandy Ridge,NC,88044,0.0,80.0,2.8,91.5,4.1,0.5,0.3,0.1,17.0,23.4,29.8,17.5,18.6,12.1,22.0,19972,9.3,86.5,7.6,0.1,1.2,0.9,3.8,27.8,78.5,14.3,7.2,0.0,40696.0,1879.0,20950.0,861.0,41855.0,34304.0,38505.0
22006,Sanford,NC,2954116,0.0,80.0,15.45,60.599999999999994,19.75,0.8,1.1,0.05,36.400000000000006,50.3,60.8,36.5,46.8,23.200000000000003,32.6,71793,21.6,84.35,10.149999999999999,0.2,1.2,1.2,2.95,26.049999999999997,76.6,18.3,4.9,0.25,45980.5,1938.0,21303.5,618.5,55064.833333333336,80569.66666666667,42511.166666666664
22017,Santa Barbara,CA,5660072,0.0,80.0,44.1,46.3,1.7,0.4,4.9,0.1,16.3,21.2,35.2,21.3,21.2,14.0,8.3,203616,8.0,67.7,13.7,3.3,4.4,5.3,5.5,19.1,75.5,16.2,8.0,0.3,63985.0,1293.0,30589.0,456.0,91477.5,136623.85714285713,65113.0
22027,Santa Fe,NM,5313704,0.0,80.0,51.1,43.2,0.6,2.4,1.1,0.0,15.6,23.0,43.3,20.4,21.5,8.0,6.8,70423,7.9,75.4,10.6,1.1,2.3,2.4,8.1,21.8,66.6,20.7,12.4,0.2,54315.0,1546.0,33044.0,790.0,67874.57142857143,50775.92857142857,54731.92857142857
22037,Santa Rosa,CA,8993732,0.0,80.0,25.8,64.7,1.4,0.5,3.8,0.3,11.7,14.6,36.3,19.8,23.4,10.6,9.8,240247,8.1,75.9,10.2,1.9,3.2,2.2,6.5,25.0,75.6,12.7,11.6,0.2,64240.0,1224.0,34235.0,584.0,73909.22222222222,76981.94444444444,50681.72222222222
22056,Sarahsville,OH,42460,0.0,80.0,0.9,92.3,5.6,0.1,0.0,0.0,12.7,25.5,22.9,15.9,25.0,10.5,25.7,4641,7.0,86.3,7.2,0.0,2.3,0.4,3.7,27.7,78.7,15.2,6.1,0.0,41708.0,3544.0,21788.0,2097.0,72590.0,54941.0,57817.0
22061,Sarasota,FL,9783004,0.0,80.0,8.5,83.8,4.5,0.2,1.4,0.0,11.0,16.9,34.2,22.8,26.9,9.0,7.1,155023,8.2,82.9,7.1,0.8,1.0,2.4,5.8,22.6,81.6,9.7,8.5,0.2,51766.0,769.0,34479.0,574.0,73028.56521739131,81295.95652173914,53844.913043478264
22106,Sauk Rapids,MN,694848,0.0,80.0,1.9,92.7,2.3,0.3,1.1,0.0,14.9,18.7,29.5,17.4,21.3,11.5,20.3,20104,6.7,81.9,9.1,1.0,1.5,1.6,4.9,23.3,82.9,11.2,5.7,0.2,52178.0,2429.0,25341.0,656.0,54707.0,41166.0,42041.0
22121,Savannah,GA,10237348,0.0,80.0,5.9,49.8,39.2,0.2,2.6,0.1,19.1,29.7,35.1,21.2,23.5,8.8,11.4,124627,9.7,79.8,9.3,2.6,2.4,2.4,3.5,21.3,78.7,15.8,5.3,0.2,47218.0,923.0,25690.0,495.0,50793.04,72294.48,41186.68
22259,Scottsville,KY,705672,0.0,80.0,1.8,95.6,1.4,0.0,0.5,0.0,17.2,21.8,25.2,14.3,21.3,13.9,25.3,8576,9.2,77.6,12.1,0.0,2.8,2.6,5.0,25.1,76.2,13.0,10.4,0.4,41326.0,3445.0,20702.0,1277.0,53248.0,42346.5,41867.5
22293,Seal Beach,CA,940764,0.0,80.0,34.2,42.4,1.5,0.2,18.8,0.3,12.8,17.6,40.1,17.5,25.6,6.8,10.1,1508753,7.6,78.4,9.8,2.5,2.0,2.1,5.2,26.8,81.8,10.2,7.8,0.2,76509.0,426.0,34817.0,229.0,85255.0,182658.0,58884.0
22314,Seattle,WA,36093156,0.0,80.0,9.3,62.8,6.0,0.6,15.5,0.8,11.2,13.7,49.1,15.6,21.1,5.6,8.6,1079601,6.3,64.5,9.8,12.1,4.7,2.8,6.1,28.1,81.7,12.4,5.7,0.2,75302.0,690.0,41664.0,315.0,85278.7076923077,105755.8,58932.81538461539
22336,Sedalia,MO,1472284,0.0,80.0,8.1,85.8,2.8,0.2,0.4,0.2,18.1,24.2,27.0,17.9,21.8,9.6,23.7,18740,6.4,81.7,10.6,0.6,1.9,0.5,4.6,18.6,82.2,10.7,6.9,0.2,39928.0,1478.0,20494.0,747.0,32642.666666666668,25589.0,23681.333333333332
22358,Selby,SD,39556,0.0,80.0,4.7,81.3,0.2,8.5,2.8,0.5,12.2,12.5,32.8,20.2,22.0,15.3,9.8,2595,5.8,73.9,12.7,1.0,7.3,1.5,3.6,13.8,75.3,15.8,8.6,0.3,43221.0,2732.0,25553.0,2084.0,37152.0,300000.0,26956.0
22364,Selfridge,ND,23364,0.0,80.0,3.6,13.9,0.0,79.4,0.2,0.1,35.7,44.3,40.8,26.7,19.3,5.6,7.6,1291,20.3,66.3,14.8,0.6,5.5,0.8,12.0,17.1,32.9,56.8,10.2,0.1,38068.0,4250.0,15557.0,1594.0,42318.0,43023.0,32072.0
22367,Selinsgrove,PA,625064,0.0,80.0,2.1,95.5,1.0,0.1,0.7,0.0,10.8,17.2,26.5,19.2,22.0,12.4,19.9,19403,5.0,78.7,8.9,0.4,3.1,2.0,6.9,23.4,81.0,10.9,7.7,0.3,49917.0,1630.0,23836.0,1480.0,48789.0,39771.0,36468.0
22382,Seminary,MS,252340,0.0,80.0,2.1,61.3,35.3,0.1,0.2,0.1,27.0,37.8,22.4,15.2,24.3,19.2,18.9,6628,13.7,84.1,12.5,0.1,1.5,1.4,0.4,27.7,78.4,15.6,5.9,0.1,31631.0,2413.0,16245.0,1039.0,53257.0,42519.0,41381.0
22398,Seneca,SC,1447600,0.0,80.0,4.8,85.3,7.4,0.2,0.6,0.0,20.1,28.5,31.0,18.0,22.0,10.2,18.7,28796,10.4,84.9,10.0,0.5,1.0,0.8,2.9,23.8,76.6,16.7,6.4,0.2,41237.0,2057.0,24666.0,1322.0,63393.333333333336,44722.666666666664,54687.333333333336
22405,Senoia,GA,606056,0.0,80.0,6.7,71.9,17.6,0.1,1.7,0.0,13.2,19.3,34.0,16.3,24.2,10.0,15.4,62298,7.0,82.0,11.0,0.7,0.2,1.5,4.6,30.5,80.8,14.2,4.8,0.2,62461.0,1834.0,28106.0,797.0,92982.0,300000.0,63774.0
22464,Shalimar,FL,428208,0.0,80.0,8.1,75.2,8.8,0.6,2.8,0.2,13.2,22.0,34.0,22.4,25.3,9.6,8.8,84899,6.9,83.4,7.8,0.5,1.7,3.5,3.0,23.3,73.7,20.1,6.1,0.1,55880.0,1223.0,28902.0,738.0,76907.5,66813.0,52958.5
22465,Shallowater,TX,234300,0.0,80.0,45.9,48.4,3.3,0.4,0.3,0.0,14.6,16.8,26.1,18.0,23.2,17.6,15.0,10729,6.4,76.8,17.7,0.1,2.3,0.7,2.4,20.1,77.1,15.6,7.1,0.3,50665.0,2310.0,22609.0,1071.0,87657.0,75122.0,60413.0
22486,Sharon,OK,27324,0.0,80.0,11.5,81.4,0.6,1.9,0.1,0.0,13.0,17.9,28.2,14.8,20.5,20.1,16.5,9345,5.1,88.0,7.0,0.9,0.6,1.8,1.6,18.2,78.9,14.3,6.6,0.2,55300.0,3713.0,26124.0,1948.0,68821.0,55020.0,51040.0
22523,Shawnee,OK,1785388,0.0,80.0,4.7,73.5,2.8,13.1,0.6,0.0,18.2,25.7,31.0,19.3,23.5,12.4,13.8,29366,6.8,83.5,8.3,0.2,2.0,2.5,3.4,23.3,67.9,25.6,6.3,0.2,44688.0,804.0,21974.0,654.0,46290.0,36070.75,40185.75
22528,Shawsville,VA,105248,0.0,80.0,2.6,94.0,2.4,0.2,0.0,0.0,10.0,6.9,29.7,13.9,22.3,15.7,18.4,7494,5.7,77.4,12.1,0.0,1.4,2.0,7.2,31.9,72.6,17.0,10.4,0.0,48005.0,4456.0,23885.0,1493.0,49787.0,36962.0,45887.0
22530,Sheboygan,WI,2725096,0.0,80.0,5.9,85.9,1.4,0.2,5.1,0.0,9.2,12.9,29.1,17.2,21.7,8.0,24.0,59133,5.8,84.4,7.5,0.4,3.0,1.5,3.2,18.3,86.8,8.7,4.4,0.1,53713.0,1167.0,27034.0,528.0,60107.833333333336,49341.666666666664,42293.666666666664
22585,Shelton,CT,1687532,0.0,80.0,18.3,64.1,10.4,0.1,5.0,0.0,9.0,11.2,44.1,17.6,23.8,7.5,7.0,463610,9.0,72.4,8.3,9.9,2.6,1.2,5.6,29.4,81.6,9.8,8.4,0.1,84233.0,1252.0,50137.0,563.0,111811.75,101200.25,68234.75
22659,Shippenville,PA,148060,0.0,80.0,0.7,96.5,1.1,0.1,0.6,0.0,18.2,20.0,29.8,22.0,19.7,12.5,15.9,17055,8.1,81.7,7.8,0.2,4.8,1.2,4.3,23.1,78.8,14.2,6.7,0.4,42536.0,1453.0,22136.0,646.0,71331.0,56725.0,54864.0
22709,Sibley,IA,150832,0.0,80.0,6.5,91.7,0.4,0.4,0.3,0.0,8.5,10.9,29.1,15.6,18.8,17.9,18.6,3282,3.3,74.4,12.4,0.0,6.8,1.9,4.5,17.7,76.8,11.2,11.7,0.2,49448.0,2926.0,25306.0,1319.0,52404.0,44170.5,39367.5
22743,Sikeston,MO,997920,0.0,80.0,2.1,84.1,11.3,0.3,0.4,0.0,19.6,27.6,26.7,20.8,21.9,11.2,19.4,17280,6.8,80.7,13.5,0.2,0.7,0.7,4.1,18.6,81.1,12.0,6.7,0.2,39162.0,1848.0,20542.0,755.0,40315.6,29333.4,33487.2
22760,Silver City,NM,798512,0.0,80.0,49.2,47.6,0.5,0.7,0.1,0.0,20.8,31.1,33.7,21.2,22.4,15.7,7.0,10585,9.7,80.2,10.0,0.4,3.1,0.5,5.8,18.0,68.9,23.5,7.0,0.6,38311.0,2093.0,23011.0,1917.0,70959.0,300000.0,56810.0
22828,Sioux Falls,SD,6967532,0.0,80.0,4.6,84.5,4.1,2.5,1.8,0.0,11.8,16.8,33.2,17.4,27.2,8.6,13.6,98459,4.4,84.0,8.0,0.9,2.2,1.7,3.2,17.8,86.1,9.2,4.6,0.1,53525.0,1260.0,27387.0,516.0,67099.73333333334,107628.6,44387.666666666664
22837,Sitka,AK,384692,0.0,80.0,6.0,62.7,1.1,13.6,5.8,0.3,9.0,9.5,37.6,18.6,21.4,11.6,10.8,4756,3.8,57.6,12.8,1.8,15.1,7.7,5.1,11.9,60.1,28.2,11.7,0.0,70376.0,4235.0,33890.0,1875.0,80041.0,59519.0,65235.0
22844,Skagway,AK,42328,0.0,80.0,4.5,75.3,0.0,5.0,10.6,0.0,4.4,2.0,27.5,16.9,21.0,10.2,24.4,676,7.8,42.9,7.6,0.5,37.8,6.2,5.1,5.5,68.2,22.5,7.5,1.8,69318.0,6594.0,38696.0,3940.0,81352.0,69886.0,49197.0
22876,Slaterville Springs,NY,8184,0.0,80.0,4.6,78.1,3.6,0.3,10.0,0.0,20.5,17.7,51.8,17.7,18.0,6.1,6.5,49291,5.9,62.4,9.1,6.3,14.6,1.9,5.7,18.8,78.4,13.6,7.8,0.2,52624.0,2016.0,28460.0,944.0,72777.0,56161.0,58053.0
22892,Slinger,WI,358292,0.0,80.0,2.9,93.6,1.0,0.1,1.0,0.0,5.6,7.4,35.4,14.0,25.1,8.7,16.8,72365,4.5,85.5,7.7,0.6,1.7,1.4,3.2,24.7,87.7,8.2,4.1,0.1,69237.0,1609.0,33744.0,877.0,86499.0,78354.0,47996.0
22919,Smithfield,NC,985952,0.0,80.0,13.2,69.2,14.8,0.4,0.7,0.0,15.4,22.4,34.5,15.8,25.0,12.2,12.5,80656,8.9,82.9,9.7,0.1,0.7,1.3,5.2,29.1,77.5,17.4,5.0,0.1,50512.0,1625.0,22858.0,649.0,48555.0,35611.0,51281.0
22946,Smithville,TN,579920,0.0,80.0,7.2,89.7,1.2,0.0,0.6,0.2,20.9,30.1,27.8,12.3,21.2,9.0,29.7,7409,7.6,81.6,13.4,0.0,1.3,1.3,2.3,27.2,79.7,13.4,6.8,0.2,38319.0,3000.0,25573.0,3223.0,56662.666666666664,35240.666666666664,60120.0
22966,Sneedville,TN,217140,0.0,80.0,0.1,97.4,0.5,0.6,0.1,0.0,27.7,34.6,26.6,19.4,14.7,17.3,22.1,2240,12.1,82.2,7.9,2.2,1.9,1.6,4.2,32.7,64.4,22.1,13.5,0.0,26898.0,2485.0,15169.0,1209.0,34362.0,24752.0,25883.0
22988,Snyder,TX,676720,0.0,80.0,38.7,55.1,4.5,0.2,0.3,0.0,9.9,11.3,24.4,19.6,19.4,23.9,12.7,7371,3.3,84.7,10.7,0.9,1.3,0.6,1.8,16.0,77.7,16.2,6.0,0.1,56842.0,5454.0,24584.0,1649.0,68305.0,52899.0,56286.5
22991,Social Circle,GA,400576,0.0,80.0,2.9,71.7,23.1,0.1,0.4,0.0,14.3,19.0,31.3,18.9,21.1,11.0,17.6,7624,6.9,85.9,6.6,0.4,0.9,1.2,5.0,27.4,70.8,20.3,8.2,0.8,51820.0,4371.0,24435.0,1849.0,53822.0,39526.0,43622.0
22997,Soddy Daisy,TN,1166792,0.0,80.0,2.2,90.4,4.2,0.2,0.2,0.0,21.7,23.0,24.4,19.1,20.5,15.3,20.7,4739,9.6,79.7,12.5,0.3,2.2,0.4,4.9,32.2,69.1,20.4,10.3,0.2,37013.0,3265.0,18061.0,1678.0,63242.5,54162.0,46872.5
23018,Solon Springs,WI,121220,0.0,80.0,1.3,92.1,1.1,1.6,1.1,0.0,15.8,20.7,29.5,21.2,24.1,9.6,15.5,21340,7.0,79.9,9.2,1.5,3.8,1.9,3.7,21.3,80.9,14.4,4.6,0.1,47095.0,2086.0,25191.0,561.0,61689.0,53276.0,46392.0
23058,Sonora,TX,181676,0.0,80.0,58.8,39.9,0.1,0.0,0.0,0.7,8.4,9.9,25.8,14.6,14.5,26.8,18.3,1771,4.3,79.2,12.7,0.0,1.7,1.0,5.4,16.8,76.5,14.6,8.6,0.3,51667.0,6212.0,25650.0,2686.0,64222.0,51827.0,48100.0
23084,South Bend,IN,6240652,0.0,80.0,8.0,74.4,12.8,0.3,2.0,0.1,17.8,27.3,34.6,17.6,24.6,7.1,16.1,123170,8.5,81.3,8.6,1.4,3.6,1.5,3.6,20.7,85.9,9.4,4.6,0.1,45471.0,828.0,24395.0,413.0,53131.818181818184,76149.0,39093.954545454544
23251,Sparks,NV,4277328,0.0,80.0,3.7,90.7,0.4,1.7,1.5,0.2,7.5,9.3,30.6,15.3,31.2,10.0,12.9,1777,10.3,87.1,3.8,0.5,2.1,0.0,6.6,27.9,72.9,16.4,10.7,0.0,64832.0,9604.0,35115.0,3828.0,61020.0,112890.23076923077,39269.846153846156
23309,Spirit Lake,IA,339064,0.0,80.0,1.6,96.7,0.3,0.1,0.2,0.2,6.6,6.1,34.3,15.3,21.8,11.1,17.5,8899,3.8,79.8,8.6,0.5,2.6,1.9,6.6,16.0,79.3,9.6,10.9,0.2,57265.0,2366.0,34218.0,1675.0,89668.0,76890.0,60180.0
23320,Spotsylvania,VA,609004,0.0,80.0,8.3,70.6,15.6,0.3,2.5,0.2,8.2,10.8,39.0,18.1,23.7,9.8,9.4,62469,6.2,79.2,12.1,2.8,0.6,1.1,4.2,38.2,72.4,23.1,4.4,0.1,78125.0,2699.0,32105.0,693.0,100085.0,119004.2,61265.6
23353,Spring Lake,MI,795784,0.0,80.0,9.2,84.7,1.4,0.3,2.8,0.0,10.4,11.7,34.1,15.4,22.5,8.0,19.9,135496,6.1,83.5,8.6,0.8,2.4,1.3,3.3,20.2,85.8,9.1,4.9,0.1,58989.0,1424.0,26519.0,431.0,60389.0,48657.0,48882.0
23369,Springdale,AR,3720376,0.0,80.0,16.0,72.5,3.2,0.9,2.5,2.2,20.1,25.3,36.5,16.9,23.3,9.2,14.1,102944,6.2,78.3,12.4,0.9,2.5,1.3,4.6,21.3,78.7,14.7,6.3,0.3,43524.0,1412.0,24638.0,860.0,62270.666666666664,49615.0,47704.5
23382,Springfield,IL,4993648,0.0,80.0,2.1,81.3,12.2,0.1,1.8,0.0,15.6,24.2,41.2,18.1,25.1,7.0,8.6,96155,7.9,82.3,8.8,1.6,2.3,1.4,3.6,18.8,71.0,24.2,4.6,0.2,56167.0,1005.0,31024.0,560.0,56501.529411764706,45766.94117647059,45204.64705882353
23392,Springfield,OH,4368760,0.0,80.0,3.0,84.7,8.5,0.1,0.7,0.1,18.3,28.7,29.2,18.2,24.4,8.5,19.7,59111,10.0,82.4,9.9,0.9,2.7,0.9,3.3,22.2,81.5,12.8,5.4,0.2,43625.0,1128.0,23445.0,471.0,55848.857142857145,80910.78571428571,39928.71428571428
23393,Springfield,OR,3188372,0.0,80.0,8.1,83.4,1.0,0.9,2.5,0.2,20.1,22.2,34.5,20.6,24.7,8.3,11.9,158490,9.9,70.4,10.3,3.2,5.0,5.3,5.8,19.8,75.9,15.8,8.0,0.2,44103.0,729.0,24960.0,470.0,50747.71428571428,42420.142857142855,36176.28571428572
23426,Spruce Pine,NC,458876,0.0,80.0,5.6,87.9,3.8,0.5,0.8,0.1,20.2,31.2,25.2,19.9,22.2,8.0,24.8,17404,11.1,76.5,18.3,0.0,0.6,1.2,3.3,23.5,78.0,16.9,5.1,0.0,35965.0,2343.0,18717.0,675.0,46884.0,35166.0,37736.0
23460,Stanardsville,VA,265628,0.0,80.0,4.9,84.8,6.5,0.0,1.2,0.2,9.9,9.8,37.4,20.2,24.0,11.0,7.4,8932,7.4,83.2,11.2,0.5,0.8,1.4,2.9,29.3,71.2,21.5,7.2,0.1,61550.0,5109.0,28209.0,1938.0,54963.0,37276.0,50132.0
23517,Starbuck,MN,103400,0.0,80.0,1.1,96.9,0.5,0.5,0.4,0.0,9.4,11.5,35.2,14.9,22.7,9.1,18.1,5406,4.1,79.3,8.9,0.4,4.8,1.4,5.3,18.7,77.7,13.3,8.5,0.5,52785.0,3014.0,30071.0,1429.0,81089.0,67504.0,55944.0
23525,Starkville,MS,1832292,0.0,80.0,1.6,57.4,36.9,0.2,3.0,0.0,33.7,31.6,43.9,17.0,22.1,5.8,11.2,19381,13.3,80.0,11.6,0.2,3.6,0.7,3.9,18.9,60.4,36.2,2.9,0.5,32485.0,3651.0,20091.0,1025.0,66639.0,96142.75,48806.25
23542,Staten Island,NY,20278500,0.0,80.0,17.8,62.8,9.6,0.1,8.0,0.0,12.5,17.3,39.2,19.5,24.3,9.0,8.0,209113,6.9,56.4,8.1,29.8,2.5,0.9,2.3,42.6,74.1,21.4,4.4,0.1,73197.0,1178.0,32041.0,459.0,79823.46666666666,98102.22222222222,55191.64444444444
23545,Statesville,NC,2993056,0.0,80.0,6.4,84.8,6.6,0.4,0.4,0.0,12.7,18.4,34.3,15.0,24.6,9.3,16.9,18364,7.2,81.2,11.7,0.4,0.6,2.1,4.2,27.2,81.0,12.3,6.5,0.2,51527.0,3109.0,28141.0,1714.0,54397.22222222222,69604.22222222222,42498.555555555555
