City,State,Hispanic,White,Black,Native,Asian,Pacific
Durant,MS,0.3,16.3,82.6,0.0,0.4,0.0
Durham,NC,13.4,42.1,37.1,0.3,4.6,0.0
Dustin,OK,4.6,65.2,5.8,17.9,0.0,0.0
Dutch John,UT,2.3,95.7,0.0,1.0,0.0,0.0
Eagle,ID,7.6,85.5,1.1,0.5,2.6,0.2
Eagle Pass,TX,95.2,3.1,0.1,0.9,0.5,0.0
Eagle River,WI,1.4,95.4,0.6,1.0,0.6,0.0
Earle,AR,2.0,59.0,36.75,0.25,0.6,0.1
Earling,IA,2.4,95.7,0.2,0.1,0.5,0.0
East Concord,NY,5.0,76.6,13.0,0.4,3.1,0.0
East Jordan,MI,1.6,94.3,0.3,1.4,0.4,0.0
East Nassau,NY,4.3,84.6,5.7,0.0,2.3,0.0
East Peoria,IL,2.2,94.3,1.2,0.1,0.9,0.0
East Prairie,MO,1.9,72.3,24.1,0.3,0.0,0.0
East Stone Gap,VA,1.2,92.0,5.3,0.1,0.5,0.0
Eastsound,WA,5.8,89.3,0.5,0.7,1.4,0.1
Eastview,KY,5.6,76.5,11.2,0.2,2.3,0.4
Eaton,IN,1.4,96.1,0.6,0.1,0.2,0.0
Eatonton,GA,6.6,65.3,26.6,0.0,0.4,0.0
Eau Claire,WI,1.4,94.2,1.3,0.3,1.2,0.0
Ebro,FL,3.4,77.4,15.1,0.7,0.1,0.1
Echola,AL,3.2,63.5,30.6,0.1,1.5,0.0
Eckert,CO,14.7,82.1,1.0,0.5,0.6,0.0
Edelstein,IL,4.4,71.2,17.3,0.3,3.7,0.0
Edgartown,MA,0.8,92.1,3.1,0.8,0.8,0.0
Edgemont,SD,3.0999999999999996,88.44999999999999,0.7000000000000001,5.199999999999999,0.55,0.0
Edgerton,MN,2.4,94.8,0.5,0.6,0.9,0.0
Edgewood,NM,40.6,53.9,1.3,2.0,0.0,0.0
Edinburg,ND,3.2,92.8,0.2,2.4,0.1,0.0
Edison,OH,1.3,96.3,0.4,0.1,0.1,0.0
Edon,OH,4.0,93.3,1.1,0.2,0.4,0.2
Edson,KS,12.1,84.8,1.4,0.2,0.0,0.0
Egegik,AK,2.2,21.0,0.5,67.6,3.2,0.7
Ekalaka,MT,0.7,98.0,0.0,0.2,0.0,0.0
El Cerrito,CA,24.9,46.0,8.6,0.3,15.1,0.5
El Paso,TX,79.85,16.3,2.1,0.15,0.9,0.05
El Reno,OK,7.8,78.0,2.3,3.9,3.1,0.0
Eldorado,OK,26.5,60.8,6.6,0.7,1.6,0.0
Eldorado,TX,50.5,49.1,0.1,0.0,0.2,0.0
Eldridge,IA,6.1,81.6,7.6,0.2,2.3,0.0
Electra,TX,8.1,88.8,0.6,1.3,0.5,0.0
Electric City,WA,39.7,56.0,0.6,0.9,1.0,0.0
Elfrida,AZ,33.9,56.7,3.6,0.8,1.7,0.1
Elgin,IL,31.2,58.2,5.3,0.1,3.7,0.0
Elgin,TX,23.1,64.1,11.5,0.0,0.4,0.0
Elizabeth,LA,3.9,70.5,19.9,2.0,0.8,0.0
Elizabeth City,NC,3.55,67.65,25.299999999999997,0.4,1.8,0.15
Elk City,KS,6.0,80.4,5.1,2.7,0.9,0.2
Elk Horn,IA,0.8,97.5,0.2,0.2,0.3,0.0
Elk Horn,KY,2.1,90.4,4.0,0.1,0.9,0.0
Elk Park,NC,4.7,87.3,4.1,0.5,0.5,0.0
Elkhart,IN,14.8,76.1,5.6,0.1,1.1,0.0
Elkton,OR,5.2,88.8,0.3,1.3,0.8,0.1
Ellabell,GA,6.1,74.7,14.8,0.5,2.0,0.0
Ellaville,GA,4.5,71.0,23.9,0.0,0.2,0.0
Ellenboro,NC,3.1,73.6,20.6,0.3,0.9,0.0
Ellenboro,WV,1.1,96.3,0.3,0.1,0.0,0.0
Ellendale,DE,9.2,74.8,12.4,0.3,1.1,0.0
Ellinger,TX,19.6,72.6,7.2,0.0,0.1,0.0
Elliott,IA,2.3,95.9,0.4,0.2,0.4,0.1
Elliottville,KY,1.2,94.3,1.7,0.3,0.5,0.0
Ellsinore,MO,1.9,94.7,0.1,1.1,0.0,0.0
Ellsworth,IA,5.4,90.7,0.7,0.0,2.2,0.0
Ellsworth,NE,0.8,96.7,0.2,0.0,1.1,0.0
Ellwood City,PA,1.2,92.3,3.7,0.1,0.4,0.0
Elm City,NC,9.9,48.3,38.2,0.3,0.9,0.1
Elm Creek,NE,32.7,61.8,4.4,0.5,0.1,0.0
Elmendorf,TX,59.1,29.3,7.1,0.2,2.5,0.0
Elmira,NY,2.9,86.6,5.7,0.4,1.5,0.0
Elmo,UT,6.2,93.2,0.2,0.1,0.1,0.0
Eltopia,WA,51.5,42.3,1.8,0.3,2.0,0.1
Ely,NV,14.6,74.1,4.0,5.1,0.7,0.3
Emmetsburg,IA,2.0,95.5,1.3,0.1,0.4,0.0
Emory,TX,8.2,86.1,2.3,0.7,0.5,0.0
Empire,CO,5.5,90.7,1.3,0.0,0.6,0.4
Empire,LA,6.0,66.5,20.7,0.8,3.3,0.0
Emporia,VA,3.0,39.2,55.1,0.2,1.0,0.0
Encampment,WY,17.4,78.4,1.4,0.6,0.2,0.1
Enders,NE,11.0,87.4,0.0,0.0,0.0,0.0
Endicott,WA,61.5,36.2,0.2,0.1,0.6,0.1
Energy,TX,26.9,71.2,0.4,0.1,0.3,0.0
Enfield,IL,1.3,97.0,0.4,0.0,0.4,0.0
Enfield,NC,2.6,39.2,51.9,3.2,0.8,0.0
Engadine,MI,1.4,74.8,1.7,15.7,0.5,0.0
Englewood,CO,8.1,84.0,1.0,0.2,4.1,0.0
Englewood,KS,12.1,81.3,1.0,1.7,0.7,0.4
Englishtown,NJ,10.3,75.9,6.7,0.0,5.3,0.0
Enigma,GA,4.9,82.1,10.9,0.1,0.7,0.0
Ennice,NC,9.3,87.3,2.2,0.1,0.2,0.0
Enochs,TX,60.1,37.5,1.9,0.1,0.4,0.1
Enola,AR,4.0,81.4,11.3,0.3,1.3,0.0
Enterprise,LA,1.1,65.8,32.1,0.1,0.0,0.0
Enterprise,MS,0.8,63.6,35.0,0.2,0.1,0.0
Enterprise,OR,2.7,93.6,0.3,0.2,0.2,0.2
Epping,ND,4.5,86.8,1.8,4.1,0.3,0.1
Epps,LA,1.8,35.1,62.0,0.3,0.1,0.0
Epworth,GA,2.0,95.4,0.3,0.2,0.5,0.0
Equality,IL,0.9,95.9,0.4,0.6,0.5,0.0
Erbacon,WV,0.44999999999999996,97.55000000000001,0.25,0.2,0.2,0.05
Erick,OK,13.5,76.7,3.4,1.0,0.8,0.1
Ericson,NE,1.2,97.3,0.6,0.0,0.0,0.0
Erie,KS,4.9,90.7,1.0,0.3,0.2,0.1
Erlanger,KY,2.9,89.2,4.5,0.2,1.2,0.0
Escalante,UT,4.3,92.0,0.2,0.2,0.1,0.0
Esom Hill,GA,12.7,71.9,13.3,0.0,0.8,0.0
Essex,MD,4.8,60.3,26.7,0.2,5.6,0.0
Essig,MN,3.7,94.5,0.4,0.1,0.4,0.1
Ethan,SD,1.0,92.8,3.5,1.9,0.2,0.4
Ettrick,WI,6.6,91.6,0.5,0.2,0.5,0.0
Eudora,AR,5.199999999999999,53.7,39.95,0.35,0.2,0.0
Eufaula,OK,2.4,68.6,3.5,14.6,0.5,0.0
Eupora,MS,1.3,77.8,19.6,0.0,0.2,0.0
Eutaw,AL,0.7,17.8,80.6,0.1,0.2,0.0
Evans,WV,0.0,97.4,0.7,0.1,0.2,0.0
Evansville,IN,2.4,84.6,9.0,0.2,1.1,0.1
Evansville,MN,3.0,93.7,1.2,0.3,0.6,0.0
Evant,TX,17.5,60.1,14.3,0.4,1.8,0.8
Everson,WA,8.7,80.3,0.8,2.6,3.9,0.3
Everton,MO,1.8,94.3,0.5,0.5,0.1,0.1
Ewing,VA,1.8,93.0,3.7,0.2,0.2,0.0
Fairbanks,AK,7.4,71.9,4.1,5.7,2.6,0.6
Fairbury,IL,4.3,89.2,5.4,0.0,0.3,0.0
Fairfax,VA,16.4,59.8,4.7,0.1,15.4,0.1
Fairfield,IL,0.6,96.7,0.7,0.1,0.7,0.0
Fairfield,MT,1.5,94.4,0.1,1.8,0.3,0.0
Fairfield,NE,8.6,89.4,0.5,0.1,0.4,0.0
Fairmont,OK,10.7,77.4,3.1,2.2,1.0,2.1
Fairmont,WV,1.2,93.1,3.6,0.1,0.5,0.0
Fairplay,CO,5.7,90.4,0.0,1.1,1.0,0.8
Fairview,OK,8.9,85.9,0.4,2.4,0.0,0.0
Faith,SD,1.6,95.6,0.1,1.9,0.0,0.0
Falfurrias,TX,92.9,5.1,0.1,0.0,1.9,0.0
Fall Branch,TN,3.2,89.5,3.9,0.3,1.4,0.0
Fallon,NV,13.1,74.6,2.1,4.4,2.7,0.3
Falls Church,VA,9.7,72.6,2.1,0.0,11.4,0.0
Falmouth,MI,2.5,94.9,0.4,0.6,0.4,0.0
Fannin,TX,35.5,58.5,5.3,0.0,0.1,0.1
Fanwood,NJ,29.4,42.4,20.3,0.1,4.8,0.0
Farber,MO,2.8,87.4,6.6,0.1,0.1,0.0
Faribault,MN,7.8,84.4,3.8,0.5,2.3,0.1
Farina,IL,1.7,92.0,4.2,0.1,0.7,0.0
Farmersville,IL,1.6,88.1,8.8,0.2,0.5,0.0
Farmington,NM,19.6,41.0,0.5,36.3,0.5,0.1
Farmland,IN,3.2,94.5,0.4,0.1,0.1,0.0
Farnsworth,TX,50.9,46.6,0.2,0.7,0.4,0.0
Federalsburg,MD,5.199999999999999,71.0,20.65,0.05,0.75,0.0
Felt,ID,17.4,80.8,0.2,0.2,0.1,0.0
Ferdinand,IN,2.7,95.4,0.6,0.2,0.3,0.1
Fernandina Beach,FL,3.7,87.2,6.4,0.3,0.9,0.0
Fernley,NV,15.6,76.7,0.8,2.3,1.3,0.1
Fernwood,ID,3.2,84.6,0.3,8.9,0.5,0.1
Ferriday,LA,1.2,57.0,41.1,0.1,0.1,0.1
Fertile,MN,5.8,89.0,1.1,1.0,0.8,0.0
Festus,MO,1.0,95.6,0.7,0.1,0.0,1.7
Fieldton,TX,53.5,41.0,4.4,0.3,0.2,0.0
Firebaugh,CA,51.6,31.2,4.7,0.5,9.6,0.1
Fischer,TX,26.3,69.4,1.9,0.1,0.9,0.0
Fish Camp,CA,10.1,81.7,1.1,2.3,1.3,0.1
Flandreau,SD,3.0,79.1,0.7,12.1,1.7,0.0
Flemington,MO,2.1,94.0,1.0,0.7,0.2,0.0
Fletcher,MO,0.3,94.5,2.0,0.6,0.1,0.0
Flintville,TN,3.0,87.5,5.2,0.2,0.1,0.0
Florence,SC,2.4,53.2,41.5,0.2,1.2,0.0
Florence,WI,1.0,97.7,0.2,0.7,0.1,0.0
Florida,PR,99.4,0.3,0.1,0.0,0.1,0.0
Fluker,LA,3.8,63.9,29.6,0.3,0.8,0.0
Flushing,MI,3.2,72.5,20.3,0.4,1.0,0.0
Folkston,GA,11.3,62.2,25.0,0.7,0.2,0.0
Fond Du Lac,WI,4.8,90.9,1.1,0.4,1.3,0.0
Fontana Dam,NC,1.5,88.0,0.5,7.6,0.0,0.0
Ford,WA,3.2,87.2,0.5,4.8,0.6,0.0
Forest,MS,0.3,74.7,24.7,0.0,0.1,0.0
Forest City,IA,3.8,93.1,0.9,0.7,1.1,0.0
Forest City,NC,3.9,83.9,10.0,0.3,0.6,0.0
Forest City,PA,1.7,96.6,0.5,0.2,0.3,0.0
Forest Hill,WV,1.8,91.6,4.9,0.3,0.1,0.0
Foristell,MO,2.2,93.5,1.9,0.3,0.5,0.0
Forrest City,AR,2.3,41.0,56.4,0.1,0.0,0.0
Fort Bragg,CA,23.6,66.7,0.6,3.4,1.9,0.2
Fort Buchanan,PR,98.6,1.1,0.1,0.0,0.1,0.0
Fort Collins,CO,10.9,83.5,0.8,0.4,2.0,0.1
Fort Davis,TX,38.5,59.1,0.3,0.9,1.1,0.0
Fort Johnson,NY,2.7,93.3,1.6,0.1,0.6,0.0
Fort Lauderdale,FL,27.0,40.4,26.9,0.2,3.4,0.0
Fort Morgan,CO,35.0,60.5,2.5,0.5,0.4,0.0
Fort Pierce,FL,17.3,59.8,19.1,0.2,1.8,0.0
Fort Plain,NY,12.3,83.6,1.5,0.1,0.7,0.0
Fort Scott,KS,2.3,91.0,3.5,0.8,0.9,0.0
Fort Stewart,GA,11.7,42.4,39.3,0.4,2.1,0.4
Fort Valley,GA,0.5,73.5,22.9,0.3,0.9,0.0
Fort Valley,VA,6.8,89.1,2.1,0.1,0.5,0.0
Fort Wayne,IN,7.0,75.2,11.3,0.2,3.2,0.0
Fortine,MT,2.6,93.5,0.1,1.3,0.6,0.0
Fortuna,CA,10.6,75.7,1.1,4.6,2.6,0.3
Fouke,AR,3.0,69.8,24.7,0.4,0.1,0.0
Fountain,CO,16.0,70.6,5.7,0.4,2.7,0.3
Fountain,NC,4.9,46.55,45.15,0.3,0.9,0.05
Fountaintown,IN,3.9,92.8,1.3,0.0,0.7,0.0
Fowler,IL,1.4,92.4,3.8,0.1,0.8,0.1
Fowler,KS,14.4,82.6,0.6,0.2,1.0,0.0
Francis,OK,4.7,67.6,2.3,7.3,0.9,0.0
Frankfort,IN,14.5,83.8,0.7,0.2,0.3,0.1
Franklin,GA,2.3,84.9,9.8,0.0,0.0,0.0
Franklin,ID,6.8,91.3,0.1,0.3,0.1,0.2
Franklin,IN,3.4,91.0,1.9,0.1,2.0,0.0
Franklin,NE,5.1,93.5,0.2,0.2,0.3,0.0
Franklin,OH,2.4,87.8,3.3,0.1,4.5,0.0
Franklin,TX,19.3,58.4,20.7,0.1,0.2,0.2
Franklin,VA,1.15,49.1,47.2,0.05,0.35,0.0
Franklin,WV,1.1,95.0,2.7,0.0,0.0,0.0
Frankston,TX,11.7,79.5,6.5,0.6,0.6,0.1
Frazer,MT,2.0,85.6,0.2,10.1,0.2,0.2
Frederick,MD,8.1,76.0,8.7,0.2,4.2,0.1
Fredericksburg,VA,7.55,61.8,25.4,0.35,1.65,0.05
Fredonia,KY,0.7,91.2,6.2,0.1,0.4,0.0
Fredonia,ND,1.4,96.6,0.3,0.3,0.3,0.0
Fremont,CA,22.6,33.0,11.3,0.3,27.5,0.8
French Village,MO,1.4,92.3,4.8,0.3,0.4,0.0
Friendly,WV,0.6,98.1,0.2,0.1,0.0,0.0
Frisco,TX,18.8,62.1,8.7,0.3,7.3,0.1
Fritch,TX,52.6,35.0,2.5,0.4,8.5,0.0
Frost,MN,6.1,92.1,0.3,0.2,0.4,0.0
Fulda,MN,25.3,62.5,3.9,0.2,5.7,0.0
Funk,NE,5.1,93.2,0.2,0.2,0.1,0.1
Gackle,ND,0.8,97.9,0.1,0.2,0.0,0.0
Gadsden,AL,3.6,78.5,15.4,0.3,0.7,0.1
Gainesville,FL,8.9,62.7,19.6,0.3,5.6,0.2
Galax,VA,16.8,76.0,5.6,0.1,0.4,0.0
Galena,MD,4.3,78.4,15.1,0.2,1.0,0.0
Galena,MO,2.0,95.4,0.1,0.5,0.0,0.0
Galloway,OH,1.6,89.3,5.8,0.4,0.8,0.0
Gallup,NM,13.9,9.9,0.8,72.3,0.9,0.0
Galt,IA,10.0,88.0,0.4,0.0,0.5,0.1
Galva,IA,3.1,94.3,0.5,0.4,0.1,0.0
Garden,MI,1.0,93.7,0.2,1.9,0.3,0.0
Garden City,TX,67.0,30.9,1.7,0.0,0.0,0.0
Gardiner,MT,2.7,94.2,0.5,0.9,0.1,0.0
Garfield,GA,7.8,56.4,33.4,0.0,0.2,0.0
Garland,TX,39.0,31.5,21.8,0.2,5.6,0.0
Garland,UT,8.9,87.6,0.3,0.8,0.8,0.0
Garyville,LA,5.3,38.0,54.2,0.1,0.5,0.3
Gasquet,CA,19.1,63.3,2.8,4.8,2.1,0.3
Gastonia,NC,6.3,74.5,15.1,0.4,1.4,0.0
Gates,TN,2.3,60.8,35.0,0.6,0.5,0.0
Gatzke,MN,4.0,94.0,0.3,0.4,0.2,0.0
Gaylesville,AL,1.5,91.7,4.8,0.6,0.3,0.0
Genesee,ID,3.4,87.7,0.4,5.1,1.0,0.0
Genesee,PA,1.1,96.9,0.5,0.2,0.3,0.0
Geneseo,KS,5.8,86.8,3.8,0.3,0.3,0.0
Genoa,NE,2.5,97.3,0.1,0.0,0.1,0.1
Genoa City,WI,10.9,85.7,0.9,0.1,0.9,0.1
Georgetown,SC,3.1,62.7,32.5,0.2,0.4,0.0
Georgiana,AL,1.1,54.8,41.8,1.3,0.3,0.0
Gepp,AR,1.2,95.9,0.1,0.4,1.5,0.0
Gettysburg,SD,0.6,97.6,0.0,0.4,0.0,0.0
Gibbon,MN,8.2,89.7,0.4,0.2,0.6,0.0
Gilbertown,AL,0.4,55.9,42.9,0.0,0.0,0.0
Gillette,WY,8.2,87.9,0.8,1.0,0.6,0.0
Gillsville,GA,6.3,88.4,2.6,0.3,1.3,0.0
Gilman,IA,8.0,83.2,0.5,6.5,0.3,0.0
Gilman,VT,1.2,95.9,0.6,0.5,0.4,0.0
Gilman City,MO,1.9,95.9,0.8,0.0,0.0,0.0
Girard,GA,1.6,55.0,42.0,0.1,0.0,0.0
Girvin,TX,67.7,26.7,4.2,0.7,0.2,0.1
Gladeville,TN,3.6,86.4,6.7,0.4,1.3,0.1
Glen Allan,MS,1.3,26.4,71.1,0.1,0.7,0.0
Glencoe,OK,4.4,77.8,3.6,4.3,4.2,0.1
Glennallen,AK,4.4,70.1,0.0,14.8,3.2,0.4
Glenrock,WY,7.5,89.1,0.0,0.2,0.9,0.0
Glenwood,AR,3.7,91.9,0.6,0.7,0.6,0.0
Glenwood,GA,2.2,56.5,41.0,0.1,0.0,0.0
Gloster,MS,0.1,28.8,70.7,0.0,0.0,0.0
Glyndon,MN,4.1,89.7,1.9,1.1,1.1,0.0
Goessel,KS,2.9,93.6,0.8,0.5,0.2,0.0
Goetzville,MI,1.6,70.7,6.5,14.8,0.9,0.0
Gold Creek,MT,2.5,90.5,0.5,3.8,1.1,0.0
Golden City,MO,2.4,93.3,0.3,1.2,1.2,0.0
Golden Valley,ND,2.2,93.9,0.0,2.9,0.2,0.0
Goldfield,NV,16.0,79.1,0.0,3.7,0.0,0.0
Goldsboro,NC,10.7,54.6,30.9,0.2,1.2,0.0
Good Hope,IL,2.7,88.4,4.7,0.2,2.0,0.0
Goodhue,MN,3.1,92.7,1.1,1.1,0.6,0.0
Goodlettsville,TN,6.1,84.2,7.4,0.4,0.5,0.0
Goodview,VA,1.9,88.4,7.1,0.1,1.2,0.0
Goose Creek,SC,6.1,64.0,24.3,0.5,2.4,0.1
Gordo,AL,1.6,55.2,42.3,0.0,0.1,0.0
Gordon,GA,2.6,57.3,37.8,0.1,0.0,0.0
Gordonsville,VA,4.1,79.4,12.7,0.2,1.0,0.0
Goshen,NY,19.1,66.4,9.3,0.1,2.5,0.0
Goshen,VA,1.5,93.2,2.8,0.1,0.7,0.1
Gosport,IN,0.7,96.6,0.6,0.3,0.2,0.0
Gouldbusk,TX,17.3,78.1,2.4,0.8,0.8,0.0
Gouldsboro,ME,1.3,95.4,0.5,0.4,0.9,0.0
Gouldsboro,PA,8.6,85.7,3.2,0.1,1.1,0.0
Gouverneur,NY,2.2,92.2,2.1,0.8,1.0,0.1
Gove,KS,2.1,95.1,1.0,0.1,0.5,0.0
Grace,ID,5.3,94.2,0.1,0.0,0.1,0.0
Graham,KY,0.5,92.4,5.2,0.3,0.2,0.2
Graham,NC,11.9,65.9,18.2,0.2,1.5,0.1
Granby,MO,4.9,86.9,1.0,2.6,1.4,0.1
Grand Forks,ND,3.7,86.3,2.5,2.6,2.3,0.0
Grand Isle,ME,1.1,94.6,0.7,1.5,0.5,0.0
Grand Ledge,MI,4.5,89.35,2.35,0.39999999999999997,0.85,0.0
Grand Marais,MN,1.7,86.5,0.9,7.4,0.9,0.3
Grand Rapids,MI,10.0,75.1,9.3,0.3,2.5,0.0
Grand Rapids,OH,7.1,90.8,0.6,0.1,0.4,0.0
Grand Valley,PA,0.9,97.2,0.5,0.1,0.5,0.0
Granite Falls,MN,5.7,90.0,0.8,1.3,0.2,1.0
Grant,FL,9.1,76.1,9.9,0.3,2.2,0.1
Grants,NM,37.5,20.9,0.9,38.5,0.6,0.1
Grantsville,UT,11.8,83.7,0.6,1.1,0.9,0.5
Granville Summit,PA,1.4,96.2,0.5,0.1,0.6,0.0
Grapeview,WA,8.7,81.9,1.0,2.5,1.5,0.2
Grasston,MN,2.1500000000000004,92.6,1.2,1.65,0.4,0.0
Gravois Mills,MO,2.2,94.7,0.85,0.3,0.35,0.0
Graysville,GA,2.7,91.6,2.7,0.2,1.4,0.0
Greeley,NE,2.0,96.4,0.7,0.0,0.3,0.0
Greeleyville,SC,2.55,39.25,57.1,0.1,0.2,0.0
Green Castle,MO,1.2,97.1,0.4,0.2,0.8,0.0
Green City,MO,18.3,78.9,0.9,0.5,0.6,0.0
Green River,WY,15.8,79.9,0.8,0.2,0.9,0.5
Green Springs,OH,4.8,90.6,2.4,0.1,0.6,0.0
Greenbush,MI,1.4,96.3,0.3,0.2,0.4,0.0
Greene,RI,4.0,90.2,1.3,0.1,2.4,0.0
Greenfield,IL,1.1,97.1,1.0,0.1,0.1,0.0
Greenfield,MA,3.6,91.6,1.1,0.2,1.5,0.0
Greenfield,OH,1.1,89.9,5.2,0.0,0.5,0.0
Greenleaf,ID,24.5,71.6,0.4,0.6,0.8,0.1
Greenmountain,NC,4.65,93.1,1.05,0.4,0.25,0.05
Greensboro,VT,1.4,95.2,0.6,0.5,0.7,0.0
Greensburg,KY,1.8,93.7,2.7,0.1,0.3,0.0
Greenville,AL,1.45,61.9,33.65,0.45,1.1,0.0
Greenville,GA,2.0,56.7,38.3,0.0,0.6,0.0
Greenville,SC,8.6,69.5,18.0,0.2,2.1,0.1
Greenville,WV,1.0,96.6,0.7,0.3,0.0,0.0
Greenwich,OH,1.7,86.2,7.4,0.1,0.7,0.0
Greenwood,AR,13.2,71.4,6.2,1.2,4.3,0.1
Greenwood,LA,2.7,46.6,47.7,0.4,1.2,0.0
Greenwood,SC,3.45,64.7,29.25,0.05,0.35,0.1
Grey Eagle,MN,5.5,91.9,0.3,0.4,0.4,0.0
Griffithsville,WV,0.1,98.2,0.5,0.2,0.3,0.0
Grifton,NC,7.1,50.5,39.5,0.3,0.6,0.0
Grimes,CA,57.4,37.5,0.6,1.0,2.0,0.2
Grinnell,KS,3.7,94.4,0.1,1.4,0.0,0.0
Groom,TX,10.7,85.65,0.8500000000000001,1.1,0.15,0.2
Grosse Tete,LA,2.4,47.8,48.0,0.4,0.1,0.0
Groveport,OH,1.3,93.2,3.2,0.2,0.3,0.0
Grover Hill,OH,2.8,94.7,0.9,0.2,0.3,0.0
Groves,TX,18.6,42.9,33.3,0.2,3.5,0.0
Gruver,TX,45.2,53.7,0.1,0.3,0.4,0.0
Guanica,PR,99.5,0.5,0.0,0.0,0.0,0.0
Guayama,PR,99.5,0.3,0.0,0.0,0.0,0.0
Guilford,ME,1.2,95.7,0.3,0.3,0.5,0.0
Gunnison,CO,23.95,72.4,0.4,0.4,0.8500000000000001,0.05
Guntown,MS,1.5,91.0,6.5,0.0,0.2,0.0
Gurabo,PR,99.5,0.5,0.0,0.0,0.0,0.0
Gurley,NE,6.4,90.2,0.2,0.3,1.2,0.0
Guttenberg,IA,2.2,92.1,1.9,0.1,1.3,0.3
Hadley,MA,5.1,84.9,2.6,0.1,5.3,0.0
Hagarville,AR,13.4,81.5,1.5,0.4,1.0,0.2
Hagerstown,IN,2.7,88.8,4.7,0.1,0.8,0.0
Hagerstown,MD,4.0,81.5,9.7,0.2,1.6,0.0
Hague,VA,6.1,63.5,27.9,0.2,0.5,0.0
Haiku,HI,10.8,31.4,0.6,0.1,26.7,9.6
Haines,AK,1.5,79.6,0.0,6.4,3.0,0.0
Haleyville,AL,2.4,91.8,3.7,0.2,0.3,0.0
Hamer,ID,11.3,86.25,0.25,0.5,0.05,0.1
Hamer,SC,2.5,46.8,45.7,2.5,0.2,0.0
Hamill,SD,0.3,57.7,0.0,37.5,1.0,0.0
Hamilton,CO,14.3,82.2,0.5,1.0,0.7,0.8
Hamilton,IN,3.2,94.3,0.3,0.0,0.4,0.0
Hamilton,MS,1.1,67.2,30.5,0.0,0.1,0.0
Hamilton,TX,11.2,86.4,1.0,0.4,0.2,0.0
Hamilton City,CA,39.6,53.7,0.9,1.7,2.5,0.3
Hamlin,WV,1.0,95.6,1.5,0.1,0.3,0.0
Hampshire,TN,2.1,93.5,1.6,0.0,1.9,0.0
Hampstead,MD,2.9,90.4,3.2,0.1,1.7,0.0
Hampton,NE,2.9,95.6,0.5,0.1,0.2,0.0
Hampton,VA,5.2,40.2,49.0,0.4,2.3,0.0
Hanalei,HI,10.5,30.1,0.6,0.2,33.6,9.1
Hanover,IN,2.4,93.4,1.9,0.2,0.8,0.0
Hanover,MA,3.5,82.9,8.6,0.1,1.3,0.0
Hanover,MD,6.6,63.400000000000006,16.65,0.15000000000000002,9.85,0.05
Hanston,KS,7.3,89.0,0.0,0.0,2.4,0.0
Hardeeville,SC,14.0,40.3,43.8,0.0,0.6,0.0
Hardesty,OK,45.2,47.7,2.2,0.2,2.2,0.0
Hardin,IL,0.3,97.8,0.1,0.1,0.0,0.0
Hardin,MT,5.2,29.5,0.1,62.7,0.2,0.0
Harlem,GA,2.6,54.8,41.6,0.0,0.1,0.0
Harold,KY,0.7,97.4,0.8,0.1,0.3,0.0
Harpers Ferry,WV,5.2,84.0,6.8,0.1,1.6,0.0
Harrell,AR,3.5,73.0,22.2,0.1,0.2,0.0
Harrellsville,NC,3.2,33.7,57.9,1.0,0.8,0.2
Harrietta,MI,1.8,95.0,0.6,0.6,0.6,0.0
Harrington,WA,2.9,92.2,0.2,0.9,0.7,0.2
Harrisburg,MO,3.2,80.0,8.4,0.1,4.0,0.1
Harrisburg,NE,3.8,93.5,1.2,0.0,0.1,0.0
Harrisburg,OR,8.3,86.4,0.4,1.4,1.2,0.1
Harrison,AR,2.2,94.8,0.3,0.7,0.7,0.0
Harrisonburg,VA,11.8,79.65,4.15,0.1,2.4,0.05
Harrisonville,MO,4.2,88.8,3.6,0.4,0.7,0.0
Harrodsburg,KY,2.4,91.6,3.8,0.1,0.5,0.0
Harrold,SD,2.7,82.4,0.8,10.1,0.5,0.0
Harrold,TX,28.0,60.5,8.9,0.2,0.5,0.0
Hart,MI,4.3,91.9,0.9,0.7,0.6,0.0
Hartford,AL,3.6,84.0,8.7,0.3,1.2,0.0
Hartland,ME,1.0,96.1,0.3,0.4,0.3,0.0
Hartland,MN,9.3,87.2,1.1,0.2,1.2,0.0
Hartland,WI,4.5,89.6,1.4,0.1,2.9,0.0
Harvey,AR,7.5,84.4,0.2,1.6,2.9,0.0
Harvey,ND,0.7,97.8,0.0,0.2,0.0,0.0
Hastings,FL,9.6,75.1,10.7,0.1,2.3,0.0
Hastings,MI,2.5,94.9,0.5,0.2,0.5,0.0
Hatillo,PR,99.3,0.4,0.0,0.0,0.3,0.0
Hattiesburg,MS,2.8499999999999996,66.15,28.3,0.25,1.15,0.0
Haughton,LA,6.4,68.3,21.2,0.6,1.5,0.1
Haviland,KS,5.7,90.5,0.7,0.4,0.7,0.0
Hawkins,WI,1.5,95.9,1.0,0.5,0.4,0.0
Hawkinsville,GA,4.7,59.1,33.6,0.0,0.1,0.0
Hawley,PA,4.0,91.1,3.2,0.2,0.5,0.0
Hawthorne,FL,9.4,71.9,16.2,0.2,0.6,0.1
Hay Springs,NE,4.2,86.2,0.5,2.9,1.8,1.9
Hayes,SD,1.5,89.1,0.0,8.4,0.0,0.0
Hayes Center,NE,7.0,92.7,0.2,0.0,0.0,0.0
Haymarket,VA,21.5,46.3,19.7,0.3,7.7,0.1
