City,State,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Stockton,MD,80.4,6.9,1.4,3.0,2.2,6.2,23.4
Stockton,MO,84.2,8.8,0.0,2.1,1.9,3.0,26.7
Stone Harbor,NJ,78.3,7.1,1.9,5.4,3.2,4.2,22.4
Stone Lake,WI,76.7,11.8,1.1,3.9,1.0,5.6,19.2
Stoneville,NC,84.1,11.2,0.2,1.0,0.6,2.9,26.5
Stony Point,NC,86.9,9.7,0.0,0.2,0.9,2.3,25.0
Stony Point,NY,70.7,11.0,8.6,3.5,1.4,4.7,30.6
Stowell,TX,85.4,9.3,0.0,0.7,2.2,2.4,31.0
Strafford,MO,80.2,13.6,0.4,2.2,1.4,2.2,28.7
Strandburg,SD,74.3,11.2,0.0,1.7,0.5,12.2,18.1
Strasburg,CO,78.1,8.5,4.7,1.5,1.3,5.9,27.4
Stratford,CA,76.0,15.5,0.9,2.7,1.7,3.2,21.1
Stratford,TX,72.2,13.2,0.4,8.7,2.2,3.2,16.3
Stratford,WI,82.2,8.8,0.4,2.3,1.7,4.6,19.1
Strawn,TX,84.2,7.6,0.3,1.8,2.5,3.6,24.5
Streetman,TX,84.8,11.4,0.3,1.0,1.1,1.4,25.1
Stringtown,OK,81.1,9.6,0.1,2.9,1.2,5.2,26.1
Stuart,FL,76.3,11.4,0.3,1.8,2.3,7.9,25.4
Suamico,WI,84.0,7.4,0.8,2.5,1.8,3.6,18.9
Sudlersville,MD,79.4,10.0,1.6,1.6,0.9,6.4,34.7
Suffolk,VA,86.0,8.2,0.4,1.3,1.2,2.9,27.7
Sugar City,CO,79.5,10.4,0.0,7.3,0.5,2.3,21.9
Sugar City,ID,65.8,10.8,0.6,9.6,5.9,7.2,15.6
Sula,MT,72.4,14.9,0.0,3.2,1.6,7.9,24.3
Sulligent,AL,81.8,15.6,0.1,0.5,0.9,1.1,26.2
Sullivan,IL,78.3,10.1,0.1,3.3,3.5,4.8,21.3
Sullivan,KY,80.8,7.5,0.9,8.9,0.8,1.1,19.8
Sulphur,LA,85.3,9.4,0.4,1.4,1.7,1.8,20.8
Sulphur Springs,TX,82.0,9.9,0.1,2.6,0.8,4.5,22.3
Summerfield,KS,79.1,8.2,1.0,5.2,2.0,4.5,15.0
Summersville,MO,81.6,13.2,0.1,1.9,0.8,2.4,26.2
Summertown,TN,85.6,9.3,0.2,0.6,1.0,3.3,26.4
Summit,MS,82.65,11.95,0.65,1.2,1.05,2.55,33.85
Summit,SD,73.4,10.8,0.7,6.7,1.1,7.4,18.0
Sumner,MO,78.5,11.6,0.2,1.6,1.6,6.3,22.7
Sunburg,MN,75.6,9.1,0.6,6.3,1.8,6.7,16.0
Sunbury,NC,83.2,13.4,0.0,0.6,1.6,1.2,36.4
Sunbury,PA,83.8,8.8,0.3,2.6,1.3,3.3,23.4
Sundance,WY,67.5,11.5,10.8,3.4,1.2,5.5,29.1
Sunnyside,WA,80.6,11.1,1.1,2.1,1.2,3.8,21.7
Sunset,LA,85.0,9.4,0.2,1.5,1.1,2.8,26.6
Suquamish,WA,68.8,8.3,9.1,4.7,2.3,6.9,29.9
Surry,VA,82.8,10.8,0.4,0.5,1.5,4.0,36.2
Sutton,AK,72.0,12.5,1.1,1.9,6.8,5.7,34.0
Swanquarter,NC,66.8,14.2,0.0,5.8,7.6,5.6,20.1
Swansea,SC,84.9,7.3,0.4,1.5,2.6,3.3,28.3
Sweet,ID,74.2,12.6,0.5,0.6,2.2,10.0,27.2
Sweetwater,TN,86.2,9.1,0.3,0.4,1.3,2.7,28.0
Sycamore,GA,80.3,14.3,0.0,0.5,0.6,4.2,21.3
Sylacauga,AL,85.4,10.1,0.5,0.9,1.0,2.1,28.6
Sylva,NC,84.0,9.4,0.4,1.2,1.2,3.8,23.0
Symsonia,KY,85.0,8.3,0.4,0.9,1.4,3.9,22.5
Syracuse,KS,72.8,12.0,0.0,6.8,0.0,8.3,12.5
Syracuse,UT,79.4,9.4,2.8,1.6,1.7,5.2,22.5
Tacoma,WA,78.7,9.7,3.4,2.3,1.5,4.3,29.8
Tahoka,TX,78.2,13.5,0.1,3.7,0.0,4.5,20.1
Talala,OK,81.6,11.4,0.4,2.3,1.4,3.1,17.5
Tallahassee,FL,81.2,9.1,1.9,2.4,1.7,3.7,20.6
Talmage,NE,81.1,10.3,0.2,3.5,1.0,3.9,21.4
Tannersville,VA,84.9,9.8,0.1,1.5,0.7,3.1,23.4
Taos Ski Valley,NM,71.3,10.6,0.7,4.1,1.9,11.5,19.9
Tappahannock,VA,79.1,8.5,0.2,4.2,4.3,3.7,32.6
Tarpley,TX,81.7,9.9,0.3,2.2,0.3,5.5,35.0
Taylor,AR,78.9,11.3,1.0,2.5,1.5,4.8,23.6
Taylor,MO,81.7,7.7,0.4,3.5,2.3,4.5,18.7
Taylor,MS,82.9,9.4,0.7,2.2,2.0,2.9,17.7
Taylorsville,KY,80.1,12.7,0.1,2.8,0.5,3.8,24.4
Taylorsville,NC,85.9,8.4,0.1,0.7,1.3,3.6,23.6
Tea,SD,87.6,7.2,0.1,0.6,1.1,3.5,19.7
Teigen,MT,43.1,13.3,0.0,14.1,0.4,29.0,18.8
Tekonsha,MI,80.8,10.7,0.8,3.2,1.1,3.3,20.5
Tell,TX,89.9,8.2,0.0,1.3,0.0,0.6,11.7
Terra Bella,CA,76.5,15.6,0.7,1.9,2.2,3.1,22.7
Terre Haute,IN,83.9,8.6,1.0,3.3,1.4,1.9,20.1
Terrebonne,OR,75.9,12.8,0.3,4.0,3.0,4.0,19.7
Terry,MT,57.0,14.6,0.0,7.2,1.1,20.0,13.8
The Dalles,OR,74.0,10.9,1.5,4.5,1.6,7.5,16.0
Thedford,NE,53.3,13.1,0.0,14.1,0.0,19.5,15.9
Theodosia,AR,80.4,13.0,0.2,1.0,0.7,4.7,29.6
Thornton,WV,88.5,5.8,0.2,0.6,2.2,2.7,29.2
Three Rivers,TX,78.1,12.3,0.0,1.4,1.7,6.5,33.6
Three Springs,PA,78.1,11.1,0.3,6.0,1.0,3.4,28.9
Tignall,GA,82.2,12.3,1.0,0.6,1.5,2.4,30.9
Tilden,NE,75.3,7.8,0.0,4.4,1.6,10.8,16.6
Tilden,TX,75.8,6.4,6.4,4.4,2.7,4.4,11.8
Tiline,KY,87.5,8.1,0.6,0.9,0.5,2.5,26.7
Tillar,AR,86.3,6.7,0.3,2.0,3.5,1.3,19.2
Timewell,IL,84.6,5.4,2.0,1.8,0.5,5.7,20.9
Timmonsville,SC,85.0,9.3,0.0,1.8,1.0,3.0,23.8
Tioga,ND,78.3,9.3,0.4,4.3,1.4,6.3,16.7
Tippecanoe,IN,78.5,11.7,0.3,2.4,2.4,4.7,23.4
Tiptonville,KY,85.4,6.3,0.0,5.5,0.5,2.3,18.1
Tobias,NE,76.6,9.2,0.8,5.9,0.2,7.3,18.5
Tokio,TX,77.6,16.9,0.0,1.0,1.7,2.8,18.5
Toledo,IL,81.4,8.7,0.1,2.5,0.5,6.7,24.3
Toledo,OH,84.4,8.3,1.6,2.2,1.0,2.6,20.5
Toluca,IL,81.2,10.6,0.0,2.9,1.0,4.3,25.7
Topeka,KS,83.1,10.4,0.7,1.6,1.3,2.9,17.7
Topton,NC,81.1,11.0,0.5,1.7,2.0,3.7,21.6
Torrey,UT,70.7,15.0,1.1,6.2,0.0,7.1,16.1
Tow,TX,71.4,12.6,0.0,2.5,1.7,11.8,23.4
Townsend,MT,75.8,8.3,0.0,4.7,3.3,7.8,24.4
Trade,TN,80.9,10.9,0.5,0.3,0.7,6.7,25.8
Trail City,SD,73.1,3.1,1.9,5.2,1.6,15.2,16.3
Treloar,MO,82.8,10.9,0.1,1.8,0.5,3.8,31.3
Trenton,MO,78.4,11.9,0.7,3.7,1.7,3.5,17.8
Trenton,NJ,72.2,9.6,8.1,3.1,2.0,5.1,27.6
Tribune,KS,75.6,9.6,0.0,3.8,2.4,8.6,13.0
Trimble,TN,89.8,6.6,0.0,1.1,1.1,1.3,20.0
Trinchera,CO,75.7,10.6,1.0,6.5,1.3,4.8,18.9
Trion,GA,86.80000000000001,8.4,0.4,1.45,0.5,2.3,25.6
Tripp,SD,75.8,8.7,0.6,3.9,1.6,9.4,10.8
Trout,LA,87.6,5.2,0.7,0.7,2.4,3.4,37.8
Trout Creek,MT,74.9,7.6,0.5,3.6,1.2,12.2,21.2
Troy,NY,77.9,7.4,5.7,4.5,1.5,2.9,20.4
Troy,VA,78.0,7.6,2.0,3.7,1.4,7.2,21.9
Truckee,CA,77.05,8.45,1.25,1.85,2.0,9.45,26.05
Trujillo Alto,PR,81.6,9.3,1.7,1.4,2.9,3.2,34.5
Truman,MN,77.4,10.1,0.4,4.7,1.0,6.3,19.5
Trumbull,NE,83.2,8.6,0.4,2.5,0.6,4.8,15.3
Tuckasegee,NC,78.7,12.2,0.6,4.4,0.7,3.4,19.7
Tullahoma,TN,82.0,11.2,0.0,2.6,1.1,3.0,22.6
Tumacacori,AZ,81.3,9.3,0.2,2.1,1.9,5.3,21.7
Tunkhannock,PA,82.2,9.0,0.6,2.0,0.8,5.5,26.2
Tununak,AK,26.5,12.7,0.5,33.0,22.6,4.8,7.4
Turkey,TX,84.2,8.3,0.2,3.3,2.5,1.4,16.0
Tuscumbia,MO,75.5,16.4,0.0,1.3,2.4,4.3,27.4
Tuthill,SD,63.7,14.8,1.6,5.1,3.1,11.8,17.0
Tuttle,OK,85.2,9.1,0.2,1.5,1.2,2.7,26.1
Tutwiler,MS,84.7,7.2,0.1,3.3,1.1,3.6,24.4
Twin Lake,MI,85.2,9.2,0.5,1.1,1.1,3.0,21.4
Twin Lakes,CO,64.4,12.0,1.7,11.2,1.6,9.1,24.5
Two Dot,MT,55.8,5.9,0.0,23.5,0.0,14.8,9.6
Two Harbors,MN,75.9,11.0,0.1,5.9,2.1,5.0,22.0
Tylerton,MD,81.8,7.4,1.2,3.2,1.8,4.7,24.1
Tyndall,SD,69.5,10.1,0.0,5.7,1.1,13.6,19.9
Tyner,NC,78.8,10.5,0.3,1.4,1.6,7.3,31.2
Tyro,VA,76.2,10.3,0.5,1.7,3.1,8.2,33.0
Tyrone,GA,81.7,7.8,1.1,0.7,1.7,7.1,30.8
Ullin,IL,83.4,6.9,0.5,3.1,1.9,4.2,25.8
Ulysses,KS,75.9,13.9,0.1,5.4,0.0,4.7,16.1
Umpire,AR,72.1,16.4,1.9,3.6,1.7,4.4,19.5
Unalaska,AK,42.3,7.1,0.0,42.5,3.2,4.9,7.6
Underwood,IN,85.9,9.2,0.0,0.7,1.7,2.5,24.9
Union,MS,78.0,17.0,1.2,2.0,0.5,1.2,31.4
Union,SC,84.8,12.5,0.2,0.8,1.1,0.7,26.5
Union Point,GA,81.2,8.0,0.2,1.3,3.1,6.3,26.1
Union Star,KY,87.6,9.4,0.2,0.5,0.4,2.0,30.7
Uniontown,AR,86.0,9.3,0.2,1.9,0.4,2.0,23.0
Unionville,IN,70.3,9.5,4.3,8.4,3.3,4.1,18.4
Unionville,MI,81.6,11.8,0.0,2.1,0.9,3.6,29.9
University Park,IA,77.8,10.9,0.8,4.1,1.7,4.7,18.7
Upland,IN,80.8,7.6,0.4,4.0,1.1,6.1,18.5
Upland,NE,77.3,9.3,0.6,6.0,0.7,6.1,19.1
Urbana,IL,68.5,8.5,6.6,8.5,3.1,4.8,17.8
Utica,SD,81.2,8.7,0.8,4.3,1.2,3.9,15.0
Utuado,PR,82.2,8.3,0.0,7.8,0.7,1.0,32.4
Valdosta,GA,82.4,9.55,0.3,1.15,1.8499999999999999,4.75,21.5
Vale,OR,74.6,12.0,0.2,5.6,1.6,6.0,17.4
Vale,SD,76.2,11.5,0.3,2.6,0.5,8.8,22.8
Vallejo,CA,76.0,11.5,1.3,4.3,1.4,5.5,23.6
Valley Center,KS,85.4,8.4,0.5,1.2,1.4,3.1,18.4
Valley Grove,WV,80.3,8.1,1.6,5.8,0.9,3.2,20.7
Valley Lee,MD,85.3,7.3,2.5,1.9,0.9,2.1,29.3
Valley Springs,AR,85.2,9.2,0.0,1.2,1.9,2.5,20.3
Valley Springs,CA,79.1,10.4,0.3,1.9,0.8,7.5,33.6
Valley Stream,NY,69.2,7.1,16.3,2.7,1.1,3.6,34.9
Vallonia,IN,83.5,10.0,0.4,1.5,2.8,1.8,20.7
Van,TX,83.7,9.4,0.3,1.4,2.2,3.1,22.9
Van Buren,OH,83.4,9.2,0.3,2.5,1.1,3.5,17.2
Van Horn,TX,73.1,18.7,0.2,2.9,3.0,2.2,11.0
Vanderbilt,MI,83.3,10.7,0.4,2.1,0.7,2.8,19.9
Vanderbilt,TX,80.8,10.9,1.1,1.0,0.3,6.0,24.6
Vanleer,TN,82.0,11.5,0.3,3.6,1.2,1.3,33.4
Vanzant,MO,76.7,14.7,0.2,4.7,0.4,3.3,32.1
Varnell,GA,84.5,10.0,0.4,1.2,1.8,2.1,20.3
Varnville,SC,80.6,12.6,1.8,1.7,1.9,1.3,32.2
Vaughn,NM,82.9,9.3,0.0,3.1,2.1,2.6,16.8
Vega Alta,PR,85.26666666666667,9.266666666666666,0.9,2.433333333333333,1.5,0.6333333333333334,37.03333333333333
Venango,NE,75.5,7.7,0.0,3.8,0.3,12.7,15.3
Ventura,IA,81.5,8.7,1.1,4.1,1.1,3.5,16.2
Venus,PA,79.9,11.3,0.6,3.3,0.9,3.9,22.0
Vernal,UT,80.6,11.2,0.8,1.8,2.1,3.5,19.3
Vernon,NJ,84.2,6.6,1.7,1.1,1.0,5.4,38.1
Vero Beach,FL,80.9,10.2,0.3,1.1,1.9,5.7,22.4
Verona,VA,82.2,7.2,0.5,5.1,1.9,3.1,19.0
Versailles,KY,81.6,9.9,0.2,2.6,0.9,4.7,22.8
Vevay,IN,82.5,10.0,0.4,0.9,1.0,5.3,35.9
Vian,OK,84.1,10.6,0.4,0.9,1.3,2.8,24.6
Vicksburg,MI,82.7,7.7,1.4,2.8,1.6,3.8,20.3
Vicksburg,MS,87.3,8.9,0.1,1.4,0.7,1.6,18.0
Victoria,KS,85.5,7.7,0.4,3.2,0.6,2.7,12.7
Victoria,TX,81.5,12.6,0.9,0.9,0.9,3.2,20.3
Victory Mills,NY,82.8,8.0,0.9,2.0,1.0,5.4,25.1
Vidalia,GA,75.5,20.4,0.4,0.0,1.5,2.2,27.1
Vienna,ME,80.0,9.8,0.2,4.0,1.7,4.2,23.5
Vienna,SD,69.9,12.7,0.0,7.2,1.7,8.5,20.3
Vieques,PR,69.1,17.8,1.0,10.8,0.0,1.4,14.0
Villalba,PR,82.0,11.4,0.1,3.2,0.0,3.3,26.9
Villard,MN,83.2,7.4,0.4,2.5,1.2,5.4,18.1
Ville Platte,LA,83.8,8.7,0.1,3.9,1.7,1.9,31.0
Villisca,IA,76.8,11.4,0.7,2.7,0.9,7.5,20.6
Vincent,KY,83.4,8.2,0.0,1.8,3.4,3.1,21.0
Virginia Beach,VA,82.5,8.2,0.9,2.5,1.8,4.2,23.2
Volborg,MT,79.2,9.1,0.4,3.7,2.4,5.2,13.2
Wa Keeney,KS,76.1,12.3,0.0,3.9,1.0,6.7,15.1
Wabeno,WI,76.7,13.2,0.1,2.4,1.1,6.5,21.4
Waco,NE,79.2,9.0,0.2,3.8,1.6,6.2,13.9
Waddy,KY,83.8,9.9,1.4,1.8,0.6,2.5,18.2
Wakefield,KS,78.7,13.1,0.2,2.0,2.9,3.1,16.9
Walden,CO,64.5,2.9,0.1,12.9,3.4,16.2,19.1
Walkerton,IN,85.0,7.9,1.1,1.8,1.1,3.1,22.6
Wall,TX,79.3,10.6,0.2,5.1,1.7,3.0,17.3
Walla Walla,OR,70.4,12.8,0.7,8.7,3.1,4.3,14.9
Wallace,KS,79.4,7.5,0.0,7.4,0.3,5.4,14.9
Wallace,NC,77.5,17.6,0.0,1.5,1.0,2.5,25.3
Walland,TN,85.3,8.9,0.2,0.9,1.0,3.7,24.3
Walnut,IL,84.6,8.0,0.4,2.0,1.1,4.0,23.5
Walnut,KS,85.2,8.0,0.3,2.5,1.2,2.7,16.2
Walnut,MS,87.85,8.3,0.2,0.75,0.8,2.2,22.75
Walsenburg,CO,64.9,14.9,2.0,11.4,1.2,5.6,22.0
Walstonburg,NC,81.2,13.1,0.4,2.7,1.0,1.5,24.5
Walton,KS,80.6,9.5,0.2,3.8,1.9,4.0,17.8
Wanchese,NC,80.9,9.4,0.0,1.2,3.0,5.6,18.7
Wann,OK,80.7,13.9,0.2,1.0,0.8,3.4,24.1
Ward Cove,AK,63.8,18.0,2.9,10.5,2.3,2.5,13.0
Warfield,KY,85.7,9.9,0.6,1.7,0.8,1.4,34.8
Warner Robins,GA,86.9,8.3,0.3,0.9,0.2,3.3,27.3
Warren,ME,75.7,10.8,0.2,5.2,1.7,6.4,17.5
Warren,TX,77.2,14.2,0.0,1.1,3.4,4.1,33.6
Warren,VT,73.8,10.4,1.4,6.2,1.3,6.7,22.5
Warsaw,KY,83.4,11.5,0.1,1.9,0.6,2.5,27.7
Wartrace,TN,88.2,8.2,0.0,1.0,0.4,2.1,26.0
Warwick,GA,83.8,10.0,0.0,0.4,2.2,3.5,18.7
Washburn,TN,83.5,11.2,0.0,0.7,0.3,4.3,34.4
Washington,KS,77.9,10.4,0.2,4.0,1.6,5.9,18.1
Washington,KY,82.2,11.6,0.6,1.9,1.6,2.1,24.9
Washington Court House,OH,85.0,8.9,0.5,2.0,1.0,2.7,23.2
Washougal,WA,73.2,11.5,0.2,3.2,2.5,9.4,29.5
Wataga,IL,82.8,7.9,0.5,4.7,1.2,2.9,18.2
Waterloo,AL,86.0,9.0,0.2,1.6,1.0,2.2,24.6
Waterloo,IA,82.7,7.9,0.5,4.6,1.7,2.6,16.0
Waterloo,OH,88.0,7.5,0.4,1.0,1.2,1.9,23.7
Waterproof,LA,86.1,6.0,0.5,3.7,1.9,1.7,21.4
Wathena,KS,81.1,6.2,0.4,5.0,1.6,5.7,18.6
Watkins Glen,NY,81.0,9.5,0.8,3.9,1.3,3.5,25.6
Watrous,NM,79.7,11.3,0.0,0.9,0.0,8.1,27.2
Watseka,IL,79.8,9.1,0.2,2.7,2.3,5.8,23.9
Waubun,MN,75.4,12.5,2.0,4.9,0.7,4.5,20.7
Wauchula,FL,71.4,17.4,2.5,2.3,3.7,2.6,24.4
Waucoma,IA,76.1,8.4,0.3,5.7,1.0,8.4,20.0
Waupaca,WI,79.8,8.0,0.4,6.0,2.2,3.6,19.1
Waurika,OK,80.2,12.6,0.3,2.9,0.5,3.6,25.7
Wautoma,WI,79.3,11.9,0.4,3.1,1.6,3.7,29.0
Waverly,IA,80.4,5.8,0.2,8.6,0.8,4.2,19.0
Waverly,MO,79.5,11.0,0.5,2.1,2.0,4.8,25.4
Waxahachie,TX,81.6,12.0,0.4,0.6,0.7,4.7,28.7
Waycross,GA,84.2,11.8,0.2,0.3,1.2,2.3,27.0
Wayland,MO,83.7,5.4,0.1,2.9,2.0,5.9,24.9
Wayne,OK,89.8,5.0,0.2,0.6,1.3,3.1,22.2
Waynesboro,VA,83.3,10.3,0.4,1.5,2.6,1.9,20.4
Waynesburg,KY,81.8,10.1,0.1,1.3,0.1,6.7,29.6
Waynesville,IL,85.2,9.0,0.2,1.6,0.7,3.3,22.3
Waynetown,IN,82.8,9.0,0.4,4.0,1.3,2.5,25.5
Weatherford,TX,82.9,10.5,0.1,1.0,1.1,4.2,31.9
Weaubleau,MO,80.7,10.8,0.0,1.8,1.1,5.6,28.1
Webb,IA,76.4,11.2,0.3,3.6,2.5,6.2,16.1
Webb City,MO,84.4,8.9,0.4,1.5,1.1,3.8,18.1
Webbville,KY,82.1,12.3,0.5,2.2,0.9,1.9,34.0
Webster,IA,76.3,12.0,0.3,3.6,0.7,7.1,23.3
Weinert,TX,83.1,10.3,0.0,0.9,2.4,3.3,15.9
Weirton,WV,84.0,6.9,0.6,4.5,0.3,3.7,26.2
Welch,TX,79.7,15.0,0.3,1.2,2.0,1.8,16.4
Welcome,MN,80.0,9.2,1.0,3.1,1.6,5.2,17.1
Welda,KS,75.6,14.5,0.1,3.3,2.3,4.4,24.9
Wellington,TX,77.8,18.9,0.3,1.2,0.1,1.7,18.8
Wellman,IA,77.0,12.5,0.5,3.9,2.1,4.0,21.3
Wellston,OH,86.5,10.5,0.0,0.9,0.3,1.9,33.9
Wellsville,MO,82.0,10.5,0.1,3.0,0.7,3.6,27.2
Wellton,AZ,79.6,11.4,1.0,2.8,1.9,3.3,18.9
Wenden,AZ,74.6,9.5,0.6,5.9,2.0,7.4,11.7
West Branch,MI,84.8,8.1,0.2,1.6,1.9,3.4,23.0
West Fargo,ND,82.7,8.4,0.8,3.2,1.6,3.3,16.5
West Harrison,IN,85.0,9.4,0.5,1.5,1.0,2.6,29.4
West Liberty,IA,83.0,9.9,0.3,2.3,0.9,3.6,17.5
West Liberty,KY,84.5,11.1,0.0,1.4,0.6,2.4,35.4
West Liberty,OH,79.7,12.3,0.3,1.4,1.2,5.1,22.5
West Monroe,LA,86.8,8.1,1.2,0.8,1.1,2.0,19.9
West Palm Beach,FL,78.8,9.7,2.0,1.5,2.0,5.9,25.0
West Pawlet,VT,79.4,7.9,0.9,5.1,1.1,5.6,20.6
West Point,IA,86.2,6.6,0.2,2.9,1.5,2.5,17.9
West Salem,IL,85.1,7.3,0.1,2.2,1.4,3.9,21.2
West Salem,OH,79.2,8.6,0.2,5.0,2.0,5.0,20.8
Westcliffe,CO,66.6,14.7,0.0,4.7,0.0,14.0,29.7
Westerville,OH,85.9,5.1,0.3,1.0,0.8,6.8,25.9
Westfield,WI,78.6,13.3,0.2,1.4,1.7,4.7,28.7
Westhope,ND,76.9,9.6,0.0,4.6,1.0,7.8,21.2
Weston,OR,80.4,10.8,0.4,4.2,1.2,3.1,17.9
Westpoint,TN,82.9,11.4,0.0,0.1,3.9,1.8,27.4
Westport,IN,86.6,7.7,0.6,1.6,1.0,2.5,21.6
Westport,SD,61.4,11.7,0.0,9.6,4.1,13.3,17.0
Wewahitchka,FL,81.5,11.5,0.0,1.1,1.7,4.2,23.0
Wheatland,WY,72.6,9.9,0.5,4.1,2.5,10.4,17.9
Wheelersburg,OH,87.4,5.8,0.3,3.1,1.0,2.5,25.7
White City,OR,76.0,9.0,1.5,3.4,2.7,7.3,19.1
White House,TN,84.1,9.1,0.5,0.9,0.8,4.6,27.7
White Lake,MI,85.7,7.5,0.5,1.2,0.9,4.2,26.3
White Mountain,AK,25.8,10.0,0.3,36.9,22.7,4.3,7.0
White Pigeon,MI,84.8,8.6,0.1,1.3,1.0,4.2,24.9
White Sulphur Springs,WV,83.8,9.2,0.4,3.0,0.6,3.1,25.3
Whitehall,MT,68.2,11.5,0.2,7.55,1.75,10.8,21.6
Whites City,NM,83.6,10.5,0.4,1.7,1.0,2.7,17.2
Whitewater,MT,65.8,11.2,1.0,6.2,1.7,14.1,18.3
Whiting,VT,70.6,10.7,0.7,8.6,1.1,8.2,24.0
Whitman,NE,63.9,10.1,0.0,3.9,1.5,20.6,13.0
Whitney,TX,79.3,13.3,0.1,1.5,1.4,4.4,27.4
Whitwell,TN,81.05000000000001,12.5,0.2,1.5,0.55,4.199999999999999,30.55
Wibaux,MT,71.0,8.8,0.0,10.2,0.7,9.3,20.0
Wichita,KS,86.3,7.3,0.0,1.6,1.2,3.6,22.5
Wichita Falls,TX,78.8,8.3,0.6,7.1,1.3,4.0,15.3
Wilderville,OR,82.3,7.1,0.3,2.0,2.4,5.8,20.0
Wildorado,TX,81.6,13.9,0.3,1.1,0.6,2.6,13.7
Wildrose,ND,66.3,12.7,0.0,4.1,0.0,16.9,15.7
Wildwood,FL,75.6,7.2,0.6,1.3,6.7,8.5,25.7
Willard,NY,80.8,10.0,0.5,3.3,1.4,3.9,23.3
Williams,AZ,68.7,11.4,1.9,8.6,4.5,5.0,18.7
Williams,MN,71.0,15.3,0.1,6.4,0.0,7.3,19.3
Williamsburg,KY,80.94999999999999,11.85,0.39999999999999997,2.7,2.55,1.6,24.6
Williamsburg,MO,82.4,10.1,0.1,1.4,1.9,4.0,22.4
Williamsburg,NM,80.5,10.9,0.1,3.0,0.4,5.2,15.9
Williamsburg,VA,74.2,7.65,2.3000000000000003,8.15,1.95,5.75,22.05
Williamson,GA,85.1,10.0,0.4,1.3,1.5,1.7,28.5
Williamsville,VT,72.1,8.6,1.0,5.9,1.2,11.2,21.5
Williston,FL,80.7,10.1,0.2,1.4,1.9,5.7,25.2
Willmar,MN,84.2,7.9,1.0,1.9,1.3,3.8,17.3
Willow,OK,82.5,8.6,0.0,2.4,1.8,4.8,26.1
Wilmar,AR,78.5,14.3,0.0,3.3,1.5,2.4,24.0
Wilmington,NC,78.4,9.3,1.0,1.9,2.6,6.8,20.4
Wilmington,NY,75.9,10.3,0.7,4.1,3.7,5.3,20.8
Wilmore,KS,77.9,9.7,0.0,5.8,0.8,5.8,13.2
Wilmot,SD,75.1,13.4,0.0,4.5,0.9,6.0,13.6
Wilsey,KS,77.1,9.4,0.0,5.2,0.9,7.4,21.8
Wilson,LA,89.0,5.7,0.0,1.9,0.6,2.7,33.0
Wilton,AR,83.5,12.7,0.0,2.9,0.7,0.3,24.7
Wimberley,TX,77.8,11.6,1.0,1.7,1.9,6.0,29.3
Winamac,IN,78.6,10.5,0.4,3.0,3.5,4.0,21.1
Winchester,KY,82.6,10.0,0.5,2.1,1.0,3.7,23.3
Winchester,OH,80.0,10.7,0.6,2.7,1.6,4.4,34.6
Winchester,VA,76.05,12.9,0.65,4.15,1.8,4.5,26.4
Winder,GA,85.1,8.0,0.3,0.4,0.9,5.3,24.4
Windfall,IN,84.9,9.2,0.0,1.1,1.7,3.1,24.1
Winnebago,NE,72.5,11.4,1.8,7.1,1.8,5.5,16.2
Winnemucca,NV,69.5,12.8,0.0,15.1,0.0,2.5,19.6
Winnsboro,TX,80.55000000000001,9.5,0.1,2.9,1.15,5.8,26.45
Winona,KS,74.1,12.3,0.0,3.2,2.1,8.3,13.4
Winslow,IL,79.0,10.3,0.7,2.7,1.7,5.5,20.5
Winter Park,FL,81.55000000000001,8.3,1.8,0.9500000000000001,1.9500000000000002,5.35,26.799999999999997
Winters,TX,84.0,9.8,0.0,1.4,0.4,4.3,18.1
Winterville,GA,85.3,8.9,0.2,0.5,0.9,4.1,26.8
Wister,OK,81.0,10.7,0.3,3.7,1.9,2.5,23.4
Witten,SD,66.9,13.6,2.5,4.5,1.3,11.1,17.7
Wolf Point,MT,71.1,8.9,0.3,6.0,0.2,13.5,14.7
Woodburn,IA,74.3,16.7,0.9,3.6,0.3,4.2,23.6
Woodbury,TN,81.9,12.4,0.0,1.4,1.1,3.3,24.0
Woodland,CA,66.9,11.7,3.7,3.2,10.2,4.2,22.0
Woodland,GA,76.6,13.6,0.0,1.8,5.3,2.6,33.4
Woodland,MI,84.5,9.2,0.7,1.4,1.1,3.1,22.5
Woodville,VA,71.3,13.7,1.7,2.8,0.7,9.7,37.7
Woodward,IA,81.9,10.1,0.5,2.1,0.7,4.7,21.0
Worland,WY,73.0,13.25,0.3,7.050000000000001,1.5499999999999998,4.85,15.55
Worthington,IA,82.5,5.4,0.1,2.6,0.5,8.8,22.0
Wray,CO,67.8,12.8,0.2,10.6,0.9,7.7,15.7
Wray,GA,83.7,11.3,0.0,1.5,2.4,1.1,16.4
Wynne,AR,85.4,9.0,0.7,1.8,0.8,2.3,19.4
Wyoming,MN,82.5,9.2,1.0,1.2,1.6,4.4,32.6
Yabucoa,PR,86.0,7.9,0.0,2.3,2.3,1.5,29.5
Yakutat,AK,49.1,16.0,0.9,27.4,1.4,5.1,6.3
Yale,SD,79.0,12.1,1.7,2.8,1.6,2.9,12.9
Yancey,TX,82.1,11.7,0.2,1.9,0.9,3.2,30.0
