City,State,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Danville,GA,80.7,12.6,0.4,2.5,0.7,3.2,25.5
Danville,PA,82.5,8.5,0.5,4.9,0.7,3.0,22.1
Danville,VA,82.1,10.4,2.2,2.0,1.2,2.1,19.4
Darlington,IN,82.7,9.7,0.3,4.0,0.9,2.4,21.8
Datto,AR,82.8,10.9,0.0,2.9,1.5,2.0,21.0
Davidson,NC,84.2,8.8,0.4,1.0,1.4,4.3,24.7
Davis,WV,80.8,12.0,0.2,2.8,0.3,3.9,27.7
Dawson Springs,KY,85.25,6.7,0.2,2.05,4.55,1.25,21.75
Dawsonville,GA,79.45,11.25,0.35,0.6499999999999999,1.5,6.8500000000000005,29.45
Dayton,OH,83.35,7.75,1.3499999999999999,2.8499999999999996,1.05,3.7,21.049999999999997
Dayton,TN,78.9,14.6,0.0,2.7,1.0,2.9,22.5
De Borgia,MT,77.0,13.8,0.0,4.2,1.4,3.6,23.1
De Mossville,KY,85.8,11.0,0.9,0.3,0.1,2.0,35.9
De Queen,AR,70.6,24.4,0.2,1.1,0.2,3.4,24.1
De Smet,SD,73.1,9.7,0.2,5.4,0.6,10.9,20.0
De Soto,WI,82.0,7.6,0.4,3.4,1.4,5.1,22.7
Dearborn,MO,82.8,11.2,1.1,1.6,1.3,2.0,17.4
Deary,ID,65.8,12.2,0.6,13.5,2.5,5.3,18.3
Decatur,AL,87.8,9.1,0.3,0.6,0.6,1.6,24.1
Decatur,TN,85.7,11.0,0.3,0.4,0.7,1.8,30.1
Decorah,IA,70.95,9.05,0.1,11.399999999999999,1.7,6.75,20.15
Dedham,MA,70.0,7.2,13.5,3.5,1.3,4.5,32.7
Deer Island,OR,78.5,12.1,0.8,2.5,0.8,5.4,32.6
Deer Lodge,TN,82.7,13.0,0.0,0.4,1.9,2.0,30.8
Deer Park,AL,80.4,16.0,0.0,1.3,1.0,1.3,32.6
Deer Trail,CO,76.2,10.4,0.2,0.8,0.7,11.7,40.1
Deerfield,WI,72.9,8.0,5.4,5.6,3.5,4.6,21.0
Defuniak Springs,FL,80.7,10.1,0.0,0.8,3.2,5.2,27.2
Delcambre,LA,81.7,12.0,0.1,1.9,1.8,2.5,28.5
Delta,CO,76.8,13.3,0.2,2.7,1.8,5.2,19.2
Delta,OH,87.6,6.5,0.1,1.5,1.4,2.9,23.4
Deltona,FL,81.2,8.7,0.9,1.3,2.9,5.0,25.3
Deming,NM,76.9,14.8,1.4,1.4,0.7,4.9,19.2
Denhoff,ND,64.2,6.9,0.0,7.8,0.0,21.1,22.8
Denmark,SC,80.7,11.1,1.3,4.0,1.1,1.8,22.0
Dennis,MA,82.3,6.7,1.5,2.4,1.3,5.9,23.7
Denver,CO,70.3,8.5,6.8,4.5,3.4,6.5,24.8
Denver,MO,74.6,15.4,0.5,2.9,0.5,6.1,26.3
Denver City,TX,77.95,17.7,0.0,2.4,0.25,1.7,15.8
Depew,OK,84.4,9.7,0.2,1.0,0.5,4.2,24.7
Derry,NH,84.1,6.2,0.9,1.7,1.0,6.2,30.0
Detroit,MI,81.0,9.7,3.2,1.8,1.5,2.8,25.1
Devol,OK,83.4,9.2,0.1,1.8,0.9,4.6,23.3
Dewy Rose,GA,86.2,8.45,0.2,1.15,0.35,3.65,22.049999999999997
Dexter,IA,76.6,11.5,0.1,4.0,1.3,6.5,26.7
Dexter,KY,82.0,7.3,0.3,6.0,1.7,2.7,17.5
Dexter,MO,84.4,9.9,0.5,1.2,1.4,2.6,22.0
Diaz,AR,86.7,8.2,0.1,1.8,0.4,2.7,19.7
Dickinson,AL,82.0,12.8,0.2,1.3,2.6,1.1,23.0
Dickinson,ND,82.2,9.6,0.2,2.5,1.0,4.5,17.4
Dilley,TX,84.1,10.9,0.2,2.7,1.6,0.6,17.9
Dillon,CO,66.6,9.2,5.5,7.7,2.9,8.0,16.9
Dingmans Ferry,PA,79.7,9.2,2.9,3.4,0.7,4.2,44.0
Dinwiddie,VA,87.1,7.0,0.3,1.1,1.1,3.5,28.9
Disputanta,VA,85.6,9.5,0.7,1.0,1.2,2.0,30.3
Divide,CO,75.2,12.3,0.4,2.7,1.6,7.8,31.6
Dixfield,ME,80.8,9.7,0.2,2.6,0.8,5.8,27.9
Dixon Springs,TN,85.2,12.2,0.1,0.8,0.0,1.8,29.1
Dodge,NE,82.35,7.45,0.1,4.1,1.05,4.949999999999999,16.55
Dodson,LA,80.2,17.2,0.2,0.9,0.4,1.1,26.8
Dodson,MT,66.1,12.2,1.4,8.8,1.5,10.1,15.8
Dolliver,IA,79.6,8.8,0.4,5.0,0.9,5.2,16.1
Donaldsonville,LA,86.4,8.2,0.1,1.1,0.8,3.3,30.4
Donnelly,ID,73.1,7.2,1.0,10.5,0.8,7.4,16.4
Doon,IA,79.8,7.9,0.0,5.4,0.3,6.6,17.0
Dorado,PR,78.2,9.85,2.15,3.45,4.05,2.3499999999999996,34.6
Doswell,VA,83.9,6.5,0.4,1.6,1.5,6.2,26.0
Dothan,AL,87.1,7.8,0.2,0.85,1.9500000000000002,2.1500000000000004,24.15
Douglas,GA,83.9,9.7,0.6,0.9,2.7,2.3,19.7
Douglass,TX,79.3,11.7,0.2,4.1,1.7,3.0,19.6
Douglasville,GA,79.6,12.0,0.9,1.0,1.4,5.1,31.4
Dove Creek,CO,56.3,12.9,0.0,25.1,0.3,5.4,17.6
Dover,DE,82.9,9.6,1.2,1.7,1.0,3.6,26.1
Dover,OK,84.7,6.9,0.0,1.2,0.9,6.4,20.6
Dow City,IA,76.6,11.1,0.3,3.0,4.0,5.1,15.8
Downsville,LA,88.1,6.8,0.7,1.1,0.7,2.7,32.9
Doyle,TN,85.7,10.6,0.0,0.7,0.9,2.1,23.8
Doylesburg,PA,82.6,10.4,0.3,2.4,0.9,3.4,23.5
Drakes Branch,VA,78.3,12.2,0.5,1.7,3.6,3.7,30.0
Drewsey,OR,70.7,7.2,0.4,7.2,2.0,12.6,16.0
Driscoll,ND,56.4,16.1,0.6,8.0,2.6,16.3,24.9
Drummond,WI,75.6,10.2,1.2,4.7,1.5,6.8,23.4
Dry Branch,GA,86.5,8.4,1.9,0.9,1.0,1.4,32.2
Dryden,TX,80.5,3.1,0.0,5.8,4.1,6.5,18.6
Du Bois,NE,76.4,13.3,0.0,1.8,0.9,7.5,18.2
Duck Hill,MS,88.3,9.2,0.0,0.0,1.5,1.0,25.7
Dudley,GA,85.5,10.3,0.2,1.5,1.1,1.5,23.2
Duke Center,PA,82.3,9.4,0.4,3.9,1.3,2.6,20.2
Dulce,NM,80.8,11.0,1.6,1.0,2.4,3.3,26.2
Duluth,MN,78.1,9.4,2.5,4.7,1.5,3.9,19.6
Dumont,MN,75.7,9.8,0.5,5.1,0.8,8.2,17.1
Dundee,MS,78.2,15.0,1.0,2.0,1.6,2.2,20.7
Dunellen,NJ,73.1,8.4,9.5,2.9,2.3,3.8,32.9
Dunn Center,ND,66.2,12.8,0.7,4.8,1.9,13.5,24.6
Dunning,NE,50.2,13.3,0.0,7.5,1.4,27.6,23.9
Dupree,SD,65.3,5.7,0.7,6.6,1.7,20.0,19.6
Durand,WI,75.6,8.6,0.1,5.4,1.8,8.4,25.1
Durango,CO,31.2,13.1,1.8,29.4,19.9,4.7,11.8
Durant,MS,80.1,14.8,1.2,1.3,1.5,1.1,27.4
Durham,NC,74.9,11.6,3.9,2.6,2.1,4.8,22.0
Dustin,OK,79.2,7.5,0.7,2.1,1.0,9.4,25.0
Dutch John,UT,86.5,3.7,1.4,0.5,2.3,5.6,19.3
Eagle,ID,79.9,8.0,0.5,2.0,2.8,6.9,20.0
Eagle Pass,TX,77.2,17.0,0.5,2.3,1.8,1.2,20.8
Eagle River,WI,82.5,8.2,0.4,2.4,1.2,5.3,19.9
Earle,AR,81.4,11.350000000000001,0.35,2.2,1.9,2.85,22.45
Earling,IA,78.5,10.2,0.7,2.9,1.2,6.5,18.3
East Concord,NY,81.3,8.3,3.7,2.9,1.3,2.6,21.2
East Jordan,MI,78.6,12.6,0.7,2.0,0.6,5.6,20.2
East Nassau,NY,80.8,8.8,2.2,4.2,0.9,3.2,23.1
East Peoria,IL,86.7,8.0,0.6,1.3,0.7,2.7,21.1
East Prairie,MO,75.7,15.2,0.0,3.1,0.7,5.4,17.0
East Stone Gap,VA,82.1,13.0,0.8,1.9,0.7,1.5,22.6
Eastsound,WA,63.7,11.6,2.1,9.5,4.0,9.1,14.4
Eastview,KY,81.0,11.5,0.5,2.6,1.3,3.2,22.4
Eaton,IN,87.1,6.9,0.4,2.5,0.9,2.1,23.6
Eatonton,GA,80.5,12.3,0.3,1.0,2.3,3.6,25.9
Eau Claire,WI,80.8,8.7,0.2,2.6,1.5,6.4,22.0
Ebro,FL,84.3,9.1,0.4,1.0,2.9,2.3,29.3
Echola,AL,85.8,9.0,0.4,1.4,0.9,2.5,22.1
Eckert,CO,73.0,12.4,0.3,4.9,2.0,7.4,23.8
Edelstein,IL,82.9,8.5,2.5,2.3,1.3,2.5,19.3
Edgartown,MA,74.3,6.3,4.0,4.2,3.0,8.3,14.4
Edgemont,SD,74.55,10.350000000000001,0.55,5.550000000000001,1.5,7.45,21.950000000000003
Edgerton,MN,77.3,9.2,0.8,4.1,1.1,7.5,18.5
Edgewood,NM,78.9,6.6,0.0,2.0,0.8,11.6,30.9
Edinburg,ND,79.0,9.9,0.1,5.3,0.8,4.9,17.0
Edison,OH,85.9,8.7,0.5,1.0,0.7,3.2,30.1
Edon,OH,87.3,7.0,0.1,1.7,1.6,2.2,19.1
Edson,KS,78.7,11.8,0.0,0.2,3.2,6.1,14.7
Egegik,AK,21.2,6.8,1.1,36.2,32.4,2.4,6.0
Ekalaka,MT,48.5,8.8,0.0,14.8,2.8,25.1,13.4
El Cerrito,CA,68.9,11.6,10.1,1.7,1.9,5.8,35.3
El Paso,TX,74.65,12.6,0.75,1.9,3.2,6.9,23.049999999999997
El Reno,OK,86.1,8.8,0.2,0.6,1.3,3.0,23.1
Eldorado,OK,86.5,6.4,0.0,1.4,0.6,5.0,15.6
Eldorado,TX,74.3,16.4,0.7,0.3,2.3,6.0,25.2
Eldridge,IA,85.8,7.0,0.8,1.6,1.0,3.7,18.7
Electra,TX,86.4,7.4,0.0,0.8,0.7,4.7,21.5
Electric City,WA,74.3,12.4,2.4,2.8,2.5,5.5,18.4
Elfrida,AZ,77.6,10.0,0.5,3.8,2.6,5.5,19.3
Elgin,IL,79.9,10.1,2.7,1.5,1.0,4.8,29.1
Elgin,TX,79.4,13.5,0.1,2.6,0.9,3.4,25.3
Elizabeth,LA,84.4,8.8,0.8,1.2,3.0,1.9,27.5
Elizabeth City,NC,83.15,10.8,0.35,1.25,2.2,2.25,30.6
Elk City,KS,81.7,9.6,0.1,5.1,1.7,1.8,16.8
Elk Horn,IA,78.7,8.5,0.5,5.5,0.8,6.0,17.5
Elk Horn,KY,79.5,10.5,0.1,3.8,1.7,4.4,18.8
Elk Park,NC,79.7,11.8,0.5,2.4,0.6,5.0,22.9
Elkhart,IN,78.7,13.5,0.4,1.6,2.9,2.9,19.6
Elkton,OR,77.3,11.2,0.2,2.9,2.2,6.2,20.2
Ellabell,GA,85.0,8.9,0.0,2.0,2.1,1.9,29.3
Ellaville,GA,81.5,14.3,0.3,1.7,1.5,0.8,26.8
Ellenboro,NC,85.5,9.1,0.5,1.8,0.7,2.3,24.0
Ellenboro,WV,88.4,6.8,0.3,1.6,0.5,2.4,26.8
Ellendale,DE,82.7,7.7,0.9,2.2,1.6,4.9,25.0
Ellinger,TX,83.2,9.2,0.2,1.7,1.2,4.5,23.3
Elliott,IA,76.9,10.5,1.5,3.1,2.2,5.9,19.1
Elliottville,KY,84.6,9.1,1.8,1.9,0.2,2.5,19.4
Ellsinore,MO,73.7,12.1,0.0,4.2,3.6,6.3,20.5
Ellsworth,IA,81.1,9.0,0.0,5.5,1.1,3.3,17.5
Ellsworth,NE,75.3,10.8,0.2,6.0,0.6,7.1,20.2
Ellwood City,PA,84.3,8.3,1.2,2.4,1.0,2.9,22.8
Elm City,NC,83.4,8.7,0.2,1.7,4.3,1.8,20.4
Elm Creek,NE,74.7,17.6,0.1,2.9,1.3,3.5,16.1
Elmendorf,TX,79.2,11.0,2.8,1.8,1.2,4.0,24.5
Elmira,NY,84.1,7.3,2.0,3.3,0.9,2.3,19.5
Elmo,UT,79.9,10.0,1.2,2.1,1.0,5.8,18.0
Eltopia,WA,81.9,11.9,0.7,1.5,0.8,3.3,20.7
Ely,NV,69.9,16.8,0.8,9.8,1.7,0.9,17.1
Emmetsburg,IA,83.2,8.0,0.0,4.2,1.3,3.3,16.8
Emory,TX,81.1,11.7,0.0,2.2,1.3,3.6,37.0
Empire,CO,68.2,9.6,1.2,5.5,2.5,13.0,33.3
Empire,LA,84.1,8.3,0.4,2.9,2.5,1.7,26.3
Emporia,VA,76.1,17.2,0.0,2.9,0.9,2.9,20.7
Encampment,WY,77.7,10.7,0.4,4.2,1.5,5.4,17.4
Enders,NE,76.0,4.9,0.0,4.8,2.7,11.5,12.2
Endicott,WA,74.9,14.3,0.5,2.3,1.8,6.2,17.7
Energy,TX,80.8,12.2,0.0,2.2,1.1,3.7,23.2
Enfield,IL,82.5,10.0,0.8,2.8,0.4,3.5,24.7
Enfield,NC,83.0,12.1,0.1,1.8,1.2,1.7,23.9
Engadine,MI,69.6,9.6,1.7,7.1,6.7,5.3,19.5
Englewood,CO,79.1,6.8,1.7,0.9,1.3,10.1,27.7
Englewood,KS,81.1,4.8,0.0,8.4,1.5,4.2,16.1
Englishtown,NJ,75.7,7.5,8.0,2.1,1.8,5.0,33.5
Enigma,GA,79.2,13.8,0.3,2.6,1.7,2.4,23.2
Ennice,NC,82.1,10.2,0.1,2.1,0.9,4.6,26.0
Enochs,TX,77.3,6.5,0.0,3.3,7.7,5.3,19.6
Enola,AR,83.8,10.0,0.2,1.6,1.5,3.0,24.5
Enterprise,LA,88.2,8.2,0.2,1.6,1.0,0.8,28.4
Enterprise,MS,76.1,14.1,0.3,2.8,3.5,3.2,30.0
Enterprise,OR,68.0,10.6,0.2,8.4,3.9,8.9,19.1
Epping,ND,80.9,9.6,0.0,4.7,1.0,3.9,18.2
Epps,LA,85.7,8.3,0.1,3.8,0.9,1.1,14.0
Epworth,GA,76.8,13.7,0.0,1.7,2.0,5.8,25.9
Equality,IL,84.4,8.8,0.5,1.6,1.5,3.1,25.8
Erbacon,WV,78.9,10.25,0.15000000000000002,3.8,2.8499999999999996,4.15,28.85
Erick,OK,85.6,10.0,0.1,1.1,0.7,2.4,18.4
Ericson,NE,74.9,5.3,0.5,7.6,1.5,10.2,11.3
Erie,KS,81.3,11.2,0.2,2.5,1.9,2.8,16.6
Erlanger,KY,83.6,8.7,2.3,1.7,0.8,2.9,23.3
Escalante,UT,80.3,6.1,0.0,4.8,2.0,6.8,13.1
Esom Hill,GA,86.5,8.8,0.4,1.0,1.5,1.8,25.9
Essex,MD,79.3,9.0,4.8,1.9,1.3,3.7,29.1
Essig,MN,78.0,7.6,0.6,5.2,1.3,7.3,14.3
Ethan,SD,72.7,11.0,0.1,5.1,3.1,7.9,17.1
Ettrick,WI,81.3,8.7,0.2,3.9,1.4,4.6,21.4
Eudora,AR,83.8,8.65,0.75,2.05,3.2,1.55,19.45
Eufaula,OK,84.8,8.1,0.8,1.7,0.6,4.0,26.1
Eupora,MS,83.2,10.1,0.5,0.7,3.0,2.5,29.7
Eutaw,AL,82.1,9.3,0.8,3.4,2.1,2.3,30.5
Evans,WV,85.3,9.9,0.3,2.9,0.6,1.0,31.4
Evansville,IN,84.9,7.7,1.8,1.7,1.2,2.8,19.3
Evansville,MN,77.2,10.8,0.9,4.0,1.5,5.5,20.8
Evant,TX,73.3,13.7,0.3,7.4,2.3,3.0,21.0
Everson,WA,73.6,9.3,2.8,5.0,2.9,6.4,20.4
Everton,MO,76.0,12.8,0.2,3.6,0.7,6.7,26.0
Ewing,VA,85.5,9.7,0.4,1.4,1.0,2.0,28.0
Fairbanks,AK,74.0,14.3,1.5,3.6,3.3,3.4,19.2
Fairbury,IL,81.5,10.1,0.1,3.5,1.6,3.1,20.2
Fairfax,VA,70.2,8.2,10.7,4.5,0.8,5.5,31.0
Fairfield,IL,82.8,8.6,1.0,1.8,0.9,5.0,22.5
Fairfield,MT,70.7,11.3,0.3,7.6,2.5,7.7,19.7
Fairfield,NE,79.5,9.4,0.0,4.7,1.6,4.8,21.6
Fairmont,OK,84.5,9.9,0.2,1.6,1.1,2.8,16.3
Fairmont,WV,84.6,8.0,0.8,2.8,0.5,3.3,24.0
Fairplay,CO,72.5,13.5,1.3,1.1,0.5,11.1,42.4
Fairview,OK,84.8,6.9,0.0,2.2,2.9,3.3,21.9
Faith,SD,66.3,5.9,0.4,6.2,1.6,19.6,13.4
Falfurrias,TX,84.0,10.8,0.1,2.0,0.1,3.1,20.3
Fall Branch,TN,86.2,6.3,0.3,1.1,2.1,3.9,20.6
Fallon,NV,81.8,11.0,0.1,2.2,1.5,3.4,19.3
Falls Church,VA,57.0,7.9,22.2,3.0,2.6,7.3,29.4
Falmouth,MI,78.0,12.5,0.2,3.0,1.3,4.9,22.2
Fannin,TX,76.8,14.3,0.0,2.9,0.0,6.0,28.0
Fanwood,NJ,69.0,7.7,10.5,3.2,5.9,3.7,30.7
Farber,MO,79.2,10.0,0.7,3.4,2.7,4.1,19.3
Faribault,MN,72.5,7.5,0.7,4.1,2.1,13.2,22.7
Farina,IL,82.4,9.3,0.8,1.8,1.7,4.0,22.7
Farmersville,IL,87.0,7.0,0.4,1.9,0.5,3.2,24.3
Farmington,NM,84.5,9.2,0.3,1.9,1.2,2.9,23.1
Farmland,IN,84.1,8.0,0.3,2.2,1.1,4.2,22.9
Farnsworth,TX,80.6,14.1,0.0,2.2,1.0,2.1,16.5
Federalsburg,MD,80.80000000000001,10.35,0.9,2.2,2.0,3.65,28.85
Felt,ID,72.6,16.8,0.9,2.2,1.5,6.0,28.8
Ferdinand,IN,85.9,8.2,0.1,1.2,1.0,3.6,27.1
Fernandina Beach,FL,80.9,11.4,0.2,1.5,2.8,3.1,29.0
Fernley,NV,80.3,13.4,0.2,1.0,1.9,3.2,31.6
Fernwood,ID,76.5,9.5,0.9,6.5,2.7,3.9,23.3
Ferriday,LA,86.6,5.7,0.4,3.3,1.9,2.0,22.1
Fertile,MN,81.6,8.3,0.5,3.3,1.2,5.1,17.6
Festus,MO,79.5,14.6,0.7,1.2,0.2,3.7,25.3
Fieldton,TX,79.7,10.5,0.0,4.0,2.5,3.3,15.6
Firebaugh,CA,76.9,12.8,1.3,1.9,2.9,4.2,22.1
Fischer,TX,80.5,9.2,0.1,1.1,1.4,7.6,30.3
Fish Camp,CA,68.4,9.3,2.9,6.9,3.5,9.0,33.1
Flandreau,SD,71.8,5.6,0.0,12.1,2.5,7.9,19.2
Flemington,MO,79.9,10.0,0.1,3.5,1.0,5.6,24.9
Fletcher,MO,82.2,12.8,0.5,0.8,1.2,2.4,35.5
Flintville,TN,84.3,11.6,0.4,1.1,0.5,2.1,28.1
Florence,SC,83.9,9.3,0.3,1.2,1.6,3.7,22.8
Florence,WI,87.1,4.3,0.8,0.6,1.4,5.9,20.6
Florida,PR,77.4,13.8,0.9,3.3,4.6,0.0,27.6
Fluker,LA,79.4,13.1,0.5,1.5,2.7,2.9,31.0
Flushing,MI,85.3,8.7,1.2,1.2,0.8,2.9,25.6
Folkston,GA,75.6,16.2,0.3,0.9,2.7,4.3,28.4
Fond Du Lac,WI,81.8,9.1,0.3,3.6,1.4,3.7,20.2
Fontana Dam,NC,80.0,13.5,0.0,1.9,0.0,4.5,24.2
Ford,WA,75.2,12.3,0.8,3.5,1.7,6.4,28.1
Forest,MS,84.2,10.0,1.2,0.1,2.0,2.5,29.4
Forest City,IA,79.0,10.0,0.0,4.9,1.9,4.1,17.0
Forest City,NC,80.7,14.0,0.2,1.0,0.9,3.3,24.0
Forest City,PA,82.2,9.3,0.2,2.3,0.7,5.4,27.5
Forest Hill,WV,81.4,11.7,0.0,1.6,0.7,4.7,29.8
Foristell,MO,83.9,11.2,0.4,0.6,1.1,2.8,34.1
Forrest City,AR,75.9,12.6,0.1,8.3,1.2,1.9,20.7
Fort Bragg,CA,73.7,10.9,0.5,5.5,1.9,7.5,18.9
Fort Buchanan,PR,82.0,8.2,2.9,2.0,1.2,3.6,26.4
Fort Collins,CO,75.1,8.5,1.2,2.8,5.2,7.2,22.6
Fort Davis,TX,64.4,17.2,0.0,4.0,0.4,14.0,20.9
Fort Johnson,NY,82.7,10.3,0.6,1.8,1.4,3.2,24.1
Fort Lauderdale,FL,79.5,9.4,3.1,1.2,2.0,4.9,27.8
Fort Morgan,CO,73.9,16.6,0.1,4.4,1.0,4.0,17.7
Fort Pierce,FL,79.2,11.7,0.5,0.9,2.0,5.6,27.4
Fort Plain,NY,79.0,10.3,1.3,3.8,2.2,3.3,24.0
Fort Scott,KS,82.6,8.8,0.2,2.5,0.4,5.4,17.9
Fort Stewart,GA,83.5,9.4,0.2,4.1,2.1,0.6,20.6
Fort Valley,GA,82.2,13.1,1.2,0.9,0.7,1.8,28.3
Fort Valley,VA,81.7,11.8,0.3,1.8,0.8,3.6,30.6
Fort Wayne,IN,84.5,8.4,0.7,1.3,1.1,4.0,20.8
Fortine,MT,77.7,11.0,1.0,3.6,2.1,4.5,18.9
Fortuna,CA,72.3,9.4,1.7,6.7,2.8,7.2,18.1
Fouke,AR,85.8,10.4,0.3,1.3,0.8,1.5,19.5
Fountain,CO,78.1,10.2,0.8,3.6,1.6,5.7,22.2
Fountain,NC,83.4,8.6,1.05,1.95,2.25,2.85,20.549999999999997
Fountaintown,IN,83.5,10.8,0.2,1.4,1.4,2.7,23.7
Fowler,IL,83.2,8.8,0.6,2.6,1.5,3.2,16.2
Fowler,KS,74.7,11.9,0.0,5.6,1.2,6.6,15.0
Francis,OK,86.6,7.1,0.5,2.4,1.0,2.5,17.4
Frankfort,IN,79.3,15.1,0.0,1.1,1.6,2.9,23.2
Franklin,GA,86.8,11.5,0.0,0.5,0.7,0.5,37.5
Franklin,ID,78.4,11.3,0.5,2.6,1.9,5.4,24.1
Franklin,IN,86.1,7.9,0.3,1.3,0.8,3.7,26.2
Franklin,NE,76.6,14.1,0.8,2.2,1.6,4.7,18.6
Franklin,OH,87.3,6.2,0.6,0.8,0.5,4.6,24.6
Franklin,TX,80.8,12.2,0.0,3.9,0.5,2.5,25.7
Franklin,VA,84.65,8.55,0.15,2.4,1.1,3.05,27.95
Franklin,WV,76.5,13.2,0.3,2.3,0.7,7.0,30.2
Frankston,TX,79.4,14.6,0.1,1.2,0.7,3.8,28.5
Frazer,MT,76.1,9.5,0.5,5.6,0.9,7.3,18.7
Frederick,MD,76.9,10.7,2.9,2.1,1.1,6.3,34.9
Fredericksburg,VA,76.5,11.45,2.1,4.050000000000001,1.2,4.7,30.8
Fredonia,KY,86.8,7.5,0.2,3.5,0.6,1.4,21.6
Fredonia,ND,60.0,11.4,0.0,12.8,0.7,15.1,15.5
Fremont,CA,63.6,9.9,13.6,3.7,3.5,5.6,30.7
French Village,MO,83.4,13.4,0.0,0.8,1.1,1.3,23.7
Friendly,WV,86.1,8.5,0.2,3.4,0.2,1.7,28.6
Frisco,TX,80.9,9.3,1.0,1.2,1.3,6.2,28.1
Fritch,TX,75.7,18.6,0.4,1.7,1.9,1.6,16.4
Frost,MN,78.5,8.5,0.3,4.4,1.0,7.3,18.7
Fulda,MN,71.5,16.9,0.3,3.6,3.3,4.3,17.7
Funk,NE,81.0,8.7,0.0,3.8,1.8,4.7,14.3
Gackle,ND,70.1,6.1,0.0,10.4,1.1,12.3,17.9
Gadsden,AL,86.2,8.7,0.3,0.4,0.5,3.8,23.4
Gainesville,FL,74.2,9.0,4.5,3.3,4.8,4.1,20.6
Galax,VA,87.2,9.6,1.0,1.2,0.4,0.6,23.2
Galena,MD,71.9,8.7,1.7,7.0,2.1,8.6,25.6
Galena,MO,76.7,14.3,0.0,2.2,0.4,6.3,28.8
Galloway,OH,84.2,9.4,0.2,1.2,1.1,3.9,24.9
Gallup,NM,72.7,11.2,0.4,3.5,1.8,10.4,22.1
Galt,IA,77.8,10.9,0.3,4.8,2.5,3.7,15.0
Galva,IA,80.7,10.1,0.1,2.8,0.7,5.5,16.8
Garden,MI,81.6,10.5,0.6,2.7,1.3,3.3,18.6
Garden City,TX,84.0,10.9,0.0,2.6,1.2,1.3,16.6
Gardiner,MT,67.0,13.7,1.8,5.3,2.1,10.0,24.2
Garfield,GA,70.7,25.3,0.0,2.0,0.0,2.0,21.6
Garland,TX,78.2,11.2,2.9,1.5,2.1,4.1,26.5
Garland,UT,77.7,15.4,0.7,1.6,1.2,3.4,23.2
Garyville,LA,86.8,9.5,0.1,0.8,1.7,1.1,27.6
Gasquet,CA,74.8,12.9,0.6,3.5,2.3,5.9,14.1
Gastonia,NC,85.0,10.0,0.5,0.8,0.8,3.0,24.5
Gates,TN,90.2,6.0,0.1,1.8,0.6,1.4,24.9
Gatzke,MN,76.6,11.1,0.5,3.0,1.5,7.3,23.3
Gaylesville,AL,83.9,12.1,0.2,0.6,0.7,2.5,27.4
Genesee,ID,81.0,9.0,0.4,3.1,2.0,4.6,16.2
Genesee,PA,77.8,12.1,0.1,4.7,1.1,4.2,24.3
Geneseo,KS,76.8,11.5,0.0,5.4,2.1,4.3,15.7
Genoa,NE,78.6,9.7,0.0,4.2,0.7,6.8,20.4
Genoa City,WI,81.3,8.7,0.7,3.4,1.6,4.2,24.4
Georgetown,SC,83.7,8.3,0.6,1.3,2.0,4.2,25.2
Georgiana,AL,89.5,6.8,0.2,1.0,0.7,1.7,24.3
Gepp,AR,82.4,11.3,0.1,1.6,0.9,3.7,27.4
Gettysburg,SD,70.9,8.0,2.3,4.5,0.4,14.0,14.4
Gibbon,MN,77.6,9.5,0.4,3.8,0.5,8.2,24.9
Gilbertown,AL,85.5,10.3,0.1,1.9,1.4,0.8,30.7
Gillette,WY,81.1,10.4,2.4,1.4,2.6,2.2,20.2
Gillsville,GA,84.1,9.0,0.4,1.6,0.8,4.2,30.4
Gilman,IA,78.7,12.5,0.1,3.1,1.7,4.0,22.5
Gilman,VT,78.3,10.8,0.3,2.7,0.6,7.3,26.3
Gilman City,MO,80.2,9.4,0.1,4.3,1.8,4.2,18.8
Girard,GA,84.4,9.8,0.5,3.0,1.2,1.3,30.7
Girvin,TX,81.8,13.5,0.3,2.2,0.7,1.4,17.6
Gladeville,TN,85.8,7.4,0.9,0.6,0.6,4.7,28.9
Glen Allan,MS,86.0,9.8,0.4,1.2,0.8,1.8,16.8
Glencoe,OK,76.8,11.2,1.3,4.8,2.8,3.0,17.5
Glennallen,AK,63.2,9.9,0.6,16.5,3.0,6.7,9.6
Glenrock,WY,77.9,9.7,4.2,2.0,1.4,4.8,24.2
Glenwood,AR,78.6,12.5,0.2,5.7,0.1,2.9,28.0
Glenwood,GA,92.6,2.3,0.0,2.6,0.7,1.9,23.9
Gloster,MS,80.4,10.9,0.1,5.9,0.4,2.2,36.5
Glyndon,MN,78.7,8.2,0.9,5.4,1.6,5.2,18.6
Goessel,KS,76.6,9.8,0.0,6.4,0.8,6.4,18.7
Goetzville,MI,76.9,12.4,0.8,5.1,1.3,3.5,16.9
Gold Creek,MT,71.9,9.9,0.2,6.0,1.0,10.9,18.3
Golden City,MO,81.6,8.6,0.3,3.9,1.1,4.6,21.5
Golden Valley,ND,75.4,12.3,0.3,4.8,2.5,4.6,18.1
Goldfield,NV,68.1,8.5,0.0,14.5,3.9,4.8,21.9
Goldsboro,NC,81.3,13.8,0.4,1.3,0.9,2.2,21.9
Good Hope,IL,78.0,7.9,1.1,8.0,1.8,3.3,14.9
