City,State,Employed,Unemployment
Mediapolis,IA,18798,6.3
Medical Lake,WA,211522,8.4
Medicine Bow,WY,20577,4.7
Medicine Lodge,KS,2350,3.1
Medora,IL,10587,8.0
Medora,ND,564,1.4
Meeker,CO,29078,6.9
Meherrin,VA,8771,7.0
Melbourne,AR,4607,10.0
Melbourne,IA,19409,6.3
Melrose,IA,9379,12.8
Melvin,IL,6179,8.6
Melvin,TX,961,2.8
Memphis,TN,425295,10.3
Mena,AR,7473,9.0
Menard,TX,797,8.3
Mendenhall,MS,9821,10.9
Menno,SD,3745,3.0
Menomonie,WI,22494,6.1
Mentone,IN,37483,6.5
Mentor,MN,2079,3.5
Meraux,LA,17494,12.2
Meredosia,IL,2370,9.4
Meriden,KS,6496,4.4
Meridian,CA,37520,13.2
Merrill,WI,13973,6.1
Merrimack,NH,215215,5.9
Merry Point,VA,4690,7.9
Meta,MO,3551,10.0
Metter,GA,4168,8.1
Metz,WV,48349,5.8
Meyers Chuck,AK,1088,7.5
Miami,FL,1204871,10.0
Miami,MO,10642,5.5
Miami,NM,4981,9.5
Miami,OK,5781,6.4
Miami,TX,423,1.9
Michigamme,MI,29522,8.1
Middleton,MI,15980,8.5
Middletown,CT,87871,6.0
Midkiff,TX,1326,4.3
Midland,IN,14187,7.0
Midland,NC,87960,9.2
Midland,TX,76743,3.4
Midlothian,VA,178143,11.7
Midvale,ID,3650,9.7
Midville,GA,8676,8.2
Midway,TX,4194,5.7
Midway,UT,12451,4.7
Mikado,MI,8780,12.1
Milford,NE,15673,6.9
Milford,UT,2881,3.8
Mill Hall,PA,17861,6.1
Mill Spring,MO,4712,9.5
Millboro,VA,2310,6.0
Miller,SD,1768,1.7
Millersburg,PA,132283,7.1
Milligan,NE,2969,3.4
Mills,NE,440,1.1
Millstone,NJ,170172,6.0
Millwood,GA,16411,14.5
Milner,GA,6860,15.6
Milnor,ND,8800,3.0
Milton,FL,67510,7.9
Milton,IA,7126,10.8
Milton,KY,4263,13.2
Milton,PA,8391,6.6
Milton,WV,49219,17.1
Miltonvale,KS,4514,6.8
Milwaukee,WI,445174,9.3
Minden,IA,46439,5.0
Minden,LA,15313,7.6
Minden,NV,20371,8.5
Mineral,VA,16077,8.1
Mineral City,OH,42879,7.0
Mingo Junction,OH,27871,8.8
Minnesota Lake,MN,36492,4.9
Minong,WI,6880,6.6
Minot,ND,35580,2.6
Minter,AL,14094,16.4
Minturn,AR,6527,6.9
Minturn,CO,31793,4.4
Mission,SD,2901,25.4
Mitchell,IN,20669,6.3
Mitchell,NE,17970,5.5
Mitchell,OR,563,8.5
Moab,UT,9767,15.5
Moatsville,WV,6345,9.0
Mobile,AL,170900,9.8
Moca,PR,9245,23.0
Modale,IA,7352,3.6
Model,CO,7314,10.7
Mohall,ND,1301,1.6
Molena,GA,7323,10.4
Moline,IL,68438,7.9
Monarch,MT,37069,5.1
Monmouth,OR,32687,10.8
Monongahela,PA,99731,6.5
Monroe,AR,2815,12.8
Monroe,ME,18381,7.5
Monroe,SD,2974,2.1
Monroe Center,IL,24989,8.0
Monterey,IN,9583,11.5
Monterey,TN,5998,10.4
Monterville,WV,3723,5.7
Montezuma,NM,9751,6.4
Montgomery,AL,99158,8.8
Montgomery,LA,7068,9.2
Montgomery,WV,15837,9.2
Monticello,AR,7361,14.3
Monticello,FL,4946,9.4
Monticello,IL,8451,6.3
Monticello,KY,6014,11.8
Monticello,NY,32243,11.5
Monticello,WI,19815,3.5
Montross,VA,3199,8.7
Moore Haven,FL,14732,11.9
Moorefield,KY,2877,7.7
Moran,TX,5092,5.4
Moran,WY,14298,2.6
Morenci,AZ,3346,10.0
Moreno Valley,CA,920603,12.9
Morgan,UT,4234,6.0
Morgantown,KY,5003,6.1
Morovis,PR,9804,21.7
Morris,MN,5058,3.1
Morrison,MO,6752,2.9
Morrison,TN,21841,8.8
Morrisville,NY,33023,5.1
Morrow,LA,14998,9.6
Mosby,MT,555,0.2
Moscow,KS,2078,3.9
Moscow,PA,97589,6.9
Mosheim,TN,28160,8.7
Moss,TN,2765,7.2
Moss Point,MS,58824,9.1
Mossyrock,WA,29297,12.1
Moulton,AL,12704,9.8
Moultrie,GA,18354,8.3
Mound City,SD,755,1.4
Mound Valley,KS,9572,5.3
Mounds,OK,14956,10.4
Mount Airy,NC,30107,6.9
Mount Ayr,IA,2133,4.8
Mount Berry,GA,39669,10.9
Mount Blanchard,OH,11017,6.6
Mount Carmel,IL,5501,8.7
Mount Eden,KY,8691,6.4
Mount Hermon,LA,15327,15.0
Mount Perry,OH,37501,8.3
Mount Pleasant,IA,8992,5.1
Mount Pleasant,MI,33411,11.3
Mount Pleasant,PA,173533,5.6
Mount Pleasant,UT,10060,8.3
Mount Prospect,IL,2463655,10.7
Mount Sterling,KY,4045,14.0
Mount Sterling,MO,6567,6.1
Mount Vernon,KY,28094,23.4
Mount Vernon,SD,10359,3.3
Mountain Home A F B,ID,9981,8.4
Mountain View,CA,915619,7.7
Mountain View,OK,4037,5.5
Mountville,SC,27397,10.7
Moweaqua,IL,9895,6.2
Mt Zion,IL,48783,10.5
Muenster,TX,18012,7.0
Mullen,NE,331,2.9
Mullica Hill,NJ,141635,9.2
Muncie,IN,51781,10.1
Muncy Valley,PA,2632,8.7
Mundelein,IL,338959,7.9
Munford,AL,30618,13.8
Murchison,TX,21856,6.1
Murdo,SD,482,3.6
Murphysboro,IL,25623,10.4
Murrayville,GA,11029,6.8
Murrayville,IL,16089,8.3
Muscoda,WI,8332,4.8
Nahunta,GA,6702,10.9
Nancy,KY,6681,12.6
Nantucket,MA,6157,3.0
Naranjito,PR,7315,21.9
Nardin,OK,19588,7.8
Narrows,VA,2504,8.7
Nashville,TN,341548,7.2
Natchez,MS,10730,11.3
Natchitoches,LA,14446,12.2
Naylor,MO,5480,10.1
Nekoma,KS,1577,5.6
Nelson,WI,7013,3.7
Neopit,WI,1403,14.8
Neosho,MO,9544,8.7
Neshkoro,WI,10458,7.2
Nevada,MO,9449,5.4
Nevis,MN,9475,5.0
New Athens,IL,17120,5.2
New Bern,NC,4029,11.6
New Bloomington,OH,25608,9.6
New Boston,IL,7568,6.2
New Boston,TX,35959,8.5
New Brighton,PA,80816,6.8
New Columbia,PA,17585,6.1
New Cumberland,WV,13236,7.2
New Ellenton,SC,69420,9.9
New Germany,MN,52573,3.8
New Harmony,UT,19636,10.5
New Holland,PA,259601,6.1
New Iberia,LA,31517,10.6
New Leipzig,ND,1279,1.2
New London,CT,132990,8.3
New London,MO,4821,6.2
New Market,IA,3061,4.4
New Market,TN,23000,9.1
New Orleans,LA,380800,17.0
New Richland,MN,28064,9.5
New Rockford,ND,1208,1.9
New Salisbury,IN,18294,7.9
New Vienna,OH,16962,11.5
New York,NY,884457,7.5
Newark,DE,268331,7.4
Newark,MO,1709,7.4
Newark,NJ,358229,13.0
Newark,NY,43117,7.5
Newaygo,MI,18619,10.1
Newberg,OR,44114,9.7
Newberry,MI,2103,11.6
Newburgh,IN,29930,5.0
Newbury,VT,15314,4.5
Newcastle,TX,686,2.6
Newell,IA,10725,3.7
Newport,MI,68024,8.3
Newport,RI,40977,6.9
Newport,VA,7510,4.8
Newport News,VA,82572,9.1
Newton,WI,40799,5.7
Newtown,PA,321488,7.0
Nezperce,ID,1547,6.5
Niagara,ND,1554,0.7
Niagara,WI,18969,7.5
Niagara University,NY,100718,7.6
Nicholasville,KY,23096,8.8
Nicollet,MN,18672,4.0
Nineveh,IN,7039,6.2
Niota,IL,8595,6.8
Noatak,AK,2593,21.9
Noblesville,IN,208766,13.600000000000001
Nodaway,IA,4660,9.6
Nolensville,TN,97869,4.2
Noma,FL,6118,15.4
Norcatur,KS,2650,1.7
Nordland,WA,11518,9.5
Norfolk,VA,101764,10.9
Normal,IL,90810,5.5
Norman,OK,150695,8.8
Normandy,TN,19939,7.7
Norphlet,AR,16418,9.7
Norris,SD,740,12.0
North Augusta,SC,10099,8.9
North Beach,MD,45249,7.6
North Carrollton,MS,3705,11.9
North East,PA,128541,8.0
North Fairfield,OH,26987,7.2
North Hero,VT,3697,7.4
North Java,NY,18495,7.4
North Little Rock,AR,180430,7.5
North Platte,NE,222,0.9
North Sioux City,SD,7576,2.9
North Washington,IA,6148,3.8
Northway,AK,3038,9.4
Northwood,ND,1035,4.0
Norton,VA,1811,11.1
Norwalk,IA,25008,4.8
Norway,SC,33811,12.8
Nottawa,MI,26332,8.6
Nowata,OK,42093,5.5
Oak,NE,2219,2.9
Oak Grove,KY,23856,12.7
Oak Grove,LA,3917,11.9
Oak Vale,MS,4638,10.8
Oakhurst,CA,53032,7.5
Oakland,MS,5055,5.7
Oakley,ID,9771,5.7
Oakman,GA,23587,8.3
Oaktown,IN,17864,6.1
Oakwood,OK,2061,2.7
Oberlin,OH,138469,8.8
Ochlocknee,GA,9291,10.5
Odem,TX,28627,5.2
Odessa,TX,70130,5.2
Odonnell,TX,282,0.7
Ogallala,NE,4116,2.8
Ogden,UT,109474,6.3
Ogdensburg,WI,25703,5.7
Okeechobee,FL,13227,11.8
Oktaha,OK,27158,8.2
Old Glory,TX,553,6.9
Oldenburg,IN,11103,6.4
Oldham,SD,1174,4.1
Olla,LA,3955,10.2
Olpe,KS,16784,7.2
Omaha,GA,1485,14.5
Omaha,NE,277349,5.7
Omaha,TX,13867,7.5
Onawa,IA,4165,5.5
Oneida,KY,2816,17.0
Oneida,TN,7780,14.1
Opelika,AL,22927,11.1
Oquawka,IL,3350,7.0
Orange,TX,35616,8.4
Orange Grove,TX,16674,6.6
Orangeville,OH,88133,7.4
Ordway,CO,1488,6.3
Ore City,TX,16849,7.9
Orient,SD,1162,0.7
Orleans,IN,8330,6.8
Orleans,NE,1687,1.7
Orleans,VT,12168,5.6
Orma,WV,2511,18.1
Orocovis,PR,19452,48.4
Oronoco,MN,80162,4.1
Ortley,SD,2652,3.9
Osceola,MO,6442,10.2
Oshkosh,WI,85970,4.7
Osnabrock,ND,1968,0.8
Osseo,WI,54079,5.8
Ossipee,NH,22992,5.8
Otley,IA,17247,5.4
Oto,IA,51599,5.2
Otsego,MI,51081,6.1
Otter Rock,OR,19454,7.9
Otterbein,IN,8127,10.8
Otterville,MO,7916,5.7
Otwell,IN,5902,5.1
Ouzinkie,AK,7032,6.3
Overbrook,OK,4127,4.0
Ovett,MS,4131,12.9
Owasso,OK,302471,6.5
Owenton,KY,4351,8.6
Owyhee,NV,25865,5.5
Oxford,GA,37547,7.9
Oxford,NC,24163,8.3
Ozona,TX,1851,1.8
Pachuta,MS,6257,7.9
Paducah,KY,29043,6.1
Paducah,TX,781,12.6
Pageland,SC,17730,10.3
Pagosa Springs,CO,451,3.0
Paicines,CA,26261,12.2
Paige,TX,32343,9.8
Painesville,OH,117389,6.0
Palco,KS,1282,2.4
Palestine,TX,19859,4.3
Palisade,MN,6428,7.3
Palmer,NE,3287,4.0
Palmer,PR,17033,23.9
Palmersville,TN,14342,11.2
Palmyra,TN,73139,9.7
Palo Alto,CA,387006,6.7
Pampa,TX,9444,5.4
Panna Maria,TX,5251,4.8
Pantego,NC,18786,11.5
Panther Burn,MS,1678,22.1
Paradise Valley,NV,8295,7.8
Paragon,IN,32732,7.3
Paragould,AR,45526,7.5
Paris,AR,8718,8.1
Paris,MI,17639,12.2
Paris,VA,6908,6.0
Parish,NY,52204,9.7
Parker,SD,4248,2.5
Parkersburg,WV,36778,8.6
Parkesburg,PA,260731,5.9
Parkman,WY,14336,3.4
Parksville,KY,12218,7.1
Parma,MI,65183,10.3
Parma,MO,7298,8.8
Pateros,WA,16969,8.9
Patillas,PR,3884,27.5
Patoka,IN,16013,4.3
Patterson,GA,7071,7.9
Pattison,MS,2411,17.5
Paul,ID,9641,6.6
Paulding,OH,8638,6.6
Pawhuska,OK,19274,7.1
Pawling,NY,143829,8.7
Pawnee Rock,KS,16212,8.7
Paxico,KS,3295,6.2
Payette,ID,9393,10.1
Pearcy,AR,39729,9.2
Pearson,GA,2309,10.7
Pease,MN,11752,7.7
Pecan Gap,TX,1830,13.6
Peck,MI,17147,10.7
Pecos,TX,4768,6.7
Peebles,OH,9887,13.4
Pelham,AL,101343,5.5
Pellston,MI,15869,8.4
Pemberville,OH,28181,7.6
Pendleton,KY,29304,4.3
Penfield,PA,34110,7.8
Penns Grove,NJ,29226,10.6
Penrose,NC,13794,6.9
Pensacola,FL,130402,9.4
Penuelas,PR,10015,48.6
Peoa,UT,20741,3.2
Pequot Lakes,MN,29263,5.7
Peralta,NM,28088,12.4
Perkinston,MS,8260,9.0
Perry,AR,4184,6.8
Perry,FL,7155,9.0
Peru,KS,1510,5.1
Peterman,AL,3718,22.6
Petersburg,AK,1665,8.4
Petersburg,IL,6252,5.7
Petersburg,VA,12898,13.0
Petrolia,PA,91888,5.9
Pfafftown,NC,162790,9.5
Philadelphia,MS,12268,9.8
Philadelphia,PA,640661,13.9
Phillips,WI,6662,4.6
Phillipsburg,KS,2746,4.3
Phoenix,AZ,1821038,7.7
Pickens,MS,48562,5.4
Piedmont,MO,2404,11.1
Pierre Part,LA,9407,10.3
Pine,AZ,17961,12.8
Pine Brook,NJ,258862,6.3
Pine Grove,CA,12573,14.0
Pine Island,MN,10890,3.5
Pine Mountain,GA,28677,11.9
Pinetop,AZ,31955,19.8
Pineville,KY,8018,11.6
Pineville,WV,6451,10.1
Pippa Passes,KY,4755,14.6
Piqua,KS,1557,4.6
Pisek,ND,5457,3.3
Pismo Beach,CA,124997,6.6
Pitkin,LA,70325,16.1
Pitts,GA,4895,11.7
Pittsburg,KS,9378,5.8
Placerville,CA,79568,11.1
Plain City,OH,25357,4.2
Plainview,MN,11221,3.6
Plainville,KS,2626,4.1
Plano,IL,61270,6.0
Plattsburg,MO,9653,5.8
Plattsburgh,NY,35522,6.9
Pleasanton,TX,20521,5.8
Pleasantville,OH,69708,6.9
Pleasureville,KY,7099,6.6
Plum Branch,SC,2970,14.3
Plum City,WI,22567,3.6
Pocatello,ID,40390,16.6
Point Baker,AK,2819,13.9
Point Comfort,TX,9416,7.2
Polk,OH,24172,7.8
Polkton,NC,9875,17.6
Pollock,ID,6526,6.4
Polo,MO,3889,5.2
Pomeroy,WA,883,7.4
Pomona Park,FL,96436,6.7
Ponce,PR,41711,20.0
Pond Creek,OK,2098,3.6
Poplar Bluff,MO,17340,9.4
Poplar Grove,AR,6932,18.1
Poplarville,MS,18482,10.1
Poquoson,VA,5932,4.5
Port Charlotte,FL,56730,10.8
Port Huron,MI,69940,10.4
Port Murray,NJ,53302,9.0
Port Saint Joe,FL,77894,8.6
Portales,NM,8131,9.7
Porter,MN,18935,8.7
Portis,KS,1884,4.0
Portland,IN,9495,8.2
Portland,OR,394637,8.8
Portola,CA,7200,15.2
Portsmouth,VA,41039,11.6
Post,TX,2018,2.0
Postville,IA,8996,4.2
Poteau,OK,18311,9.4
Poulan,GA,8359,9.8
Powder River,WY,41415,5.1
Powder Springs,GA,70001,8.7
Powderly,TX,20953,7.4
Powellsville,NC,7158,13.5
Powers Lake,ND,1084,2.3
Powhattan,KS,4606,4.5
Prairie,MS,7524,16.2
Prairie Du Sac,WI,62017,11.3
Prescott,WA,1557,10.4
Presidio,TX,2610,9.6
Preston,GA,1139,5.8
Preston,MS,10571,22.4
Primghar,IA,7237,2.8
Prince George,VA,14315,10.6
Princeton,IL,16206,7.6
Princeton,MO,1657,4.6
Prosser,WA,101169,9.0
Providence,KY,5186,7.2
Prudenville,MI,7563,14.2
Prudhoe Bay,AK,5499,9.3
Puerto Real,PR,10747,25.1
Pukwana,SD,653,16.3
Pulaski,TN,11881,9.9
Punta Santiago,PR,15802,13.8
Puryear,TN,12592,9.7
Pyote,TX,4661,4.4
Quakertown,PA,170448,8.5
Quebradillas,PR,6284,16.1
Quenemo,KS,12701,6.9
Quincy,FL,16733,11.2
Quincy,KY,4643,8.4
Quitman,AR,9699,10.2
Racine,WI,91796,8.4
Radford,VA,6797,8.8
Rainbow,TX,3878,2.1
Raleigh,IL,9841,13.0
Ralls,TX,2478,10.0
Ralston,IA,10722,3.3
Ralston,WY,15305,3.8
Ranburne,AL,6065,8.3
Randolph,NE,8251,6.9
Randolph,UT,731,6.2
Rapid City,SD,66519,7.1
Raquette Lake,NY,1887,9.7
Ratliff City,OK,20820,6.1
Ravenden,AR,6714,5.4
Ravenna,KY,4360,8.3
Ray City,GA,3476,14.6
Rayville,LA,8038,9.6
Raywick,KY,7818,9.2
Red Boiling Springs,TN,9657,7.4
Red Bud,IL,13698,6.7
Red Cloud,NE,1689,4.7
Red Springs,NC,64574,25.2
Red Valley,AZ,18334,18.2
Redmond,OR,74599,9.4
Redvale,CO,4482,5.8
Redwood Falls,MN,7577,4.0
Reed Point,MT,1613,0.9
Reedy,WV,4892,8.9
Reelsville,IN,11766,7.8
Refugio,TX,3096,6.7
Regent,ND,1211,1.1
Register,GA,31144,9.1
Reinbeck,IA,6164,3.9
Reliance,TN,6397,10.9
Rembert,SC,41972,12.4
Remsen,IA,12978,3.4
Renick,MO,9519,8.9
Reno,NV,207304,9.1
Rensselaer,IN,15197,6.3
Resaca,GA,16079,11.1
Reserve,MT,1904,2.7
Rice,TX,20159,10.9
Riceboro,GA,5410,8.8
Richards,TX,9951,6.2
Richburg,SC,12296,13.8
Richey,MT,4694,2.0
Richfield,KS,2696,3.0
Richfield Springs,NY,28464,7.1
Richmond,VA,269424,16.7
Richton,MS,26436,7.4
Richview,IL,7194,5.5
Ridgeville,SC,14841,12.4
Ridgeway,NC,6958,10.7
Ridgway,CO,2261,6.7
Ridgway,PA,14947,5.2
Rifle,CO,3389,4.2
Rincon,GA,25352,6.0
Rincon,PR,12692,32.6
Ringgold,LA,3241,9.2
Ringling,MT,891,3.9
Ripon,CA,280460,13.7
Rising City,NE,4299,4.2
Rising Sun,MD,48849,7.5
Riverside,RI,24777,6.8
Rivervale,AR,9053,10.0
Riviera,TX,13466,11.7
Roanoke,IN,17909,7.4
Roanoke,VA,104195,18.2
Roaring Spring,PA,57253,6.4
Roaring Springs,TX,459,11.0
Robersonville,NC,9079,14.7
Roberts,MT,5126,3.9
Roberts,WI,45882,4.6
Robins,IA,114142,4.8
Robinson,IL,8369,6.8
Robstown,TX,162895,6.6
Rochelle,GA,2446,6.7
Rocheport,MO,4533,6.3
Rochester,NH,66369,6.5
Rochester,WA,119123,8.5
Rock Island,TN,2218,11.2
Rockford,IA,7998,3.5
Rockford,IL,24714,9.7
Rockford,MN,67669,5.2
Rockville,MD,540333,6.1
Rockwood,TN,20586,9.8
Rogers,AR,116539,11.5
Rogerson,ID,4304,11.7
Rolla,KS,1408,5.8
Rolling Fork,MS,305,11.6
Roma,TX,21006,13.8
Rome City,IN,21795,8.8
Romney,IN,86629,6.5
Roopville,GA,47372,12.1
Roper,NC,4410,15.5
Roscommon,MI,5197,12.0
Roseau,MN,8447,2.7
Roseboro,NC,13040,12.1
Roseglen,ND,4541,1.6
Roseville,OH,5678,9.3
Rossburg,OH,23751,7.6
Rosston,AR,3265,9.5
Rossville,IN,9224,8.2
Rotan,TX,1767,7.2
Rowlett,TX,41300,5.9
Roxie,MS,3102,8.9
Rufus,OR,746,7.9
Rugby,ND,5034,4.0
Rumely,MI,3166,10.8
Runnemede,NJ,241708,10.2
Rupert,GA,2869,20.6
Russell,IA,4122,5.8
Russell,KS,3463,6.9
Russell Springs,KY,5926,9.0
Russellville,AR,27407,7.6
Russellville,IN,15518,7.3
Russellville,KY,10471,7.7
Russellville,OH,18693,9.9
Russellville,TN,25095,10.1
Ruston,LA,26077,18.8
Ruth,MS,14477,9.5
Rutherfordton,NC,8270,8.8
Ruthville,VA,3323,8.2
Rutledge,MO,2193,4.0
Rutledge,TN,8940,9.5
Sabana Grande,PR,5339,24.3
Sacramento,KY,3938,8.4
Sacred Heart,MN,7573,5.0
Sadieville,KY,32408,15.0
Safford,AL,2865,11.2
Safford,AZ,11954,14.1
Saginaw,MI,81106,11.1
Saint Ansgar,IA,5319,3.2
Saint Bonifacius,MN,650324,6.0
Saint Clair,MO,48336,7.2
Saint Clair Shores,MI,401146,9.0
Saint Hilaire,MN,7636,3.0
Saint John,ND,4907,4.8
Saint Louis,MO,639414,19.8
Saint Marks,FL,12899,9.3
Saint Mary,MO,9292,4.2
Saint Marys,GA,20674,8.5
Saint Marys,KS,10795,3.7
Saint Onge,SD,13004,3.8
Saint Paris,OH,18230,9.1
Saint Paul,MN,266709,7.1
Saint Petersburg,FL,423351,8.4
Saint Simons Island,GA,36375,9.3
Saint Vincent,MN,2182,2.8
Salem,MO,9243,18.4
Salem,OR,137706,10.7
Salem,VA,16257,4.6
Salemburg,NC,26833,10.4
Salina,OK,15991,9.2
Salinas,CA,177333,8.4
Salinas,PR,6895,12.2
Salisbury,NC,56519,11.5
Salt Lake City,UT,536170,5.8
Saltillo,TN,9438,13.9
Saluda,VA,17612,4.7
Salvisa,KY,10646,6.9
Salyersville,KY,3663,12.2
San Acacia,NM,5706,7.3
San Angelo,TX,805,4.4
San Augustine,TX,2237,16.3
San Bernardino,CA,829145,12.6
San Francisco,CA,478373,6.8
San German,PR,29851,29.7
San Juan,PR,141069,46.6
San Juan,TX,298030,9.9
San Lorenzo,PR,11327,15.8
San Rafael,CA,129027,5.7
San Sebastian,PR,8785,29.4
San Ygnacio,TX,5184,12.2
Sand Lake,MI,24588,11.2
Sanders,MT,379,0.8
Sanderson,FL,10174,8.9
Sandy Hook,MS,14654,21.5
Sandy Ridge,NC,19972,9.3
Sanford,NC,71793,21.6
Santa Barbara,CA,203616,8.0
Santa Fe,NM,70423,7.9
Santa Rosa,CA,240247,8.1
Santa Teresa,NM,88919,11.5
Sarahsville,OH,4641,7.0
Sarasota,FL,155023,8.2
Sardis,OH,5571,7.4
Satanta,KS,3618,7.3
Saucier,MS,6920,9.7
Sauk Rapids,MN,20104,6.7
Saulsbury,TN,8256,18.7
Savage,MT,5904,2.5
Savannah,GA,124627,9.7
Savonburg,KS,5863,7.0
Sawyer,OK,5308,8.9
Saxe,VA,5266,4.9
Scandia,KS,2455,3.8
Schellsburg,PA,22499,7.3
Schlater,MS,9422,16.3
Scobey,MT,916,2.6
Scottown,OH,11344,7.5
Scotts Hill,TN,11115,9.4
Scottsville,KY,8576,9.2
Scottsville,NY,361948,7.7
Scottsville,VA,6406,11.2
Seal Beach,CA,1508753,7.6
Seattle,WA,1079601,6.3
Sebasco Estates,ME,17689,5.7
Secor,IL,18798,5.9
Sedalia,KY,15840,7.2
Sedalia,MO,18740,6.4
Sedgwick,CO,1028,6.4
Selby,SD,2595,5.8
Selfridge,ND,1291,20.3
Selinsgrove,PA,19403,5.0
Selmer,TN,8901,14.9
Seminary,MS,6628,13.7
Seneca,SC,28796,10.4
Seney,MI,2803,15.6
Senoia,GA,62298,7.0
Sentinel,OK,5057,3.5
Sextons Creek,KY,5459,15.9
Seymour,TX,1486,1.4
Shady Dale,GA,5520,12.7
Shalimar,FL,84899,6.9
Shallowater,TX,10729,6.4
Shambaugh,IA,7075,5.1
Sharon,OK,9345,5.1
Sharon Grove,KY,4648,8.5
Shattuck,OK,1824,5.0
Shawnee,OK,29366,6.8
Shawsville,VA,7494,5.7
Sheboygan,WI,59133,5.8
Shellsburg,IA,13080,4.7
Shelton,CT,463610,9.0
Sheridan Lake,CO,723,2.0
Shermans Dale,PA,22893,6.3
Sherwood,MI,18328,7.0
Shields,ND,16411,3.2
Shippenville,PA,17055,8.1
Shipshewana,IN,15663,5.5
Shirley,AR,4332,7.0
Shoshone,ID,2712,11.8
Shuqualak,MS,3841,19.0
Sibley,IA,3282,3.3
Sidney,AR,5764,8.8
Sidney,KY,20861,10.7
Sikeston,MO,17280,6.8
Silver City,IA,7089,3.8
Silver City,MS,8382,19.8
Silver City,NM,10585,9.7
Silver Creek,NE,4177,5.2
Silverton,TX,757,4.7
Simpson,IL,1469,10.0
Singer,LA,14287,5.7
Sioux Falls,SD,98459,4.4
Sitka,AK,4756,3.8
Skagway,AK,676,7.8
Skamokawa,WA,1248,10.6
Skidmore,MO,4929,9.5
Slaterville Springs,NY,49291,5.9
Sledge,MS,4191,12.4
Slinger,WI,72365,4.5
Smartville,CA,25499,14.8
Smelterville,ID,4992,11.8
Smithburg,WV,2831,6.5
Smithfield,NC,80656,8.9
Smithville,GA,11392,14.4
Smithville,TN,7409,7.6
Sneedville,TN,2240,12.1
Snelling,CA,96170,16.2
Snook,TX,7352,7.5
Snyder,TX,7371,3.3
Social Circle,GA,7624,6.9
Soddy Daisy,TN,4739,9.6
Soldier,KS,5302,1.7
Solon Springs,WI,21340,7.0
Somerset,OH,14630,9.5
Somerville,OH,176782,7.2
Sondheimer,LA,1882,19.2
Sonora,TX,1771,4.3
Sorento,IL,7563,6.4
Sour Lake,TX,23933,5.5
South Beloit,IL,131172,11.5
South Bend,IN,123170,8.5
South Fork,CO,309,1.6
South Plains,TX,2600,8.0
South Portsmouth,KY,13500,10.1
South Sioux City,NE,10025,7.4
Southport,ME,16480,4.2
Sparks,NV,1777,10.3
Sparta,GA,18546,23.0
Spearville,KS,16237,6.4
Speedwell,TN,13897,9.9
Speedwell,VA,12631,9.6
Spencer,ID,442,3.9
Spirit Lake,IA,8899,3.8
Spiritwood,ND,11144,2.5
Spotsylvania,VA,62469,6.2
Spring Hill,KS,16030,5.6
Spring Lake,MI,135496,6.1
Springdale,AR,102944,6.2
Springfield,CO,1702,4.5
Springfield,ID,19121,7.1
Springfield,IL,96155,7.9
Springfield,OH,59111,10.0
Springfield,OR,158490,9.9
Springport,IN,19488,10.6
Spruce Pine,NC,17404,11.1
Squaw Lake,MN,19970,7.1
Stafford,KS,2108,2.6
Stanardsville,VA,8932,7.4
Stanberry,MO,2989,6.3
Stanchfield,MN,19504,7.3
Stanley,VA,10379,9.3
Stanton,TN,7194,10.5
Staples,MN,5859,5.2
Stapleton,GA,3342,23.5
Stapleton,NE,449,0.9
Star,TX,1887,3.6
Starbuck,MN,5406,4.1
Starkville,MS,19381,13.3
Staten Island,NY,209113,6.9
Statenville,GA,1675,10.1
Statesville,NC,18364,7.2
Statham,GA,32137,10.1
Steamboat Rock,IA,8293,4.9
Steamboat Springs,CO,14060,4.0
Steens,MS,24232,12.6
Stephan,SD,762,1.8
Stephens,AR,10491,10.1
Sterling,IL,26336,8.1
Sterling,VA,186474,4.0
Sterling City,TX,583,0.3
Stet,MO,4010,8.9
Stevenson,AL,20883,10.1
Stewart,OH,26794,10.9
Stilwell,KS,302532,4.5
Stilwell,OK,8336,7.9
Stinnett,TX,9347,5.3
Stockport,IA,7751,6.4
Stockton,MD,22979,9.9
Stockton,MO,5029,10.5
Stone Harbor,NJ,42881,10.0
Stone Lake,WI,6957,9.8
Stoneville,NC,38380,10.5
Stony Point,NC,16182,9.0
Stony Point,NY,146049,7.9
Stowell,TX,15166,7.8
Strafford,MO,14583,6.3
Strandburg,SD,2317,3.1
Strasburg,CO,311498,7.2
Stratford,CA,50960,13.0
Stratford,TX,1497,3.7
Stratford,WI,69834,5.7
Strawn,TX,11291,8.3
Streetman,TX,7868,4.9
Stringtown,OK,4695,8.7
Stuart,FL,61157,9.7
Suamico,WI,130354,6.1
Sudlersville,MD,25305,5.3
Suffolk,VA,39589,8.0
Sugar City,CO,1457,27.0
Sugar City,ID,16153,10.2
Sula,MT,17159,8.2
Sulligent,AL,5391,10.2
Sullivan,IL,6963,4.9
Sullivan,KY,6085,7.8
Sulphur,LA,86840,8.3
Sulphur Springs,TX,15235,7.1
Summerfield,KS,4933,3.0
Summersville,MO,9142,8.1
Summertown,TN,16607,10.8
Summit,MS,17744,20.2
Summit,SD,4416,7.6
Sumner,MO,3323,3.8
Sunburg,MN,4865,3.9
Sunbury,NC,4865,12.2
Sunbury,PA,41033,7.2
Sundance,WY,3343,5.2
