City,population,minimum_age,maximum_age
Hunter,43356,0.0,84.0
Hunters,8123,0.0,84.0
Huntersville,9202,10.0,84.0
Huntertown,9735,0.0,84.0
Huntingburg,12247,5.0,84.0
Huntingdon,11066,0.0,84.0
Huntingdon Valley,15209,0.0,84.0
Huntington,111149,0.0,84.0
Huntington Beach,30775,0.0,84.0
Huntington Mills,10354,0.0,84.0
Huntington Park,5341,0.0,84.0
Huntington Station,6763,0.0,79.0
Huntington Woods,9328,5.0,84.0
Huntingtown,10023,0.0,84.0
Huntland,13009,0.0,84.0
Huntley,24378,0.0,84.0
Huntly,9073,0.0,84.0
Huntsburg,9013,0.0,84.0
Huntsville,161201,0.0,84.0
Hurdland,7195,0.0,84.0
Hurdle Mills,9596,0.0,84.0
Hurdsfield,7027,5.0,84.0
Hurlburt Field,10831,0.0,84.0
Hurley,51727,0.0,84.0
Hurleyville,6321,0.0,84.0
Hurlock,4793,0.0,84.0
Huron,35688,0.0,84.0
Hurricane,26248,0.0,84.0
Hurricane Mills,6670,0.0,74.0
Hurst,28572,0.0,84.0
Hurt,7697,0.0,84.0
Hurtsboro,9250,0.0,84.0
Huslia,8923,0.0,84.0
Huson,11544,0.0,79.0
Husser,8397,0.0,84.0
Hustisford,7476,0.0,84.0
Hustle,8965,0.0,84.0
Hustler,9397,0.0,79.0
Hustontown,4478,5.0,84.0
Hustonville,8170,0.0,84.0
Hutchins,5967,0.0,84.0
Hutchinson,34477,0.0,84.0
Hutsonville,14087,10.0,84.0
Huttig,8396,0.0,84.0
Hutto,2496,0.0,84.0
Huttonsville,9959,0.0,84.0
Huxford,7461,0.0,84.0
Huxley,9392,0.0,84.0
Hyampom,8422,0.0,84.0
Hyannis,15628,0.0,84.0
Hyannis Port,7263,5.0,84.0
Hyattsville,37647,0.0,84.0
Hyattville,6561,0.0,84.0
Hydaburg,5643,0.0,84.0
Hyde,6456,5.0,84.0
Hyde Park,34009,0.0,84.0
Hyden,8653,0.0,84.0
Hyder,17414,0.0,79.0
Hydes,6593,0.0,84.0
Hydesville,3889,0.0,84.0
Hydetown,9738,0.0,84.0
Hydro,9229,5.0,84.0
Hye,8225,5.0,84.0
Hymera,5878,0.0,84.0
Hyndman,9855,0.0,84.0
Hyrum,11886,0.0,84.0
Hysham,7243,0.0,84.0
Iaeger,7455,0.0,84.0
Ibapah,7766,0.0,84.0
Iberia,10632,5.0,84.0
Icard,8619,0.0,84.0
Ickesburg,6689,0.0,84.0
Ida,20037,0.0,84.0
Ida Grove,5111,0.0,79.0
Idabel,8464,0.0,84.0
Idaho City,5067,0.0,84.0
Idaho Falls,35514,0.0,84.0
Idaho Springs,15196,5.0,84.0
Idalia,15366,0.0,74.0
Idalou,7839,0.0,79.0
Idamay,10871,0.0,79.0
Idanha,3211,0.0,84.0
Idaville,7607,0.0,84.0
Ideal,15859,0.0,84.0
Ider,8547,0.0,84.0
Idledale,13571,0.0,84.0
Idlewild,7574,0.0,84.0
Idleyld Park,9345,5.0,84.0
Idyllwild,6543,0.0,84.0
Ignacio,6402,0.0,79.0
Igo,7868,0.0,84.0
Ihlen,14086,5.0,84.0
Ijamsville,4278,5.0,84.0
Ikes Fork,13214,0.0,84.0
Ilfeld,8084,0.0,84.0
Iliamna,6240,0.0,84.0
Iliff,13269,0.0,84.0
Ilion,6657,5.0,84.0
Illinois City,8432,0.0,84.0
Illiopolis,8907,0.0,84.0
Ilwaco,8428,0.0,79.0
Imbler,6792,0.0,84.0
Imboden,5626,10.0,84.0
Imlay,8792,5.0,84.0
Imlay City,9034,0.0,84.0
Imler,8728,0.0,79.0
Immaculata,8981,0.0,84.0
Immokalee,10291,0.0,84.0
Imnaha,12570,0.0,84.0
Imogene,9491,5.0,84.0
Imperial,39691,0.0,84.0
Imperial Beach,4710,0.0,84.0
Ina,10222,0.0,79.0
Inavale,11309,0.0,84.0
Inchelium,6530,0.0,84.0
Incline Village,9054,0.0,84.0
Independence,164790,0.0,84.0
Index,16968,5.0,84.0
Indiahoma,7378,0.0,84.0
Indialantic,7745,0.0,84.0
Indian,6397,0.0,79.0
Indian Head,15949,0.0,84.0
Indian Hills,5528,0.0,84.0
Indian Lake,7279,5.0,84.0
Indian Lake Estates,10494,0.0,74.0
Indian Mound,11854,0.0,79.0
Indian Orchard,15377,0.0,79.0
Indian River,10884,0.0,84.0
Indian Rocks Beach,9137,10.0,84.0
Indian Springs,11658,0.0,84.0
Indian Trail,5127,0.0,84.0
Indian Valley,20741,0.0,84.0
Indian Wells,15538,0.0,84.0
Indiana,5144,0.0,84.0
Indianapolis,293662,0.0,84.0
Indianola,69342,0.0,84.0
Indiantown,7588,0.0,84.0
Indio,13317,0.0,84.0
Indore,7147,5.0,74.0
Industry,22433,0.0,84.0
Inez,16676,0.0,84.0
Ingalls,24999,0.0,84.0
Ingleside,24297,0.0,84.0
Inglewood,42119,0.0,84.0
Inglis,7861,0.0,79.0
Ingomar,5565,5.0,84.0
Ingraham,5637,0.0,84.0
Ingram,9549,0.0,84.0
Inkom,7519,0.0,84.0
Inkster,13977,0.0,84.0
Inland,8109,0.0,84.0
Inlet,13620,0.0,84.0
Inman,26575,0.0,84.0
Innis,6165,0.0,79.0
Inola,6560,0.0,84.0
Institute,11492,0.0,84.0
Intercession City,8765,0.0,84.0
Interior,7659,0.0,84.0
Interlachen,5754,0.0,84.0
Interlaken,6623,0.0,79.0
Interlochen,8108,0.0,84.0
International Falls,10038,0.0,84.0
Intervale,7720,5.0,84.0
Inver Grove Heights,12345,0.0,84.0
Inverness,51653,0.0,84.0
Inwood,23590,0.0,84.0
Inyokern,5653,5.0,84.0
Iola,23897,0.0,84.0
Iona,17549,0.0,84.0
Ione,29262,0.0,84.0
Ionia,39786,0.0,84.0
Iota,7046,0.0,74.0
Iowa,8448,0.0,84.0
Iowa City,38194,0.0,84.0
Iowa Falls,7243,0.0,84.0
Iowa Park,7769,0.0,84.0
Ipava,6389,0.0,84.0
Ipswich,20127,0.0,84.0
Ira,11136,0.0,84.0
Iraan,7693,0.0,84.0
Irasburg,11301,0.0,84.0
Iredell,9721,0.0,84.0
Ireland,6598,0.0,84.0
Irene,17261,0.0,84.0
Ireton,9494,0.0,84.0
Irma,11462,0.0,84.0
Irmo,7321,0.0,79.0
Iron,8442,0.0,84.0
Iron Belt,6420,0.0,84.0
Iron City,8830,0.0,84.0
Iron Gate,9889,0.0,84.0
Iron Mountain,7418,0.0,84.0
Iron Ridge,9076,0.0,84.0
Iron River,16182,0.0,84.0
Iron Station,9575,0.0,84.0
Irondale,17360,0.0,84.0
Irons,12386,5.0,84.0
Ironside,6518,15.0,84.0
Ironton,23362,0.0,84.0
Ironwood,4849,0.0,84.0
Iroquois,18510,0.0,84.0
Irrigon,14015,0.0,84.0
Irvine,91258,0.0,84.0
Irving,70473,0.0,84.0
Irvington,39063,0.0,84.0
Irvona,13056,0.0,84.0
Irwin,31048,0.0,84.0
Irwinton,6998,0.0,84.0
Isaban,7769,0.0,84.0
Isabel,19949,0.0,84.0
Isabela,11878,0.0,74.0
Isabella,37491,0.0,84.0
Isanti,7570,5.0,79.0
Iselin,7417,0.0,84.0
Ishpeming,12108,0.0,84.0
Islamorada,5583,0.0,84.0
Island,7086,0.0,84.0
Island Falls,5285,0.0,84.0
Island Heights,9235,0.0,84.0
Island Lake,5535,0.0,84.0
Island Park,18472,0.0,84.0
Island Pond,12720,5.0,84.0
Islandia,8245,5.0,84.0
Islandton,7019,0.0,84.0
Isle,5804,0.0,84.0
Isle Au Haut,4554,0.0,79.0
Isle La Motte,6882,0.0,84.0
Isle Of Palms,5348,0.0,84.0
Islesboro,9948,0.0,84.0
Islesford,7984,0.0,84.0
Isleta,5144,5.0,79.0
Isleton,6838,0.0,84.0
Islip,7613,0.0,84.0
Islip Terrace,11413,0.0,84.0
Ismay,11187,0.0,79.0
Isola,9055,0.0,84.0
Isom,9182,0.0,84.0
Isonville,5189,0.0,84.0
Issaquah,20306,0.0,84.0
Issue,9424,0.0,84.0
Italy,5653,0.0,79.0
Itasca,22721,0.0,84.0
Ithaca,38603,0.0,84.0
Itmann,8029,0.0,79.0
Itta Bena,11022,0.0,84.0
Iuka,27232,0.0,84.0
Iva,9611,0.0,79.0
Ivanhoe,47923,0.0,84.0
Ivel,8745,0.0,84.0
Ivesdale,5708,0.0,79.0
Ivins,12451,0.0,84.0
Ivor,6275,0.0,84.0
Ivoryton,5848,0.0,84.0
Ivydale,4613,0.0,79.0
Ixonia,8170,0.0,84.0
Jachin,8862,0.0,84.0
Jack,9358,0.0,84.0
Jackhorn,8145,0.0,84.0
Jackman,9059,0.0,84.0
Jackpot,6523,0.0,84.0
Jacks Creek,7222,0.0,84.0
Jacksboro,18631,0.0,84.0
Jackson,304008,0.0,84.0
Jackson Center,14603,0.0,84.0
Jackson Heights,6806,0.0,84.0
Jackson Springs,8754,0.0,84.0
Jacksonboro,6827,5.0,84.0
Jacksonburg,7811,5.0,79.0
Jacksons Gap,10605,0.0,84.0
Jacksontown,10350,0.0,84.0
Jacksonville,368413,0.0,84.0
Jacksonville Beach,9966,0.0,84.0
Jacob,10138,0.0,84.0
Jacobs Creek,3229,0.0,79.0
Jacobsburg,5310,0.0,84.0
Jacobson,9209,0.0,74.0
Jacumba,7675,0.0,84.0
Jadwin,8405,5.0,84.0
Jaffrey,8963,5.0,79.0
Jal,7210,0.0,84.0
Jamaica,95316,0.0,84.0
Jamaica Plain,7248,0.0,84.0
James City,11399,0.0,84.0
James Creek,9239,0.0,84.0
Jamesburg,9312,0.0,84.0
Jameson,4788,0.0,84.0
Jamesport,13830,0.0,84.0
Jamestown,172052,0.0,84.0
Jamesville,21393,0.0,84.0
Jamieson,8687,0.0,84.0
Jamison,6425,5.0,84.0
Jamul,11823,0.0,84.0
Jane Lew,7273,0.0,84.0
Janesville,32140,0.0,84.0
Jansen,8473,0.0,84.0
Jarales,8894,0.0,84.0
Jarbidge,5924,0.0,84.0
Jaroso,6319,0.0,84.0
Jarratt,6902,0.0,84.0
Jarreau,8683,0.0,84.0
Jarrell,9500,0.0,74.0
Jarrettsville,6310,0.0,79.0
Jarvisburg,12264,0.0,84.0
Jasonville,5088,0.0,84.0
Jasper,112875,0.0,84.0
Java,18261,0.0,84.0
Java Center,7860,0.0,84.0
Jay,28031,0.0,84.0
Jay Em,6155,0.0,84.0
Jayess,5196,0.0,84.0
Jayton,5573,0.0,84.0
Jayuya,5385,0.0,84.0
Jean,12899,0.0,84.0
Jeanerette,7994,0.0,84.0
Jeannette,5026,0.0,84.0
Jeddo,4040,0.0,84.0
Jeff,10219,0.0,84.0
Jeffers,3521,5.0,74.0
Jefferson,131426,0.0,84.0
Jefferson City,29894,0.0,84.0
Jefferson Valley,7310,0.0,84.0
Jeffersonton,11085,0.0,84.0
Jeffersonville,53137,0.0,84.0
Jeffrey,8276,0.0,79.0
Jekyll Island,14767,0.0,84.0
Jellico,4745,0.0,84.0
Jelm,5763,5.0,84.0
Jemez Pueblo,8214,0.0,84.0
Jemez Springs,7383,0.0,84.0
Jemison,10440,0.0,84.0
Jena,6941,5.0,84.0
Jenera,8019,0.0,84.0
Jenison,10091,0.0,84.0
Jenkinjones,9442,0.0,84.0
Jenkins,17917,0.0,84.0
Jenkinsburg,7604,0.0,84.0
Jenkinsville,7957,0.0,84.0
Jenkintown,9123,0.0,84.0
Jenks,7629,0.0,84.0
Jenner,9884,0.0,84.0
Jenners,9091,0.0,84.0
Jennerstown,7237,0.0,79.0
Jennings,30649,0.0,84.0
Jensen,8360,5.0,79.0
Jensen Beach,10243,0.0,79.0
Jeremiah,7123,0.0,84.0
Jericho,11260,0.0,84.0
Jerico Springs,9529,0.0,84.0
Jermyn,13091,0.0,84.0
Jerome,48313,0.0,84.0
Jeromesville,10079,5.0,84.0
Jerry City,5647,0.0,84.0
Jersey,5884,0.0,84.0
Jersey City,51867,0.0,84.0
Jersey Mills,4628,0.0,84.0
Jersey Shore,16094,0.0,84.0
Jerseyville,6862,5.0,84.0
Jerusalem,11981,0.0,84.0
Jesse,7419,0.0,84.0
Jessie,6634,5.0,84.0
Jessieville,12083,0.0,79.0
Jessup,19154,0.0,84.0
Jesup,22632,0.0,84.0
Jet,8930,0.0,74.0
Jetersville,8277,0.0,79.0
Jetmore,10618,0.0,84.0
Jewell,26131,0.0,84.0
Jewell Ridge,8445,0.0,84.0
Jewett,30898,0.0,84.0
Jewett City,8726,0.0,84.0
Jim Falls,7108,0.0,84.0
Jim Thorpe,5664,0.0,84.0
Joanna,8511,0.0,84.0
Joaquin,6060,5.0,84.0
Jobstown,8176,0.0,84.0
Joelton,8012,0.0,84.0
Joes,7625,0.0,84.0
Joffre,4368,0.0,84.0
Johannesburg,22459,0.0,84.0
John Day,4687,0.0,84.0
Johns Island,7766,0.0,84.0
Johnsburg,11128,10.0,84.0
Johnson,26471,0.0,84.0
Johnson City,45109,0.0,84.0
Johnson Creek,6706,5.0,84.0
Johnsonburg,17802,0.0,84.0
Johnsonville,24476,0.0,84.0
Johnston,24174,0.0,84.0
Johnston City,9893,0.0,74.0
Johnstown,90734,0.0,84.0
Joice,10880,5.0,84.0
Joiner,8898,0.0,84.0
Joliet,44334,0.0,84.0
Jolley,6698,0.0,84.0
Jolo,7525,0.0,84.0
Jolon,5414,0.0,84.0
Jonancy,8997,0.0,84.0
Jones,30407,0.0,84.0
Jones Mills,5387,0.0,84.0
Jonesboro,70980,0.0,84.0
Jonesborough,6582,0.0,84.0
Jonesburg,12221,0.0,84.0
Jonesport,3035,0.0,84.0
Jonestown,23496,0.0,84.0
Jonesville,53934,0.0,84.0
Joplin,29081,0.0,84.0
Joppa,23518,0.0,84.0
Jordan,19848,0.0,84.0
Jordan Valley,8907,0.0,79.0
Jordanville,10394,0.0,84.0
Joseph,14505,0.0,84.0
Joseph City,9969,0.0,84.0
Josephine,28255,0.0,84.0
Joshua,12542,0.0,84.0
Joshua Tree,7835,0.0,84.0
Jourdanton,11548,0.0,84.0
Joy,8316,0.0,79.0
Juana Diaz,5802,0.0,69.0
Jud,7928,15.0,84.0
Juda,6502,5.0,84.0
Judith Gap,7178,0.0,84.0
Judsonia,7649,0.0,84.0
Julesburg,8871,5.0,79.0
Juliaetta,10373,0.0,84.0
Julian,31312,0.0,84.0
Juliette,10388,0.0,84.0
Juliustown,6682,0.0,79.0
Jumping Branch,6471,0.0,79.0
Juncos,11672,0.0,84.0
Junction,20676,0.0,84.0
Junction City,68076,0.0,84.0
June Lake,11491,0.0,69.0
Juneau,11693,0.0,84.0
Junedale,6789,0.0,84.0
Juniata,6340,0.0,84.0
Junior,5784,5.0,84.0
Juntura,10347,0.0,84.0
Jupiter,32337,0.0,84.0
Justice,16677,0.0,84.0
Justiceburg,9129,0.0,84.0
Justin,7561,0.0,79.0
Kaaawa,10831,0.0,84.0
Kadoka,8587,5.0,84.0
Kahlotus,9073,0.0,84.0
Kahoka,7446,0.0,84.0
Kahuku,11169,0.0,84.0
Kahului,11532,0.0,79.0
Kaibito,9193,10.0,84.0
Kailua,7263,0.0,84.0
Kailua Kona,8230,0.0,79.0
Kaiser,11502,0.0,84.0
Kake,5629,5.0,84.0
Kaktovik,6193,0.0,84.0
Kalaheo,8225,0.0,84.0
Kalama,7527,0.0,84.0
Kalamazoo,58917,0.0,84.0
Kalaupapa,8375,0.0,84.0
Kaleva,13103,0.0,84.0
Kalida,5857,0.0,84.0
Kalispell,8160,0.0,84.0
Kalkaska,8591,0.0,79.0
Kalona,5224,0.0,84.0
Kalskag,3427,0.0,79.0
Kaltag,7059,5.0,79.0
Kamas,7457,0.0,84.0
Kamiah,5269,0.0,84.0
Kampsville,11360,0.0,84.0
Kamrar,10629,0.0,84.0
Kamuela,5758,5.0,84.0
Kanab,7098,0.0,84.0
Kanaranzi,6947,0.0,84.0
Kanarraville,8554,0.0,79.0
Kanawha,6800,0.0,84.0
Kanawha Falls,10177,0.0,84.0
Kanawha Head,9029,0.0,79.0
Kandiyohi,7227,0.0,84.0
Kane,19558,5.0,84.0
Kaneohe,7108,0.0,84.0
Kaneville,7522,0.0,84.0
Kankakee,6632,5.0,84.0
Kannapolis,15765,0.0,84.0
Kanona,9729,0.0,84.0
Kanopolis,7863,5.0,84.0
Kanorado,8117,0.0,84.0
Kanosh,9043,0.0,84.0
Kansas,30610,0.0,84.0
Kansas City,528411,0.0,84.0
Kansasville,8783,0.0,79.0
Kapaa,7350,0.0,84.0
Kapaau,6957,5.0,79.0
Kaplan,10214,0.0,79.0
Kapolei,10304,5.0,84.0
Karlsruhe,8423,0.0,79.0
Karlstad,8394,0.0,84.0
Karnack,12208,0.0,79.0
Karnak,8854,0.0,84.0
Karnes City,6269,0.0,84.0
Karns City,7668,0.0,84.0
Karthaus,8478,0.0,84.0
Karval,7396,0.0,79.0
Kasbeer,8880,0.0,84.0
Kasigluk,11198,0.0,84.0
Kasilof,11023,0.0,84.0
Kasota,5600,0.0,84.0
Kasson,7227,0.0,84.0
Kathleen,20811,5.0,84.0
Kathryn,10617,0.0,84.0
Katonah,5435,0.0,84.0
Kattskill Bay,6244,0.0,84.0
Katy,30613,0.0,84.0
Kaufman,2402,0.0,79.0
Kaukauna,8814,0.0,84.0
Kaumakani,6681,0.0,84.0
Kaunakakai,7564,0.0,84.0
Kauneonga Lake,9056,0.0,84.0
Kaw City,6753,5.0,84.0
Kawkawlin,7949,0.0,84.0
Kaycee,7442,5.0,84.0
Kayenta,7394,0.0,79.0
Kaysville,8517,0.0,84.0
Keaau,4867,5.0,84.0
Kealakekua,9514,0.0,84.0
Kealia,9772,0.0,84.0
Keams Canyon,5543,0.0,84.0
Keansburg,5625,0.0,84.0
Kearney,27689,0.0,84.0
Kearneysville,5859,0.0,84.0
Kearny,10226,0.0,84.0
Kearsarge,16180,0.0,84.0
Keasbey,7154,0.0,84.0
Keatchie,7502,0.0,79.0
Keaton,4487,0.0,84.0
Keavy,6599,0.0,84.0
Kechi,13787,0.0,84.0
Keedysville,8402,5.0,84.0
Keego Harbor,6267,0.0,84.0
Keeler,8380,0.0,84.0
Keeling,6050,0.0,84.0
Keene,49671,0.0,84.0
Keene Valley,9220,5.0,84.0
Keenes,8032,0.0,84.0
Keenesburg,7420,0.0,84.0
Keensburg,10740,0.0,84.0
Keeseville,27279,0.0,84.0
Keewatin,9171,0.0,79.0
Keezletown,5782,0.0,84.0
Kegley,4695,5.0,79.0
Keiser,9871,0.0,84.0
Keisterville,8489,0.0,84.0
Keithsburg,6387,5.0,79.0
Keithville,9821,0.0,79.0
Kekaha,5181,0.0,84.0
Kelayres,5811,5.0,84.0
Keldron,11730,0.0,84.0
Kelford,5899,0.0,84.0
Kell,3590,0.0,84.0
Keller,35183,0.0,84.0
Kellerton,7076,0.0,84.0
Kelley,8588,5.0,84.0
Kelleys Island,9176,0.0,84.0
Kelliher,9861,0.0,84.0
Kellogg,25401,5.0,84.0
Kelly,30374,0.0,84.0
Kellyton,7463,0.0,84.0
Kellyville,6182,5.0,84.0
Kelseyville,4509,5.0,74.0
Kelso,29816,0.0,84.0
Kemah,8801,5.0,84.0
Kemmerer,7644,0.0,84.0
Kemp,16270,0.0,84.0
Kempner,10441,0.0,84.0
Kempton,20175,0.0,84.0
Kenai,5738,0.0,84.0
Kenansville,15691,0.0,79.0
Kenbridge,9974,0.0,84.0
Kendalia,11427,0.0,84.0
Kendall,24653,0.0,84.0
Kendall Park,10037,0.0,79.0
Kendallville,7092,0.0,84.0
Kendleton,10455,0.0,84.0
Kendrick,6661,0.0,84.0
Kenduskeag,10185,5.0,84.0
Kenedy,8098,0.0,84.0
Kenefic,10322,0.0,79.0
Kenesaw,9959,0.0,84.0
Kenilworth,20771,0.0,84.0
Kenly,4169,0.0,84.0
Kenmare,8690,0.0,84.0
Kenmore,4881,0.0,84.0
Kenna,7976,0.0,84.0
Kennan,7897,0.0,84.0
Kennard,23591,0.0,84.0
Kennebec,12462,0.0,84.0
Kennebunk,6216,5.0,84.0
Kennebunkport,6976,0.0,84.0
Kennedale,7320,0.0,84.0
Kennedy,24158,0.0,84.0
Kennedyville,6312,0.0,84.0
Kenner,9291,0.0,84.0
Kennerdell,9651,10.0,84.0
Kennesaw,12123,0.0,84.0
Kenneth,7348,0.0,84.0
Kennett,6992,0.0,79.0
Kennett Square,5529,5.0,84.0
Kennewick,23854,0.0,84.0
Kenney,8204,0.0,79.0
Keno,12380,0.0,84.0
Kenosha,31632,0.0,84.0
Kenova,5048,0.0,84.0
Kenoza Lake,7064,0.0,84.0
Kensal,10528,0.0,84.0
Kensett,23527,0.0,84.0
Kensington,37614,0.0,84.0
Kent,103252,0.0,84.0
Kent City,7386,0.0,84.0
Kentland,9392,0.0,84.0
Kenton,33770,0.0,84.0
Kents Hill,6831,0.0,84.0
Kents Store,7038,0.0,84.0
Kentwood,9503,0.0,84.0
Kenvil,7018,5.0,84.0
Kenvir,11576,0.0,79.0
Kenwood,8097,5.0,84.0
Kenyon,17508,0.0,84.0
Keo,4320,0.0,84.0
Keokee,9417,0.0,84.0
Keokuk,9894,0.0,84.0
Keosauqua,6880,0.0,84.0
Keota,12965,0.0,84.0
Kerby,6923,5.0,84.0
Kerens,15798,0.0,84.0
Kerhonkson,9245,0.0,84.0
Kerkhoven,7022,5.0,84.0
Kerman,5172,0.0,79.0
Kermit,19383,0.0,84.0
Kernersville,6389,0.0,79.0
Kernville,8935,0.0,84.0
Kerrick,15456,0.0,84.0
Kerrville,17517,0.0,84.0
Kersey,9988,0.0,84.0
Kershaw,6647,0.0,84.0
Keshena,8368,0.0,79.0
Keswick,13263,0.0,84.0
Ketchikan,7717,0.0,84.0
Ketchum,15719,0.0,84.0
Kettle Falls,6202,0.0,84.0
Kettle Island,11341,0.0,84.0
Kettle River,7399,0.0,84.0
Kettleman City,10096,5.0,84.0
Kettlersville,10242,0.0,84.0
Keuka Park,11373,0.0,84.0
Kevil,9731,5.0,84.0
Kevin,16785,0.0,84.0
Kew Gardens,8941,0.0,84.0
Kewadin,9938,0.0,84.0
Kewanee,10979,0.0,84.0
Kewanna,7631,0.0,84.0
Kewaskum,6633,0.0,84.0
Kewaunee,6624,0.0,79.0
Key Biscayne,3348,0.0,84.0
Key Colony Beach,8511,5.0,79.0
Key Largo,11468,0.0,84.0
Key West,8483,0.0,79.0
Keyes,16651,0.0,84.0
Keyesport,6781,0.0,84.0
Keymar,10121,0.0,79.0
Keyport,18366,0.0,84.0
Keyser,12186,5.0,84.0
Keystone,31102,0.0,84.0
Keystone Heights,9076,0.0,74.0
Keysville,13530,0.0,84.0
Keytesville,13687,0.0,84.0
Kiahsville,10572,0.0,84.0
Kiamesha Lake,4349,0.0,84.0
Kiana,11526,0.0,84.0
Kidder,5909,0.0,84.0
Kiefer,6965,0.0,84.0
Kiel,10995,0.0,79.0
Kiester,7384,0.0,84.0
Kihei,9659,0.0,84.0
Kila,6172,0.0,84.0
Kilauea,5900,0.0,84.0
Kilbourne,25628,0.0,84.0
Kildare,6486,0.0,84.0
Kilgore,15070,0.0,84.0
Kilkenny,12670,0.0,84.0
Kill Buck,8388,0.0,79.0
Kill Devil Hills,8444,0.0,84.0
Killawog,5705,0.0,84.0
Killbuck,6045,0.0,84.0
Killdeer,5999,5.0,84.0
Killeen,43225,0.0,84.0
Killen,6996,0.0,84.0
Killington,7604,0.0,84.0
Killingworth,9874,0.0,84.0
Kilmarnock,6043,5.0,84.0
Kilmichael,8845,0.0,84.0
Kiln,5159,0.0,84.0
Kim,5985,0.0,79.0
Kimball,33630,0.0,84.0
Kimballton,10895,0.0,84.0
Kimberling City,7491,0.0,84.0
Kimberly,43606,0.0,84.0
Kimberton,7250,0.0,84.0
Kimbolton,11068,5.0,84.0
Kimmell,6224,0.0,84.0
Kimmswick,13048,0.0,84.0
Kimper,6861,0.0,79.0
Kinard,9375,0.0,84.0
Kinards,7860,0.0,84.0
Kincaid,31776,0.0,84.0
Kincheloe,6849,5.0,84.0
Kinde,11417,0.0,84.0
Kinder,12070,0.0,84.0
Kinderhook,25054,0.0,79.0
Kindred,7516,0.0,84.0
King,14257,0.0,84.0
King And Queen Court Hous,6763,0.0,84.0
King City,15904,0.0,84.0
King Cove,8552,0.0,84.0
King Ferry,8143,0.0,84.0
King George,9906,0.0,79.0
King Hill,9269,0.0,84.0
King Of Prussia,10186,0.0,84.0
King Salmon,7077,0.0,84.0
King William,6797,0.0,84.0
Kingdom City,9970,5.0,79.0
Kingfield,16158,0.0,69.0
Kingfisher,6341,0.0,84.0
Kingman,34141,0.0,84.0
Kings Bay,6728,0.0,84.0
Kings Beach,4746,0.0,79.0
Kings Canyon National Pk,9394,0.0,84.0
Kings Mills,5618,0.0,84.0
Kings Mountain,18438,0.0,84.0
Kings Park,9873,0.0,84.0
Kingsburg,4886,5.0,84.0
Kingsbury,17498,0.0,84.0
Kingsford,10302,0.0,84.0
Kingsford Heights,10702,0.0,84.0
Kingsland,25454,0.0,84.0
Kingsley,28659,0.0,84.0
Kingsport,38534,0.0,84.0
Kingston,142695,0.0,84.0
Kingston Mines,11224,0.0,84.0
Kingston Springs,6701,0.0,84.0
Kingstree,6909,5.0,84.0
Kingsville,44896,0.0,84.0
Kingwood,7106,0.0,84.0
Kinmundy,6890,5.0,84.0
Kinnear,5926,0.0,84.0
Kinney,6517,0.0,84.0
Kinross,9022,0.0,84.0
Kinsale,8223,0.0,84.0
Kinsey,8750,0.0,84.0
Kinsley,7973,5.0,84.0
Kinsman,20910,0.0,84.0
Kinston,22511,0.0,84.0
Kinta,8941,0.0,84.0
Kintnersville,6520,0.0,79.0
Kintyre,11043,5.0,84.0
Kinzers,5907,0.0,84.0
Kiowa,26219,0.0,84.0
Kipling,6377,0.0,84.0
Kipnuk,5543,10.0,84.0
Kipton,7586,5.0,79.0
Kirby,20661,0.0,84.0
Kirbyville,15615,0.0,84.0
Kirk,9278,0.0,84.0
Kirkersville,5152,5.0,84.0
Kirkland,25955,0.0,84.0
Kirklin,4324,5.0,84.0
Kirkman,10296,0.0,84.0
Kirksey,5630,0.0,84.0
Kirksville,6302,0.0,84.0
Kirkville,13206,0.0,84.0
Kirkwood,35717,0.0,84.0
Kiron,5489,0.0,84.0
Kirtland,10301,0.0,84.0
Kirtland AFB,6678,5.0,84.0
Kirvin,4647,10.0,84.0
Kirwin,9769,0.0,84.0
Kismet,8182,0.0,79.0
Kissee Mills,8653,5.0,84.0
Kissimmee,53610,0.0,84.0
Kistler,8022,0.0,84.0
Kit Carson,4402,5.0,84.0
Kite,16435,0.0,84.0
Kittanning,12674,0.0,84.0
Kittery,3947,0.0,79.0
Kittery Point,7849,0.0,84.0
Kittitas,7951,0.0,84.0
Kittredge,4485,0.0,84.0
Kittrell,7306,0.0,84.0
Kitts Hill,6014,0.0,84.0
Kitty Hawk,6398,0.0,79.0
Kitzmiller,10714,0.0,84.0
Kivalina,4271,0.0,84.0
Klamath,5274,0.0,84.0
Klamath Falls,19729,0.0,84.0
Klamath River,9877,5.0,84.0
Klawock,5784,0.0,79.0
Kleinfeltersville,7538,5.0,84.0
Klemme,9729,0.0,84.0
Klickitat,9224,0.0,84.0
Klingerstown,12244,0.0,79.0
Klondike,8869,0.0,84.0
Knapp,7398,0.0,84.0
Kneeland,10006,0.0,84.0
Knickerbocker,9914,0.0,84.0
Knife River,11980,0.0,84.0
Knifley,12335,0.0,84.0
Knightdale,12562,0.0,84.0
Knights Landing,7095,10.0,84.0
Knightsen,10759,0.0,84.0
Knightstown,8301,5.0,84.0
Knightsville,11064,0.0,84.0
Knippa,6265,0.0,84.0
Knob Lick,8178,5.0,84.0
Knob Noster,8031,0.0,84.0
Knobel,6868,0.0,84.0
Knott,5422,0.0,84.0
Knotts Island,13667,0.0,74.0
Knowlesville,9427,0.0,84.0
Knox,26590,0.0,84.0
