City,Employed,Unemployment
Sidney,26625,19.5
Sikeston,17280,6.8
Silver City,26056,33.3
Silver Creek,4177,5.2
Silverton,757,4.7
Simpson,1469,10.0
Singer,14287,5.7
Sioux Falls,98459,4.4
Sitka,4756,3.8
Skagway,676,7.8
Skamokawa,1248,10.6
Skidmore,4929,9.5
Slaterville Springs,49291,5.9
Sledge,4191,12.4
Slinger,72365,4.5
Smartville,25499,14.8
Smelterville,4992,11.8
Smithburg,2831,6.5
Smithfield,80656,8.9
Smithville,18801,22.0
Sneedville,2240,12.1
Snelling,96170,16.2
Snook,7352,7.5
Snyder,7371,3.3
Social Circle,7624,6.9
Soddy Daisy,4739,9.6
Soldier,5302,1.7
Solon Springs,21340,7.0
Somerset,14630,9.5
Somerville,176782,7.2
Sondheimer,1882,19.2
Sonora,1771,4.3
Sorento,7563,6.4
Sour Lake,23933,5.5
South Beloit,131172,11.5
South Bend,123170,8.5
South Fork,309,1.6
South Plains,2600,8.0
South Portsmouth,13500,10.1
South Sioux City,10025,7.4
Southport,16480,4.2
Sparks,1777,10.3
Sparta,18546,23.0
Spearville,16237,6.4
Speedwell,26528,19.5
Spencer,442,3.9
Spirit Lake,8899,3.8
Spiritwood,11144,2.5
Spotsylvania,62469,6.2
Spring Hill,16030,5.6
Spring Lake,135496,6.1
Springdale,102944,6.2
Springfield,334579,39.4
Springport,19488,10.6
Spruce Pine,17404,11.1
Squaw Lake,19970,7.1
Stafford,2108,2.6
Stanardsville,8932,7.4
Stanberry,2989,6.3
Stanchfield,19504,7.3
Stanley,10379,9.3
Stanton,7194,10.5
Staples,5859,5.2
Stapleton,3791,24.4
Star,1887,3.6
Starbuck,5406,4.1
Starkville,19381,13.3
Staten Island,209113,6.9
Statenville,1675,10.1
Statesville,18364,7.2
Statham,32137,10.1
Steamboat Rock,8293,4.9
Steamboat Springs,14060,4.0
Steens,24232,12.6
Stephan,762,1.8
Stephens,10491,10.1
Sterling,212810,12.1
Sterling City,583,0.3
Stet,4010,8.9
Stevenson,20883,10.1
Stewart,26794,10.9
Stilwell,310868,12.4
Stinnett,9347,5.3
Stockport,7751,6.4
Stockton,28008,20.4
Stone Harbor,42881,10.0
Stone Lake,6957,9.8
Stoneville,38380,10.5
Stony Point,162231,16.9
Stowell,15166,7.8
Strafford,14583,6.3
Strandburg,2317,3.1
Strasburg,311498,7.2
Stratford,122291,22.4
Strawn,11291,8.3
Streetman,7868,4.9
Stringtown,4695,8.7
Stuart,61157,9.7
Suamico,130354,6.1
Sudlersville,25305,5.3
Suffolk,39589,8.0
Sugar City,17610,37.2
Sula,17159,8.2
Sulligent,5391,10.2
Sullivan,13048,12.7
Sulphur,86840,8.3
Sulphur Springs,15235,7.1
Summerfield,4933,3.0
Summersville,9142,8.1
Summertown,16607,10.8
Summit,22160,27.799999999999997
Sumner,3323,3.8
Sunburg,4865,3.9
Sunbury,45898,19.4
Sundance,3343,5.2
Sunnyside,82427,6.9
Sunset,31154,6.1
Suquamish,107745,8.0
Surry,3209,10.7
Sutton,40854,9.8
Swanquarter,2326,12.7
Swansea,6455,8.6
Sweet,5789,14.2
Sweetwater,16178,12.5
Sycamore,3158,6.8
Sylacauga,3852,17.0
Sylva,24728,7.3
Symsonia,13051,7.7
Syracuse,149197,6.5
Tacoma,365152,9.2
Tahoka,2409,10.9
Talala,23028,5.3
Tallahassee,140338,10.6
Talmage,8225,4.6
Tannersville,16752,8.0
Taos Ski Valley,14356,10.7
Tappahannock,5211,8.5
Tarpley,9010,4.8
Taylor,37962,28.099999999999998
Taylorsville,54940,17.9
Tea,27623,1.9
Teigen,254,6.6
Tekonsha,56687,10.0
Tell,2600,5.2
Terra Bella,170780,12.0
Terre Haute,47334,8.9
Terrebonne,8167,14.4
Terry,543,8.1
The Dalles,10907,9.0
Thedford,385,0.0
Theodosia,3112,12.6
Thornton,6784,9.5
Three Rivers,4140,4.3
Three Springs,18580,8.1
Tignall,3121,9.3
Tilden,3612,15.7
Tiline,3840,6.7
Tillar,4355,17.7
Timewell,2772,5.4
Timmonsville,25949,15.9
Tioga,4607,4.7
Tippecanoe,9122,6.0
Tiptonville,1840,10.1
Tobias,3734,4.0
Tokio,4767,6.5
Toledo,198398,18.5
Toluca,5651,6.5
Topeka,84199,6.8
Topton,13351,7.3
Torrey,1254,2.1
Tow,7348,5.8
Townsend,2759,4.5
Trade,6048,9.0
Trail City,1900,24.6
Treloar,14863,8.9
Trenton,181881,13.9
Tribune,592,2.1
Trimble,16095,6.6
Trinchera,5903,9.2
Trion,37140,18.4
Tripp,3894,5.1
Trout,5354,6.3
Trout Creek,4091,9.3
Troy,203406,10.2
Truckee,204089,18.1
Trujillo Alto,28059,7.9
Truman,5676,2.9
Trumbull,15783,5.5
Tuckasegee,17567,6.2
Tullahoma,17027,9.5
Tumacacori,17246,11.3
Tunkhannock,13003,7.6
Tununak,6232,17.6
Turkey,1214,11.5
Tuscumbia,10832,8.1
Tuthill,1168,14.7
Tuttle,24086,4.3
Tutwiler,3806,19.0
Twin Lake,69673,11.9
Twin Lakes,4126,5.7
Two Dot,917,3.4
Two Harbors,4870,4.8
Tylerton,8103,8.2
Tyndall,2806,0.9
Tyner,4852,12.7
Tyro,6694,5.7
Tyrone,49795,7.6
Ullin,1935,16.2
Ulysses,1930,1.8
Umpire,5596,8.5
Unalaska,3787,2.1
Underwood,9803,11.0
Union,19623,22.8
Union Point,5952,6.8
Union Star,11311,11.5
Uniontown,25099,7.9
Unionville,92961,16.200000000000003
University Park,10859,8.0
Upland,30726,12.3
Urbana,101720,6.5
Utica,11348,3.6
Utuado,6819,28.8
Valdosta,51298,30.0
Vale,15610,14.2
Vallejo,68587,7.5
Valley Center,239060,6.9
Valley Grove,20291,5.5
Valley Lee,53945,4.8
Valley Springs,31616,20.5
Valley Stream,666184,6.4
Vallonia,19885,7.3
Van,95841,7.2
Van Buren,37580,6.9
Van Horn,1020,6.5
Vanderbilt,16984,13.399999999999999
Vanleer,2997,8.1
Vanzant,4897,9.0
Varnell,45345,10.3
Varnville,7787,11.0
Vaughn,1301,1.2
Vega Alta,48160,55.599999999999994
Venango,1499,1.7
Ventura,22601,4.4
Venus,23527,8.1
Vernal,15359,5.1
Vernon,75669,8.2
Vero Beach,53211,12.2
Verona,11297,5.6
Versailles,12748,4.8
Vevay,4314,9.6
Vian,15545,9.8
Vicksburg,142363,17.1
Victoria,57558,11.0
Victory Mills,113884,6.0
Vidalia,2692,5.4
Vienna,60661,10.2
Vieques,2860,12.2
Villalba,6795,25.9
Villard,18975,4.5
Ville Platte,10978,10.4
Villisca,1994,3.2
Vincent,1211,8.8
Virginia Beach,214968,6.1
Volborg,6196,3.8
Wa Keeney,1684,1.0
Wabeno,3559,10.1
Waco,7274,2.0
Waddy,22601,8.7
Wakefield,12884,9.2
Walden,764,1.5
Walkerton,46864,9.8
Wall,51528,4.7
Walla Walla,26112,6.4
Wallace,25409,16.700000000000003
Walland,56262,7.8
Walnut,57394,34.3
Walsenburg,2211,15.0
Walstonburg,8070,11.9
Walton,16472,4.4
Wanchese,18579,6.4
Wann,4248,8.4
Ward Cove,6655,7.9
Warfield,2445,20.6
Warner Robins,12176,9.5
Warren,58274,22.0
Warsaw,3821,6.0
Wartrace,3045,6.5
Warwick,8633,15.5
Washburn,6792,9.5
Washington,10077,9.3
Washington Court House,12385,8.6
Washougal,4742,8.3
Wataga,21475,7.4
Waterloo,131364,21.7
Waterproof,1636,15.6
Wathena,3790,5.8
Watkins Glen,8125,6.4
Watrous,1166,5.4
Watseka,13533,7.5
Waubun,2222,9.2
Wauchula,9517,11.0
Waucoma,10050,5.1
Waupaca,36371,7.2
Waurika,2497,6.5
Wautoma,6809,7.6
Waverly,27864,10.8
Waxahachie,74703,6.5
Waycross,7262,8.9
Wayland,3210,4.5
Wayne,10668,4.4
Waynesboro,9655,4.9
Waynesburg,9202,10.5
Waynesville,8066,7.7
Waynetown,7533,8.6
Weatherford,56235,6.1
Weaubleau,3020,12.6
Webb,8504,3.8
Webb City,55374,6.0
Webbville,2088,6.2
Webster,4921,5.1
Weinert,2227,6.9
Weirton,10360,6.4
Welch,4844,9.5
Welcome,10273,3.5
Welda,3593,5.9
Wellington,1345,5.2
Wellman,11358,4.2
Wellston,5060,12.0
Wellsville,5126,9.4
Wellton,71622,13.1
Wenden,6386,11.2
West Branch,7661,12.4
West Fargo,94675,3.2
West Harrison,24159,8.1
West Liberty,45727,21.799999999999997
West Monroe,64578,8.0
West Palm Beach,617902,9.5
West Pawlet,30125,6.6
West Point,16414,8.7
West Salem,57471,13.100000000000001
Westcliffe,1390,14.0
Westerville,94424,3.2
Westfield,7457,10.1
Westhope,3369,2.6
Weston,32450,9.4
Westpoint,5703,12.2
Westport,13618,13.0
Wewahitchka,5604,10.2
Wheatland,4133,2.4
Wheelersburg,27592,9.6
White City,87699,10.8
White House,82224,6.0
White Lake,606484,7.5
White Mountain,3654,16.5
White Pigeon,22556,9.7
White Sulphur Springs,14116,7.2
Whitehall,9175,11.399999999999999
Whites City,25620,5.8
Whitewater,1767,6.3
Whiting,19530,5.8
Whitman,3271,2.6
Whitney,14271,8.9
Whitwell,17571,15.7
Wibaux,457,3.0
Wichita,31277,5.6
Wichita Falls,55053,6.1
Wilderville,28510,12.3
Wildorado,8501,5.4
Wildrose,1252,0.7
Wildwood,22298,9.0
Willard,15385,5.5
Williams,66819,13.600000000000001
Williamsburg,78236,54.699999999999996
Williamson,23471,12.4
Williamsville,22336,6.8
Williston,115459,12.0
Willmar,21757,4.8
Willow,2344,4.4
Wilmar,3666,14.2
Wilmington,121487,16.8
Wilmore,995,5.4
Wilmot,3953,4.1
Wilsey,2819,3.2
Wilson,7165,6.5
Wilton,4805,8.8
Wimberley,87233,6.7
Winamac,5831,7.0
Winchester,79806,33.2
Winder,16227,5.0
Windfall,7195,6.2
Winnebago,2483,14.4
Winnemucca,2101,9.5
Winnsboro,20177,15.5
Winona,1399,3.9
Winslow,21853,9.9
Winter Park,814133,18.5
Winters,4292,3.4
Winterville,11393,8.7
Wister,4068,7.8
Witten,2863,2.1
Wolf Point,920,0.8
Woodburn,4504,5.0
Woodbury,16304,8.0
Woodland,146770,27.400000000000002
Woodville,3570,2.9
Woodward,13403,4.7
Worland,6184,10.1
Worthington,9442,3.6
Wray,10897,12.2
Wynne,2472,12.4
Wyoming,27553,5.5
Yabucoa,8083,24.3
Yakutat,375,7.9
Yale,9189,2.9
Yancey,19610,6.6
Yazoo City,2678,26.8
Yeso,619,5.2
Yoakum,16856,10.8
York,217393,7.3
Yorkshire,23649,6.7
Young America,17342,8.7
Young Harris,7291,13.0
Youngstown,103169,9.5
Youngsville,116522,6.3
Ypsilanti,176383,7.4
Yuma,2196,5.1
Zachary,215513,7.6
Zalma,5064,4.0
Zebulon,40735,11.9
Zeigler,15510,10.0
Zenda,3509,5.7
Zwingle,9687,4.4
