City,Hispanic,White,Black,Native,Asian,Pacific
Frederick,8.1,76.0,8.7,0.2,4.2,0.1
Fredericksburg,7.55,61.8,25.4,0.35,1.65,0.05
Fredonia,1.0499999999999998,93.9,3.25,0.2,0.35,0.0
Fremont,22.6,33.0,11.3,0.3,27.5,0.8
French Village,1.4,92.3,4.8,0.3,0.4,0.0
Friendly,0.6,98.1,0.2,0.1,0.0,0.0
Frisco,18.8,62.1,8.7,0.3,7.3,0.1
Fritch,52.6,35.0,2.5,0.4,8.5,0.0
Frost,6.1,92.1,0.3,0.2,0.4,0.0
Fulda,25.3,62.5,3.9,0.2,5.7,0.0
Funk,5.1,93.2,0.2,0.2,0.1,0.1
Gackle,0.8,97.9,0.1,0.2,0.0,0.0
Gadsden,3.6,78.5,15.4,0.3,0.7,0.1
Gainesville,8.9,62.7,19.6,0.3,5.6,0.2
Galax,16.8,76.0,5.6,0.1,0.4,0.0
Galena,3.15,86.9,7.6,0.35,0.5,0.0
Galloway,1.6,89.3,5.8,0.4,0.8,0.0
Gallup,13.9,9.9,0.8,72.3,0.9,0.0
Galt,10.0,88.0,0.4,0.0,0.5,0.1
Galva,3.1,94.3,0.5,0.4,0.1,0.0
Garden,1.0,93.7,0.2,1.9,0.3,0.0
Garden City,67.0,30.9,1.7,0.0,0.0,0.0
Gardiner,2.7,94.2,0.5,0.9,0.1,0.0
Garfield,7.8,56.4,33.4,0.0,0.2,0.0
Garland,23.95,59.55,11.05,0.5,3.1999999999999997,0.0
Garyville,5.3,38.0,54.2,0.1,0.5,0.3
Gasquet,19.1,63.3,2.8,4.8,2.1,0.3
Gastonia,6.3,74.5,15.1,0.4,1.4,0.0
Gates,2.3,60.8,35.0,0.6,0.5,0.0
Gatzke,4.0,94.0,0.3,0.4,0.2,0.0
Gaylesville,1.5,91.7,4.8,0.6,0.3,0.0
Genesee,2.25,92.30000000000001,0.45,2.65,0.65,0.0
Geneseo,5.8,86.8,3.8,0.3,0.3,0.0
Genoa,2.5,97.3,0.1,0.0,0.1,0.1
Genoa City,10.9,85.7,0.9,0.1,0.9,0.1
Georgetown,3.1,62.7,32.5,0.2,0.4,0.0
Georgiana,1.1,54.8,41.8,1.3,0.3,0.0
Gepp,1.2,95.9,0.1,0.4,1.5,0.0
Gettysburg,0.6,97.6,0.0,0.4,0.0,0.0
Gibbon,8.2,89.7,0.4,0.2,0.6,0.0
Gilbertown,0.4,55.9,42.9,0.0,0.0,0.0
Gillette,8.2,87.9,0.8,1.0,0.6,0.0
Gillsville,6.3,88.4,2.6,0.3,1.3,0.0
Gilman,4.6,89.55000000000001,0.55,3.5,0.35,0.0
Gilman City,1.9,95.9,0.8,0.0,0.0,0.0
Girard,1.6,55.0,42.0,0.1,0.0,0.0
Girvin,67.7,26.7,4.2,0.7,0.2,0.1
Gladeville,3.6,86.4,6.7,0.4,1.3,0.1
Glen Allan,1.3,26.4,71.1,0.1,0.7,0.0
Glencoe,4.4,77.8,3.6,4.3,4.2,0.1
Glennallen,4.4,70.1,0.0,14.8,3.2,0.4
Glenrock,7.5,89.1,0.0,0.2,0.9,0.0
Glenwood,2.95,74.2,20.8,0.39999999999999997,0.3,0.0
Gloster,0.1,28.8,70.7,0.0,0.0,0.0
Glyndon,4.1,89.7,1.9,1.1,1.1,0.0
Goessel,2.9,93.6,0.8,0.5,0.2,0.0
Goetzville,1.6,70.7,6.5,14.8,0.9,0.0
Gold Creek,2.5,90.5,0.5,3.8,1.1,0.0
Golden City,2.4,93.3,0.3,1.2,1.2,0.0
Golden Valley,2.2,93.9,0.0,2.9,0.2,0.0
Goldfield,16.0,79.1,0.0,3.7,0.0,0.0
Goldsboro,10.7,54.6,30.9,0.2,1.2,0.0
Good Hope,2.7,88.4,4.7,0.2,2.0,0.0
Goodhue,3.1,92.7,1.1,1.1,0.6,0.0
Goodlettsville,6.1,84.2,7.4,0.4,0.5,0.0
Goodview,1.9,88.4,7.1,0.1,1.2,0.0
Goose Creek,6.1,64.0,24.3,0.5,2.4,0.1
Gordo,1.6,55.2,42.3,0.0,0.1,0.0
Gordon,2.6,57.3,37.8,0.1,0.0,0.0
Gordonsville,4.1,79.4,12.7,0.2,1.0,0.0
Goshen,10.3,79.80000000000001,6.050000000000001,0.1,1.6,0.05
Gosport,0.7,96.6,0.6,0.3,0.2,0.0
Gouldbusk,17.3,78.1,2.4,0.8,0.8,0.0
Gouldsboro,4.95,90.55000000000001,1.85,0.25,1.0,0.0
Gouverneur,2.2,92.2,2.1,0.8,1.0,0.1
Gove,2.1,95.1,1.0,0.1,0.5,0.0
Grace,5.3,94.2,0.1,0.0,0.1,0.0
Graham,6.2,79.15,11.7,0.25,0.85,0.15000000000000002
Granby,4.9,86.9,1.0,2.6,1.4,0.1
Grand Forks,3.7,86.3,2.5,2.6,2.3,0.0
Grand Isle,1.1,94.6,0.7,1.5,0.5,0.0
Grand Ledge,4.5,89.35,2.35,0.39999999999999997,0.85,0.0
Grand Marais,1.7,86.5,0.9,7.4,0.9,0.3
Grand Rapids,8.55,82.94999999999999,4.95,0.2,1.45,0.0
Grand Valley,0.9,97.2,0.5,0.1,0.5,0.0
Granite Falls,5.7,90.0,0.8,1.3,0.2,1.0
Grant,9.1,76.1,9.9,0.3,2.2,0.1
Grants,37.5,20.9,0.9,38.5,0.6,0.1
Grantsville,11.8,83.7,0.6,1.1,0.9,0.5
Granville Summit,1.4,96.2,0.5,0.1,0.6,0.0
Grapeview,8.7,81.9,1.0,2.5,1.5,0.2
Grasston,2.1500000000000004,92.6,1.2,1.65,0.4,0.0
Gravois Mills,2.2,94.7,0.85,0.3,0.35,0.0
Graysville,2.7,91.6,2.7,0.2,1.4,0.0
Greeley,2.0,96.4,0.7,0.0,0.3,0.0
Greeleyville,2.55,39.25,57.1,0.1,0.2,0.0
Green Castle,1.2,97.1,0.4,0.2,0.8,0.0
Green City,18.3,78.9,0.9,0.5,0.6,0.0
Green River,15.8,79.9,0.8,0.2,0.9,0.5
Green Springs,4.8,90.6,2.4,0.1,0.6,0.0
Greenbush,1.4,96.3,0.3,0.2,0.4,0.0
Greene,4.0,90.2,1.3,0.1,2.4,0.0
Greenfield,1.9333333333333336,92.86666666666667,2.4333333333333336,0.10000000000000002,0.7000000000000001,0.0
Greenleaf,24.5,71.6,0.4,0.6,0.8,0.1
Greenmountain,4.65,93.1,1.05,0.4,0.25,0.05
Greensboro,1.4,95.2,0.6,0.5,0.7,0.0
Greensburg,1.8,93.7,2.7,0.1,0.3,0.0
Greenville,2.9,69.32000000000001,24.86,0.28,0.9800000000000001,0.02
Greenwich,1.7,86.2,7.4,0.1,0.7,0.0
Greenwood,5.699999999999999,61.85,28.1,0.42500000000000004,1.55,0.07500000000000001
Grey Eagle,5.5,91.9,0.3,0.4,0.4,0.0
Griffithsville,0.1,98.2,0.5,0.2,0.3,0.0
Grifton,7.1,50.5,39.5,0.3,0.6,0.0
Grimes,57.4,37.5,0.6,1.0,2.0,0.2
Grinnell,3.7,94.4,0.1,1.4,0.0,0.0
Groom,10.7,85.65,0.8500000000000001,1.1,0.15,0.2
Grosse Tete,2.4,47.8,48.0,0.4,0.1,0.0
Groveport,1.3,93.2,3.2,0.2,0.3,0.0
Grover Hill,2.8,94.7,0.9,0.2,0.3,0.0
Groves,18.6,42.9,33.3,0.2,3.5,0.0
Gruver,45.2,53.7,0.1,0.3,0.4,0.0
Guanica,99.5,0.5,0.0,0.0,0.0,0.0
Guayama,99.5,0.3,0.0,0.0,0.0,0.0
Guilford,1.2,95.7,0.3,0.3,0.5,0.0
Gunnison,23.95,72.4,0.4,0.4,0.8500000000000001,0.05
Guntown,1.5,91.0,6.5,0.0,0.2,0.0
Gurabo,99.5,0.5,0.0,0.0,0.0,0.0
Gurley,6.4,90.2,0.2,0.3,1.2,0.0
Guttenberg,2.2,92.1,1.9,0.1,1.3,0.3
Hadley,5.1,84.9,2.6,0.1,5.3,0.0
Hagarville,13.4,81.5,1.5,0.4,1.0,0.2
Hagerstown,3.35,85.15,7.199999999999999,0.15000000000000002,1.2000000000000002,0.0
Hague,6.1,63.5,27.9,0.2,0.5,0.0
Haiku,10.8,31.4,0.6,0.1,26.7,9.6
Haines,1.5,79.6,0.0,6.4,3.0,0.0
Haleyville,2.4,91.8,3.7,0.2,0.3,0.0
Hamer,8.366666666666667,73.10000000000001,15.4,1.1666666666666667,0.10000000000000002,0.06666666666666667
Hamill,0.3,57.7,0.0,37.5,1.0,0.0
Hamilton,7.45,82.525,8.075,0.35,0.35000000000000003,0.2
Hamilton City,39.6,53.7,0.9,1.7,2.5,0.3
Hamlin,1.0,95.6,1.5,0.1,0.3,0.0
Hampshire,2.1,93.5,1.6,0.0,1.9,0.0
Hampstead,2.9,90.4,3.2,0.1,1.7,0.0
Hampton,4.05,67.9,24.75,0.25,1.25,0.0
Hanalei,10.5,30.1,0.6,0.2,33.6,9.1
Hanover,4.775,75.775,10.950000000000001,0.15,5.45,0.025
Hanston,7.3,89.0,0.0,0.0,2.4,0.0
Hardeeville,14.0,40.3,43.8,0.0,0.6,0.0
Hardesty,45.2,47.7,2.2,0.2,2.2,0.0
Hardin,2.75,63.65,0.1,31.400000000000002,0.1,0.0
Harlem,2.6,54.8,41.6,0.0,0.1,0.0
Harold,0.7,97.4,0.8,0.1,0.3,0.0
Harpers Ferry,5.2,84.0,6.8,0.1,1.6,0.0
Harrell,3.5,73.0,22.2,0.1,0.2,0.0
Harrellsville,3.2,33.7,57.9,1.0,0.8,0.2
Harrietta,1.8,95.0,0.6,0.6,0.6,0.0
Harrington,2.9,92.2,0.2,0.9,0.7,0.2
Harrisburg,5.1000000000000005,86.63333333333333,3.3333333333333335,0.5,1.7666666666666666,0.06666666666666667
Harrison,2.2,94.8,0.3,0.7,0.7,0.0
Harrisonburg,11.8,79.65,4.15,0.1,2.4,0.05
Harrisonville,4.2,88.8,3.6,0.4,0.7,0.0
Harrodsburg,2.4,91.6,3.8,0.1,0.5,0.0
Harrold,15.35,71.45,4.8500000000000005,5.1499999999999995,0.5,0.0
Hart,4.3,91.9,0.9,0.7,0.6,0.0
Hartford,3.6,84.0,8.7,0.3,1.2,0.0
Hartland,4.933333333333334,90.96666666666665,0.9333333333333332,0.23333333333333336,1.4666666666666668,0.0
Harvey,4.1,91.1,0.1,0.9,1.45,0.0
Hastings,6.05,85.0,5.6,0.15000000000000002,1.4,0.0
Hatillo,99.3,0.4,0.0,0.0,0.3,0.0
Hattiesburg,2.8499999999999996,66.15,28.3,0.25,1.15,0.0
Haughton,6.4,68.3,21.2,0.6,1.5,0.1
Haviland,5.7,90.5,0.7,0.4,0.7,0.0
Hawkins,1.5,95.9,1.0,0.5,0.4,0.0
Hawkinsville,4.7,59.1,33.6,0.0,0.1,0.0
Hawley,4.0,91.1,3.2,0.2,0.5,0.0
Hawthorne,9.4,71.9,16.2,0.2,0.6,0.1
Hay Springs,4.2,86.2,0.5,2.9,1.8,1.9
Hayes,1.5,89.1,0.0,8.4,0.0,0.0
Hayes Center,7.0,92.7,0.2,0.0,0.0,0.0
Haymarket,21.5,46.3,19.7,0.3,7.7,0.1
Hazelton,0.1,96.8,0.0,0.3,0.5,0.0
Hazen,1.1,85.4,12.3,0.4,0.1,0.0
Head Waters,0.0,99.5,0.0,0.4,0.0,0.0
Healy,6.1,92.4,0.4,0.3,0.0,0.0
Heath,1.6,91.6,3.3,0.1,1.0,0.0
Hebbronville,91.9,6.6,1.2,0.0,0.0,0.0
Hebron,3.9,88.8,2.9,0.2,2.4,0.0
Heflin,2.9,75.2,19.6,0.3,0.2,0.2
Helena,3.5,65.1,28.5,0.0,0.6,0.0
Hemingford,7.699999999999999,87.35,0.05,1.85,0.25,0.05
Hemphill,3.9,86.6,8.8,0.0,0.1,0.0
Henderson,2.2,87.0,7.1,0.1,0.4,0.0
Hendersonville,9.9,83.6,2.9,0.3,1.0,0.1
Henley,2.7,81.8,11.5,0.4,1.1,0.1
Hennepin,5.5,74.2,1.3,7.1,0.4,0.0
Henry,1.9,93.5,0.4,2.5,0.2,0.0
Hensley,1.2,93.1,3.8,0.3,0.5,0.0
Heppner,34.0,62.0,0.4,0.6,0.4,0.1
Hereford,62.1,34.8,0.6,0.1,0.3,0.0
Hernando,5.1,88.9,2.8,0.3,1.6,0.0
Heron Lake,3.2,93.5,0.2,0.1,2.5,0.0
Herron,1.2,96.1,0.5,0.6,0.4,0.0
Herscher,9.6,72.6,14.9,0.2,1.1,0.0
Hershey,8.0,88.9,0.8,0.2,0.5,0.0
Hesperia,14.2,82.6,1.2,0.6,0.3,0.0
Hesston,3.9,92.2,1.0,0.5,0.7,0.0
Hestand,3.0,93.6,2.6,0.0,0.1,0.0
Hickman,2.0,82.5,13.6,0.35,0.15000000000000002,0.0
Hickory,8.8,77.0,8.4,0.3,3.8,0.0
Hicksville,9.5,87.0,1.7,0.3,0.3,0.0
Hico,19.9,76.2,1.4,0.6,0.7,0.0
Hidalgo,1.3,97.4,0.3,0.1,0.1,0.0
Higgins,29.7,66.6,0.3,0.9,0.8,0.0
High Bridge,5.9,86.9,2.4,0.1,3.6,0.2
High Point,6.6,81.3,9.2,0.5,1.3,0.0
High Springs,5.1,87.4,5.8,0.1,0.5,0.0
Hilham,1.8,96.0,0.7,0.0,0.0,0.0
Hill,1.8,93.6,1.1,0.1,1.6,0.0
Hilliard,5.0,65.8,21.1,0.1,4.3,0.0
Hillsboro,3.0,93.6,0.6,1.1,0.3,0.2
Hillsdale,4.3,87.5,4.1,0.1,1.7,0.0
Hilo,12.2,30.8,0.6,0.3,21.4,11.1
Himrod,2.0,95.5,0.9,0.1,0.5,0.0
Hines,1.9,73.4,0.8,20.0,0.9,0.1
Hinsdale,1.75,92.95,1.1,1.5,1.0,0.0
Hitchins,1.2,96.7,0.8,0.2,0.1,0.0
Hiwassee,1.5,91.0,5.8,0.0,0.1,0.0
Hixson,4.9,71.6,19.7,0.1,1.9,0.0
Hobbs,54.5,39.4,3.2,0.7,0.2,0.0
Hobson,1.4,97.3,0.0,1.1,0.0,0.0
Hoffman,1.8,96.2,0.0,0.6,0.3,0.0
Hokah,0.8,96.7,0.3,0.3,0.2,0.0
Holbrook,3.5,94.4,0.0,0.1,0.0,0.0
Holcomb,27.0,63.0,5.95,0.35,2.2,0.0
Holden,6.35,64.4,26.55,1.0,0.35,0.05
Holdingford,1.4,96.3,0.5,0.1,0.5,0.0
Holland,14.85,70.35,10.399999999999999,0.3,1.6500000000000001,0.35
Holly,35.9,61.6,0.4,0.3,0.4,0.0
Holly Ridge,11.6,67.3,14.8,0.6,1.8,0.2
Holly Springs,9.9,61.1,20.4,0.3,6.0,0.0
Holmen,1.7,90.6,1.4,0.4,4.5,0.0
Holt,7.5,71.3,10.8,0.3,5.6,0.0
Holyoke,18.1,78.5,0.1,0.3,0.8,0.0
Homer,1.3,96.5,0.9,0.0,0.2,0.0
Honey Grove,2.9,95.2,0.8,0.1,0.4,0.0
Hooper,45.7,49.3,1.6,1.2,1.0,0.0
Hope,23.066666666666666,63.46666666666667,11.4,0.39999999999999997,0.2333333333333333,0.03333333333333333
Hope Valley,2.8,91.6,1.5,0.8,1.8,0.0
Hopewell,6.8,51.1,38.1,0.0,1.5,0.0
Hormigueros,99.5,0.2,0.1,0.0,0.0,0.0
Hornbeak,3.6,84.0,10.4,0.2,0.3,0.0
Hornell,1.5,93.9,1.5,0.2,1.5,0.0
Horner,1.1,96.7,0.5,0.0,0.3,0.1
Horse Cave,2.9,90.9,4.1,0.3,0.5,0.0
Horseshoe Beach,3.7,85.4,8.6,0.2,0.6,0.0
Hosford,7.2,73.5,16.3,0.4,0.8,0.0
Hoskins,5.3,90.5,3.3,0.2,0.0,0.0
Hosmer,1.3,96.7,0.1,1.3,0.4,0.0
Houma,4.6,67.9,18.4,5.3,0.9,0.3
Houston,22.8,41.7,30.95,0.1,3.45,0.05
Hoven,0.9,92.7,0.0,3.3,1.1,0.0
Howard,2.5999999999999996,93.55,0.8500000000000001,0.9,0.4,0.0
Howells,43.1,54.2,1.6,0.1,0.1,0.2
Hudgins,1.4,86.2,10.3,0.2,0.5,0.0
Hudson,1.2,94.8,2.3,0.0,0.1,0.0
Hughes Springs,8.8,65.8,23.0,0.9,0.0,0.0
Hughesville,3.35,68.15,23.25,0.44999999999999996,2.0,0.05
Hugo,3.9,83.8,4.9,0.6,4.1,0.0
Hugoton,58.3,33.7,3.5,0.7,2.9,0.0
Hulett,2.5,96.8,0.2,0.2,0.1,0.0
Hume,2.1,94.9,0.5,0.6,0.0,0.1
Humeston,2.7,93.1,1.7,0.5,0.7,0.2
Humphrey,1.9,40.5,55.5,0.1,0.8,0.1
Hunnewell,1.1,93.9,2.7,0.7,0.3,0.3
Hunter,1.9,96.2,0.4,0.6,0.7,0.0
Huntersville,12.5,49.1,30.5,0.2,5.1,0.1
Huntley,12.1,82.6,1.3,0.0,2.6,0.0
Huntsville,11.466666666666667,66.1,19.233333333333334,0.3333333333333333,1.4666666666666668,0.03333333333333333
Huron,1.9,97.2,0.0,0.4,0.2,0.0
Hurt,2.4,74.2,21.4,0.1,0.3,0.0
Huson,3.0,90.1,0.5,2.5,1.2,0.1
Hutchinson,10.9,84.4,1.7,0.8,0.5,0.1
Hyannis,5.3,94.7,0.0,0.0,0.0,0.0
Hyde Park,1.5,95.0,0.7,0.6,0.5,0.0
Hydro,16.2,70.7,3.1,2.5,1.4,0.1
Hymera,1.7,92.3,4.5,0.3,0.2,0.0
Idaho Falls,12.4,84.1,0.4,0.4,0.8,0.1
Idlewild,2.5,85.5,7.9,0.5,0.1,0.0
Ignacio,18.5,77.2,0.6,2.1,0.7,0.0
Ilwaco,8.8,83.2,0.3,1.6,1.9,0.2
Imogene,2.5,95.4,0.1,0.5,0.0,0.0
Imperial,81.8,12.6,2.5,0.7,1.4,0.1
Inchelium,4.0,74.1,0.3,15.2,0.1,0.6
Independence,1.6,93.0,3.9,0.2,0.2,0.0
Indiahoma,12.4,57.5,16.3,4.7,2.1,0.5
Indianapolis,9.7,58.1,26.8,0.2,2.4,0.0
Indianola,3.15,58.75,37.050000000000004,0.2,0.4,0.0
Ingalls,14.7,84.7,0.0,0.0,0.1,0.0
Ingram,25.3,70.6,1.6,0.3,0.8,0.1
Interior,2.3,45.0,0.2,48.5,0.5,0.0
Interlochen,2.6,92.8,1.3,1.2,0.7,0.1
Inver Grove Heights,6.4,80.8,5.1,0.2,4.6,0.0
Ione,3.5,89.2,0.2,3.8,0.2,0.3
Iowa,2.1,78.2,17.1,0.5,0.3,0.0
Iowa City,5.2,81.1,5.4,0.2,6.0,0.1
Iron Mountain,1.3,95.9,0.5,0.5,0.6,0.0
Irons,2.8,89.7,2.9,1.9,0.4,0.0
Irvine,0.1,97.9,0.1,0.1,0.0,0.0
Ivins,9.9,85.2,0.6,1.0,0.6,0.8
Jackson,2.4833333333333334,70.93333333333332,23.899999999999995,0.2833333333333334,0.7166666666666667,0.016666666666666666
Jacksonville,14.700000000000001,55.6,26.3,0.16666666666666666,1.633333333333333,0.03333333333333333
Jameson,1.3,96.5,0.9,0.3,0.1,0.0
Jamestown,3.5,91.0,2.55,0.25,1.1500000000000001,0.0
Janesville,8.1,83.8,3.4,0.2,1.2,0.0
Jaroso,64.4,32.1,0.0,0.0,0.8,0.0
Jarratt,3.8,37.5,57.3,0.2,0.2,0.0
Jarvisburg,3.5,87.6,6.0,0.6,0.4,0.0
Jasper,4.05,84.275,8.775,0.525,0.425,0.0
Jayton,17.9,81.5,0.2,0.4,0.0,0.0
Jayuya,99.8,0.2,0.0,0.0,0.0,0.0
Jean,30.0,45.8,10.4,0.4,9.0,0.7
Jefferson,2.8333333333333335,69.33333333333333,26.333333333333332,0.13333333333333333,0.6333333333333334,0.0
Jeffersonville,1.3,94.5,0.4,0.5,0.3,0.0
Jenkinsville,1.9,37.9,57.4,0.0,0.3,0.0
Jennings,2.7,86.7,0.75,5.6,0.2,0.05
Jerome,2.4,89.1,2.3,0.6,3.4,0.0
Jersey,9.1,65.5,23.05,0.05,0.65,0.05
Jersey City,42.8,29.4,11.1,0.1,14.5,0.0
Jesup,6.1,71.1,20.4,0.2,0.1,0.0
Jewett,0.8,95.2,2.1,0.2,0.1,0.0
Johnson,18.9,77.5,1.0,0.55,0.35,0.0
Johnson City,3.233333333333333,91.39999999999999,2.3,0.19999999999999998,1.5666666666666664,0.0
Johnson Creek,6.9,90.2,0.8,0.1,0.7,0.0
Johnston City,2.3,90.7,4.1,0.2,0.9,0.0
Johnstown,1.5,93.0,3.3,0.1,0.5,0.0
Jones,16.1,57.9,14.6,2.6,3.2,0.1
Jonesboro,3.95,52.05,40.15,0.1,1.5,0.0
Jonesville,5.8,88.3,4.5,0.2,0.3,0.0
Jourdanton,62.8,35.0,0.8,0.1,0.3,0.0
Judsonia,4.1,88.6,4.5,0.2,0.6,0.0
Juncos,98.9,0.8,0.2,0.0,0.0,0.0
Junction,24.3,74.8,0.0,0.2,0.0,0.0
Junction City,4.4,91.7,0.5,1.0,0.3,0.0
Juneau,5.25,78.4,1.6,6.25,3.4,0.55
Kadoka,0.0,89.0,0.4,7.7,0.0,0.0
Kahuku,9.2,19.5,2.5,0.1,41.6,8.6
Kansas City,13.066666666666668,69.39999999999999,11.799999999999999,0.39999999999999997,2.6999999999999997,0.20000000000000004
Karbers Ridge,1.8,96.0,0.8,0.1,0.7,0.0
Karnak,2.5,89.1,6.0,0.0,0.4,0.0
Katy,24.0,35.2,20.5,0.2,18.3,0.0
Kaukauna,3.9,88.6,1.1,1.6,3.2,0.0
Kearney,8.3,87.9,1.1,0.2,1.2,0.0
Keatchie,2.7,57.2,37.7,0.7,0.3,0.0
Keenes,2.3,86.2,7.9,0.1,1.1,0.0
Kelley,3.1,85.6,2.3,0.2,6.5,0.0
Kellyton,2.5,69.0,27.4,0.3,0.0,0.0
Kelso,8.3,84.9,0.6,0.9,1.3,0.2
Kemah,23.5,58.2,13.0,0.2,3.3,0.0
Kemp,18.8,68.1,9.3,0.5,0.8,0.3
Kempner,18.7,73.4,3.8,0.3,0.9,0.1
Kenai,3.7,81.7,0.6,7.3,1.3,0.1
Kendrick,3.6,91.5,0.2,2.1,0.4,0.1
Kenilworth,13.0,83.4,0.7,0.5,0.6,0.1
Kennard,9.0,79.3,10.2,0.5,0.2,0.0
Kennedy,3.75,86.75,7.15,0.25,0.55,0.05
Kennett,2.3,69.1,26.8,0.3,0.0,0.0
Kensington,1.9,95.7,0.4,0.0,0.2,0.0
Kent,3.05,88.65,4.85,0.35,1.2,0.05
Kenton,11.2,85.6,0.55,0.45,0.5,0.0
Keo,3.9,87.0,6.1,0.5,0.6,0.1
Keota,3.9,72.1,0.8,16.4,0.4,0.0
Kermit,56.9,39.5,2.6,0.0,0.4,0.0
Kernersville,7.5,52.4,32.8,0.4,4.4,0.0
Kewanee,5.3,91.1,1.7,0.1,0.5,0.0
Kilmarnock,0.5,70.1,28.6,0.5,0.1,0.0
Kinderhook,1.2,95.7,1.2,0.6,0.4,0.0
King And Queen Court Hous,3.3,65.8,26.5,0.8,0.2,0.0
King Ferry,2.7,90.7,4.1,0.3,0.4,0.0
King Salmon,7.1,53.4,0.5,29.0,0.7,0.2
King William,0.8,76.1,19.3,1.1,0.9,0.0
Kingfield,1.2,96.1,0.4,0.4,0.5,0.1
Kingman,8.8,85.2,2.9,0.4,0.5,0.0
Kingsland,2.0,85.0,11.0,0.2,0.1,0.0
Kingsport,1.7,93.8,1.9,0.2,0.6,0.0
Kingston,10.200000000000001,80.33333333333333,2.3333333333333335,2.1666666666666665,0.7000000000000001,0.03333333333333333
Kirksville,2.4,91.5,2.1,0.3,2.2,0.3
Kirkville,9.9,85.6,2.0,0.1,0.9,0.0
Kirkwood,9.0,85.7,2.6,0.2,1.7,0.0
Kissimmee,49.0,36.6,9.7,0.1,2.5,0.1
Kite,0.4,62.2,34.6,0.0,1.8,0.0
Klamath Falls,11.6,79.7,0.8,3.1,1.1,0.2
Klamath River,11.5,78.0,1.4,2.7,1.6,0.3
Klingerstown,3.4,92.2,2.6,0.1,0.5,0.0
Klondike,14.6,73.5,8.4,0.6,1.2,0.0
Knippa,70.2,27.9,0.2,0.5,1.0,0.1
Krakow,2.6,87.4,0.3,7.4,0.5,0.0
Kress,41.7,49.3,6.1,0.3,0.4,0.0
Krypton,0.6,95.9,1.4,0.1,0.6,0.2
Kulm,0.9,95.8,0.3,0.5,0.5,0.0
La Crosse,9.2,84.5,3.2,0.2,1.4,0.1
La Grande,4.4,89.7,0.6,0.8,1.1,1.0
La Junta,31.3,55.8,9.2,2.4,0.7,0.0
La Plata,50.5,47.15,1.3,0.25,0.2,0.0
La Pryor,93.0,6.4,0.4,0.1,0.0,0.0
La Push,5.7,83.8,0.8,4.4,1.4,0.1
Labelle,21.2,60.9,12.5,4.0,0.4,0.0
Lackey,5.5,72.8,13.0,0.2,5.2,0.2
Lacrosse,5.4,80.3,2.1,0.4,7.5,0.2
Lafayette,13.7,78.5,0.8,0.2,4.3,0.0
Lagrange,10.4,86.5,0.3,0.4,0.2,0.0
Lajas,99.9,0.1,0.0,0.0,0.0,0.0
Lake Ann,4.0,90.5,0.6,2.8,0.7,0.0
Lake Benton,1.7,96.9,0.4,0.4,0.2,0.0
Lake Butler,5.3,70.2,21.4,0.4,0.6,0.0
Lake George,2.1,94.6,1.2,0.2,0.9,0.0
Lake Minchumina,1.9,21.8,0.3,69.9,0.5,0.0
Lake Oswego,8.2,83.4,0.8,0.5,4.0,0.3
Lake Placid,18.3,69.2,9.4,0.2,1.5,0.1
Lake Village,5.6,92.3,0.3,0.2,0.4,0.1
Lake Wales,19.2,62.5,14.6,0.2,1.6,0.0
Lakeville,5.2,90.2,1.4,0.1,1.8,0.0
Lakota,1.8,96.1,0.4,0.1,0.4,0.0
Lamar,2.75,54.2,41.95,0.15000000000000002,0.05,0.0
Lamesa,45.6,51.2,2.3,0.6,0.0,0.2
Lamont,2.5999999999999996,94.55,0.30000000000000004,0.3,0.25,0.0
Lampasas,21.3,74.7,2.3,0.7,0.3,0.0
Lancaster,4.9,70.0,22.8,0.4,0.8,0.1
Land O' Lakes,13.1,77.7,4.7,0.3,2.3,0.1
Landrum,6.3,69.2,20.5,0.2,2.2,0.0
Lane City,39.2,46.1,14.2,0.0,0.1,0.0
Lanesville,2.9,88.7,4.9,0.3,1.0,0.0
Lanexa,2.4,79.8,12.2,0.8,0.8,0.0
Langlois,6.3,87.5,0.3,1.9,0.6,0.0
Langtry,80.4,16.9,0.9,0.1,0.4,0.1
Lansing,5.1,92.7,0.7,0.4,0.3,0.0
Laquey,10.3,70.2,11.2,0.8,2.7,0.7
Laredo,95.3,3.7,0.3,0.1,0.6,0.0
Lares,99.6,0.2,0.0,0.0,0.0,0.0
Larose,4.3,77.0,13.3,2.3,0.8,0.0
Las Marias,98.9,1.1,0.0,0.0,0.0,0.0
Las Piedras,99.65,0.1,0.05,0.0,0.0,0.0
Laurel,2.0,95.05,1.1,0.2,0.25,0.0
Lavalette,0.6,97.6,0.4,0.1,0.1,0.0
Lavina,2.1,94.7,0.0,0.0,0.0,0.0
Lawndale,5.8,82.3,5.9,0.4,3.6,0.0
Lawrence,11.95,76.85,3.3499999999999996,1.1500000000000001,3.9000000000000004,0.0
Le Roy,1.1,97.3,0.4,0.1,0.4,0.0
Le Sueur,5.6,91.9,0.5,0.4,0.5,0.0
Leadore,2.9,93.7,0.3,0.5,0.4,0.0
Leakesville,1.0,71.4,25.7,0.2,0.0,0.0
Leakey,20.1,79.5,0.2,0.0,0.0,0.0
Leasburg,3.8,63.85,29.950000000000003,0.45,0.45,0.05
Lebo,2.4,94.0,0.8,1.0,0.6,0.1
Ledger,1.9500000000000002,92.25,0.1,3.05,1.1,0.4
