City,Hispanic,White,Black,Native,Asian,Pacific
Sterling,12.399999999999999,72.15,4.4,0.2,8.3,0.05
Sterling City,45.8,52.5,0.2,0.0,0.0,0.0
Stet,1.3,94.8,1.2,0.0,0.1,0.0
Stevenson,2.7,89.4,3.1,1.1,0.4,0.1
Stewart,1.8,90.1,2.3,0.2,3.3,0.0
Stilwell,6.699999999999999,61.4,2.35,19.4,2.5,0.05
Stinnett,22.0,71.8,2.6,1.0,0.6,0.1
Stockport,3.0,82.3,1.4,0.1,7.9,0.0
Stockton,2.3499999999999996,87.6,7.0,0.1,0.75,0.15000000000000002
Stone Harbor,7.0,85.9,4.6,0.1,1.1,0.0
Stone Lake,2.1,77.8,0.7,16.4,0.4,0.0
Stoneville,5.9,73.0,18.2,0.4,0.5,0.1
Stony Point,10.600000000000001,75.65,8.55,0.1,3.6,0.05
Stowell,20.9,68.4,7.9,0.2,1.3,0.0
Strafford,1.9,94.7,1.3,0.4,0.3,0.1
Strandburg,3.0,96.0,0.7,0.0,0.0,0.0
Strasburg,18.7,62.2,9.9,0.3,5.3,0.2
Stratford,32.26666666666667,59.800000000000004,2.266666666666667,0.5666666666666667,2.966666666666667,0.06666666666666667
Strawn,19.4,76.1,2.4,0.6,0.4,0.0
Streetman,14.4,67.8,15.6,0.5,0.3,0.0
Stringtown,3.4,72.2,3.9,12.2,0.5,0.1
Stuart,12.9,79.4,5.4,0.1,1.1,0.0
Suamico,7.9,82.3,2.1,2.1,3.0,0.0
Sudlersville,3.4,86.8,7.4,0.0,0.8,0.0
Suffolk,3.6,50.2,41.4,0.1,1.4,0.0
Sugar City,18.4,75.45,3.0,0.45,0.75,0.4
Sula,3.2,93.2,0.3,0.8,0.5,0.0
Sulligent,1.4,86.0,11.1,0.3,0.0,0.0
Sullivan,1.5,90.1,6.6000000000000005,0.1,0.2,0.0
Sulphur,2.9,68.7,24.7,0.3,1.3,0.0
Sulphur Springs,16.0,74.4,6.8,0.3,0.7,0.0
Summerfield,2.3,95.3,0.3,0.2,0.3,0.0
Summersville,2.0,91.3,1.8,2.4,0.1,0.0
Summertown,1.9,94.2,1.9,0.2,0.5,0.0
Summit,1.2666666666666666,61.1,24.46666666666667,11.533333333333333,0.26666666666666666,0.0
Sumner,0.8,95.7,2.2,0.1,0.1,0.0
Sunburg,4.1,93.4,1.5,0.3,0.2,0.0
Sunbury,2.4,77.95,18.05,0.25,0.25,0.0
Sundance,3.3,92.2,0.2,0.7,0.5,0.0
Sunnyside,20.0,72.6,1.4,0.6,2.6,0.1
Sunset,1.9,55.1,40.8,0.1,0.4,0.0
Suquamish,7.1,77.7,2.6,1.0,4.7,0.7
Surry,1.6,52.0,44.5,0.2,0.8,0.0
Sutton,4.5,80.8,1.0,5.1,1.4,0.3
Swanquarter,5.3,58.6,35.3,0.4,0.4,0.0
Swansea,3.2,53.3,42.3,0.2,0.0,0.0
Sweet,8.0,88.4,0.0,1.1,0.8,0.2
Sweetwater,3.9,91.5,2.1,0.8,0.3,0.1
Sycamore,1.0,68.2,28.4,0.0,0.1,0.0
Sylacauga,2.1,65.2,30.7,0.1,0.0,0.0
Sylva,3.6,93.4,0.9,0.3,0.5,0.0
Symsonia,1.3,97.0,0.4,0.1,0.3,0.0
Syracuse,21.35,74.80000000000001,0.55,0.25,0.95,0.3
Tacoma,10.0,68.8,6.5,1.0,6.0,1.3
Tahoka,47.3,49.3,1.2,1.5,0.2,0.1
Talala,5.5,74.2,2.6,9.7,1.7,0.0
Tallahassee,6.1,57.7,30.7,0.3,3.2,0.0
Talmage,6.9,90.5,0.1,0.3,0.5,0.0
Tannersville,0.8,94.1,2.9,0.1,0.4,0.0
Taos Ski Valley,56.2,35.9,0.4,5.1,0.8,0.0
Tappahannock,0.5,55.3,41.0,0.8,0.0,0.0
Tarpley,17.5,79.5,1.4,0.2,0.2,0.0
Taylor,1.6666666666666667,73.53333333333335,22.400000000000002,0.19999999999999998,0.9666666666666668,0.03333333333333333
Taylorsville,6.8500000000000005,84.35,6.0,0.2,0.75,0.05
Tea,1.7,94.0,1.0,0.5,0.9,0.0
Teigen,1.4,98.6,0.0,0.0,0.0,0.0
Tekonsha,4.7,79.1,10.7,0.7,1.9,0.0
Tell,20.5,64.3,9.6,1.0,1.3,2.1
Terra Bella,62.4,30.7,1.3,0.7,3.2,0.1
Terre Haute,2.5,86.1,6.1,0.2,1.9,0.0
Terrebonne,19.6,60.6,0.9,15.8,0.8,0.5
Terry,0.8,96.1,0.0,1.1,0.0,0.1
The Dalles,16.5,76.1,0.4,3.6,1.0,0.5
Thedford,0.6,95.4,0.0,0.4,2.4,0.0
Theodosia,1.6,95.9,0.2,0.1,0.0,0.0
Thornton,0.9,96.4,0.9,0.2,1.0,0.1
Three Rivers,36.9,57.0,3.2,0.3,1.2,0.0
Three Springs,1.8,91.2,5.1,0.0,0.5,0.0
Tignall,0.7,65.6,32.6,0.0,0.3,0.0
Tilden,25.5,73.1,0.05,0.95,0.15,0.0
Tiline,1.5,96.3,0.2,0.2,0.4,0.0
Tillar,4.6,46.4,47.8,0.0,0.1,0.0
Timewell,4.2,74.3,16.5,0.0,1.2,0.0
Timmonsville,1.9,55.3,40.6,0.3,0.6,0.0
Tioga,5.8,64.5,0.1,26.5,0.7,0.0
Tippecanoe,4.8,92.5,1.0,0.4,0.5,0.0
Tiptonville,3.8,67.7,26.4,0.3,0.3,0.0
Tobias,3.5,94.4,0.0,0.6,0.2,0.0
Tokio,52.3,42.2,4.7,0.3,0.1,0.0
Toledo,3.75,83.6,9.35,0.2,1.2000000000000002,0.05
Toluca,3.1,95.2,0.6,0.1,0.4,0.1
Topeka,11.5,74.8,7.4,0.7,1.1,0.0
Topton,6.6,89.7,1.1,0.5,0.7,0.0
Torrey,4.8,92.5,0.7,0.6,0.7,0.6
Tow,9.3,87.7,2.2,0.1,0.3,0.0
Townsend,1.6,94.1,0.6,1.4,1.3,0.0
Trade,1.7,92.5,3.9,0.4,0.1,0.0
Trail City,0.9,21.7,0.0,75.6,0.0,0.0
Treloar,3.1,92.2,2.2,0.2,0.5,0.2
Trenton,8.549999999999999,73.75,10.100000000000001,0.65,5.2,0.05
Tribune,22.7,73.6,0.9,0.6,0.3,0.0
Trimble,3.0,80.3,13.3,0.2,0.6,0.0
Trinchera,42.4,52.8,1.7,1.0,0.7,0.0
Trion,3.1999999999999997,87.05,7.6499999999999995,0.2,0.45,0.0
Tripp,2.5,63.3,0.0,30.9,0.2,0.1
Trout,3.9,83.2,11.2,0.7,0.0,0.1
Trout Creek,2.5,90.0,0.1,4.4,0.3,0.0
Troy,5.6,75.80000000000001,10.55,0.15000000000000002,5.050000000000001,0.05
Truckee,11.2,80.1,0.95,0.65,3.95,0.1
Trujillo Alto,99.6,0.4,0.0,0.0,0.0,0.0
Truman,22.1,75.4,0.6,0.2,1.1,0.0
Trumbull,8.6,87.7,0.8,0.1,1.2,0.1
Tuckasegee,5.3,81.0,2.2,8.4,0.9,0.1
Tullahoma,2.8,89.2,3.1,0.5,0.8,0.0
Tumacacori,82.8,15.6,0.2,0.1,1.0,0.1
Tunkhannock,1.8,95.8,0.7,0.0,0.4,0.0
Tununak,1.8,11.3,0.8,80.6,1.2,0.3
Turkey,34.1,57.7,7.1,0.0,0.3,0.0
Tuscumbia,1.7,95.2,0.4,1.0,0.3,0.0
Tuthill,4.1,30.3,1.0,51.5,0.0,0.0
Tuttle,5.3,82.2,2.1,4.6,0.3,0.1
Tutwiler,16.7,36.2,44.8,0.4,1.5,0.1
Twin Lake,5.2,76.9,13.6,0.6,0.5,0.0
Twin Lakes,37.7,59.6,0.1,0.1,0.7,0.0
Two Dot,2.1,94.8,0.0,0.7,0.0,0.0
Two Harbors,1.2,96.3,0.1,0.2,0.0,0.1
Tylerton,3.6,51.7,41.4,0.3,1.1,0.0
Tyndall,4.0,88.0,1.0,4.2,0.5,0.0
Tyner,2.3,71.6,24.3,0.1,0.0,0.1
Tyro,3.5,81.7,13.4,0.2,0.2,0.0
Tyrone,7.0,65.6,20.6,0.3,4.0,0.1
Ullin,1.8,63.5,32.0,0.2,0.2,0.0
Ulysses,30.0,66.2,0.9,0.1,0.3,0.0
Umpire,10.6,66.1,21.8,0.9,0.0,0.0
Unalaska,11.0,27.8,4.6,12.9,36.8,2.4
Underwood,1.7,96.4,0.2,0.1,0.4,0.0
Union,2.7,56.8,36.35,2.9499999999999997,0.1,0.0
Union Point,6.2,55.9,36.3,0.0,0.7,0.0
Union Star,3.9,88.9,3.7,0.3,0.8,0.0
Uniontown,6.6,85.9,1.1,1.4,1.6,0.0
Unionville,3.2,89.3,2.0,0.25,3.1999999999999997,0.0
University Park,1.9,94.4,1.3,0.1,1.1,0.0
Upland,2.8,91.19999999999999,3.3499999999999996,0.15000000000000002,0.44999999999999996,0.0
Urbana,5.5,69.2,12.4,0.1,10.0,0.0
Utica,3.3,90.2,2.0,2.2,0.6,0.2
Utuado,99.6,0.3,0.1,0.0,0.0,0.0
Valdosta,5.45,56.3,35.2,0.1,1.1,0.05
Vale,18.1,77.0,0.5,0.95,0.8500000000000001,0.0
Vallejo,33.3,54.2,2.0,0.2,7.6,0.2
Valley Center,13.7,69.1,9.0,0.7,4.2,0.0
Valley Grove,1.0,92.4,4.2,0.1,0.8,0.0
Valley Lee,4.5,75.6,14.1,0.1,2.7,0.0
Valley Springs,6.65,88.5,0.5,0.8,0.7,0.15
Valley Stream,15.8,62.9,10.9,0.1,8.5,0.0
Vallonia,6.1,90.2,0.8,0.2,1.4,0.0
Van,18.4,61.0,17.7,0.3,1.5,0.1
Van Buren,4.9,90.2,1.3,0.1,1.7,0.0
Van Horn,78.4,19.2,0.4,0.5,0.0,0.1
Vanderbilt,16.15,77.85,3.7,0.4,0.4,0.0
Vanleer,2.1,92.6,2.7,0.5,0.2,0.0
Vanzant,1.1,97.8,0.1,0.3,0.0,0.0
Varnell,33.1,60.5,3.9,0.2,1.4,0.0
Varnville,3.9,41.3,53.8,0.2,0.1,0.0
Vaughn,77.3,17.8,1.6,2.3,0.0,0.0
Vega Alta,98.53333333333335,1.2666666666666666,0.06666666666666667,0.0,0.09999999999999999,0.0
Venango,3.7,95.6,0.1,0.0,0.0,0.0
Ventura,4.2,91.9,1.2,0.2,1.1,0.0
Venus,1.0,96.1,0.8,0.1,0.4,0.0
Vernal,8.0,82.2,0.5,7.0,0.4,0.2
Vernon,7.1,87.7,1.9,0.0,1.8,0.0
Vero Beach,11.8,76.5,8.9,0.2,1.2,0.0
Verona,2.6,81.6,11.9,0.2,1.0,0.0
Versailles,6.6,86.3,4.7,0.0,0.2,0.0
Vevay,0.7,96.6,1.0,0.2,0.2,0.0
Vian,3.7,64.4,1.9,15.6,0.7,0.1
Vicksburg,3.3,63.6,29.150000000000002,0.15000000000000002,1.5499999999999998,0.0
Victoria,25.2,68.5,3.4000000000000004,0.1,1.25,0.1
Victory Mills,2.8,91.7,1.4,0.1,2.4,0.0
Vidalia,1.2,69.4,29.0,0.0,0.0,0.0
Vienna,2.25,95.19999999999999,0.45,0.5,0.45,0.0
Vieques,96.7,2.9,0.0,0.0,0.0,0.0
Villalba,99.7,0.0,0.0,0.0,0.0,0.0
Villard,1.3,96.6,0.6,0.2,0.2,0.0
Ville Platte,2.8,67.5,27.7,0.2,0.1,0.0
Villisca,0.8,97.0,0.7,0.0,0.3,0.0
Vincent,0.5,95.6,1.1,0.2,0.9,0.0
Virginia Beach,7.5,63.1,18.7,0.2,6.3,0.1
Volborg,2.8,93.1,0.4,1.8,0.5,0.0
Wa Keeney,2.2,95.2,0.3,1.1,0.4,0.0
Wabeno,2.0,81.0,0.5,13.9,0.2,0.1
Waco,4.5,92.0,0.9,0.3,0.2,0.2
Waddy,2.9,82.2,10.4,0.2,1.6,0.0
Wakefield,14.4,58.9,16.2,0.7,3.1,0.7
Walden,15.4,83.7,0.1,0.2,0.0,0.0
Walkerton,6.0,80.4,10.8,0.2,0.5,0.0
Wall,37.5,55.7,4.1,0.2,1.3,0.0
Walla Walla,21.0,72.7,1.5,0.5,1.5,0.1
Wallace,12.1,74.55000000000001,12.4,0.15,0.3,0.0
Walland,3.0,91.6,2.9,0.3,0.8,0.0
Walnut,4.6,83.94999999999999,8.55,0.25,0.675,0.05
Walsenburg,34.6,64.2,0.3,0.1,0.2,0.0
Walstonburg,14.7,47.5,35.6,0.5,0.2,0.0
Walton,11.3,83.7,1.6,0.4,0.7,0.0
Wanchese,6.8,87.8,2.2,0.2,0.5,0.0
Wann,2.8,67.4,1.9,19.5,0.3,0.6
Ward Cove,4.8,65.0,0.4,13.6,7.3,0.1
Warfield,1.5,93.2,4.7,0.1,0.0,0.0
Warner Robins,0.6,72.2,25.6,0.0,0.7,0.0
Warren,3.5,89.90000000000002,4.1000000000000005,0.3666666666666667,0.6,0.0
Warsaw,5.0,91.5,1.1,0.0,0.6,0.0
Wartrace,0.4,94.0,3.9,1.1,0.0,0.0
Warwick,3.3,51.0,43.2,0.1,1.2,0.1
Washburn,1.4,96.7,0.6,0.0,0.1,0.0
Washington,1.8499999999999999,92.05,3.8,0.30000000000000004,0.25,0.0
Washington Court House,1.8,93.3,1.9,0.1,0.6,0.0
Washougal,5.7,88.3,0.8,2.1,1.0,0.3
Wataga,5.3,83.9,8.3,0.1,0.8,0.0
Waterloo,2.4,87.63333333333333,7.033333333333332,0.26666666666666666,0.8999999999999999,0.0
Waterproof,1.7,41.7,56.1,0.0,0.0,0.0
Wathena,2.6,90.3,3.7,0.9,0.2,0.0
Watkins Glen,1.7,95.4,0.9,0.2,0.5,0.0
Watrous,82.4,17.5,0.1,0.0,0.0,0.0
Watseka,6.3,90.9,1.3,0.1,0.5,0.0
Waubun,2.9,47.8,0.5,39.2,0.4,0.4
Wauchula,43.0,47.4,7.7,0.3,0.2,0.0
Waucoma,2.2,94.6,1.1,0.2,0.8,0.0
Waupaca,2.9,92.0,0.6,0.4,2.7,0.0
Waurika,9.3,79.0,0.7,6.2,0.1,0.0
Wautoma,2.9,94.6,0.4,0.2,0.5,0.0
Waverly,1.9,94.2,1.55,0.2,0.5,0.1
Waxahachie,24.7,63.9,8.8,0.3,0.6,0.0
Waycross,5.1,83.8,7.8,0.2,0.5,0.0
Wayland,0.3,97.4,0.3,0.4,0.1,0.0
Wayne,7.4,77.1,2.3,6.0,0.2,0.0
Waynesboro,6.7,78.1,11.8,0.1,1.0,0.0
Waynesburg,1.6,94.4,2.7,0.1,0.3,0.0
Waynesville,2.3,95.3,0.5,0.0,0.1,0.1
Waynetown,2.4,95.7,0.4,0.4,0.1,0.0
Weatherford,11.2,84.5,1.7,0.6,0.6,0.0
Weaubleau,1.4,95.6,0.2,0.9,0.3,0.0
Webb,3.0,94.6,0.6,0.1,0.2,0.4
Webb City,7.4,85.1,2.1,1.3,1.1,0.2
Webbville,0.6,96.7,2.4,0.1,0.1,0.0
Webster,1.4,97.0,0.0,0.3,0.2,0.0
Weinert,25.2,68.6,3.3,0.3,1.0,0.0
Weirton,0.8,96.1,1.7,0.1,0.5,0.0
Welch,54.7,37.8,5.6,0.3,0.8,0.0
Welcome,3.9,94.0,0.3,0.2,0.5,0.0
Welda,0.4,95.0,0.1,2.3,0.0,0.0
Wellington,31.4,62.1,3.5,1.9,0.2,0.0
Wellman,5.5,92.0,0.7,0.0,0.5,0.1
Wellston,0.2,97.0,0.4,0.0,0.0,0.0
Wellsville,1.6,94.9,1.4,0.0,0.3,0.2
Wellton,61.1,33.5,1.9,1.0,1.2,0.1
Wenden,25.5,59.9,0.2,12.2,0.8,0.3
West Branch,1.8,95.4,0.3,0.8,0.6,0.0
West Fargo,2.3,88.8,3.1,1.1,2.6,0.0
West Harrison,1.1,96.4,0.8,0.3,0.5,0.1
West Liberty,6.3999999999999995,88.86666666666667,2.1999999999999997,0.16666666666666666,0.7333333333333334,0.03333333333333333
West Monroe,2.1,58.7,37.2,0.3,0.9,0.0
West Palm Beach,20.4,57.6,17.5,0.1,2.5,0.0
West Pawlet,1.3,95.9,0.6,0.2,0.7,0.0
West Point,3.3,91.0,3.0,0.0,0.5,0.0
West Salem,1.35,95.65,1.05,0.1,0.5,0.0
Westcliffe,2.7,91.6,3.0,1.3,0.0,0.1
Westerville,2.3,87.1,3.6,0.1,4.8,0.0
Westfield,3.8,90.6,3.0,0.4,0.4,0.2
Westhope,1.8,92.8,0.9,2.5,0.2,0.0
Weston,25.3,67.8,0.7,2.1,0.8,0.1
Westpoint,1.8,90.7,6.2,0.4,0.2,0.0
Westport,1.9500000000000002,93.4,0.4,2.9,0.8500000000000001,0.0
Wewahitchka,4.8,73.8,17.8,0.6,1.7,0.1
Wheatland,7.7,89.5,0.0,0.1,0.4,0.0
Wheelersburg,1.2,93.6,2.6,0.4,0.4,0.0
White City,11.8,82.4,0.6,0.6,1.0,0.3
White House,4.2,85.9,6.9,0.3,1.3,0.1
White Lake,3.7,73.5,13.8,0.2,6.3,0.0
White Mountain,2.0,16.5,0.7,69.8,1.2,0.2
White Pigeon,3.3,86.9,4.7,1.1,0.8,0.0
White Sulphur Springs,1.3,93.4,2.3,0.0,0.4,0.0
Whitehall,2.55,93.85,0.35,0.85,0.15000000000000002,0.15
Whites City,45.9,50.1,1.3,1.2,0.5,0.1
Whitewater,2.1,85.6,0.0,9.4,0.0,0.0
Whiting,2.1,93.3,0.8,0.3,1.9,0.1
Whitman,2.5,89.3,0.0,1.9,0.3,0.0
Whitney,19.5,72.0,7.0,0.4,0.4,0.0
Whitwell,2.45,89.4,0.85,0.6,0.2,0.0
Wibaux,1.3,98.7,0.0,0.0,0.0,0.0
Wichita,4.4,90.0,2.0,0.8,0.9,0.0
Wichita Falls,17.9,67.1,10.0,0.5,2.0,0.0
Wilderville,6.9,87.8,0.3,1.1,0.7,0.1
Wildorado,69.8,27.8,0.8,0.6,0.3,0.0
Wildrose,0.2,95.5,0.5,1.6,0.9,0.0
Wildwood,5.7,84.1,8.1,0.3,0.7,0.0
Willard,3.1,89.7,4.2,0.3,0.7,0.0
Williams,7.4,74.5,1.0,13.25,1.25,0.05
Williamsburg,7.733333333333334,81.46666666666665,6.516666666666667,0.2833333333333334,1.7,0.0
Williamson,4.2,60.0,32.9,0.4,0.9,0.0
Williamsville,2.1,93.7,0.9,0.2,1.0,0.1
Williston,11.7,72.4,12.4,0.3,1.5,0.0
Willmar,11.6,83.7,2.8,0.3,0.6,0.0
Willow,10.7,76.3,7.1,3.3,0.0,0.0
Wilmar,3.5,65.0,30.7,0.3,0.0,0.0
Wilmington,4.2,84.45,8.6,0.30000000000000004,1.0,0.0
Wilmore,4.3,94.7,0.0,0.0,0.5,0.0
Wilmot,2.8,94.8,0.4,1.7,0.0,0.0
Wilsey,4.3,92.8,0.1,0.1,0.4,0.0
Wilson,1.3,52.8,44.7,0.3,0.1,0.0
Wilton,3.1,73.4,20.7,1.2,0.0,0.0
Wimberley,36.7,56.6,3.4,0.3,1.2,0.1
Winamac,2.8,94.9,0.3,0.1,0.4,0.0
Winchester,6.800000000000001,85.05000000000001,5.125,0.15000000000000002,1.125,0.025
Winder,4.7,85.2,5.3,0.1,3.9,0.0
Windfall,2.6,95.7,0.2,0.0,0.1,0.3
Winnebago,4.3,38.5,0.1,55.1,0.6,0.1
Winnemucca,23.1,66.8,4.7,3.4,0.2,0.6
Winnsboro,11.4,81.75,4.9,0.55,0.3,0.05
Winona,4.5,91.2,0.0,0.6,0.2,0.0
Winslow,3.3,84.1,9.1,0.1,0.8,0.0
Winter Park,23.75,53.75,15.35,0.1,4.6,0.05
Winters,33.6,62.8,2.1,0.4,0.6,0.0
Winterville,4.5,83.9,8.9,0.4,1.2,0.0
Wister,3.2,67.8,1.4,14.9,0.6,0.0
Witten,0.6,82.0,0.1,15.4,0.5,0.0
Wolf Point,1.5,94.7,0.0,3.2,0.3,0.0
Woodburn,11.4,87.9,0.1,0.0,0.5,0.0
Woodbury,8.4,86.5,1.3,0.1,0.5,0.0
Woodland,12.700000000000001,57.29999999999999,22.0,0.3333333333333333,5.233333333333333,0.16666666666666666
Woodville,3.4,89.5,4.2,0.1,0.8,0.0
Woodward,2.3,95.0,0.9,0.2,0.3,0.0
Worland,8.8,87.9,0.44999999999999996,0.9,0.25,0.0
Worthington,1.1,97.4,0.2,0.0,0.3,0.0
Wray,13.9,66.65,18.05,0.0,0.05,0.0
Wynne,0.5,69.5,26.8,0.1,1.1,0.1
Wyoming,1.8,94.2,1.1,0.4,0.8,0.0
Yabucoa,99.8,0.2,0.0,0.0,0.1,0.0
Yakutat,2.6,39.3,1.4,32.2,6.7,1.2
Yale,8.9,81.2,0.2,1.2,7.8,0.0
Yancey,50.8,45.1,2.2,0.4,0.3,0.0
Yazoo City,2.6,22.0,75.1,0.1,0.1,0.0
Yeso,45.1,50.2,0.0,0.0,0.0,0.0
Yoakum,25.55,65.44999999999999,8.15,0.05,0.25,0.0
York,6.4,85.0,5.2,0.1,1.3,0.0
Yorkshire,1.5,93.4,2.5,0.3,0.7,0.0
Young America,13.6,81.8,1.4,0.3,1.4,0.0
Young Harris,2.9,94.3,0.5,0.2,0.8,0.0
Youngstown,5.2,76.9,14.9,0.2,0.8,0.0
Youngsville,4.3,66.6,25.5,0.2,1.6,0.0
Ypsilanti,4.4,71.0,11.9,0.2,8.4,0.0
Yuma,9.3,88.3,0.6,0.6,0.5,0.0
Zachary,3.9,45.9,45.3,0.1,3.2,0.0
Zalma,0.9,96.9,0.2,0.1,0.7,0.0
Zebulon,6.5,52.2,38.0,0.6,0.8,0.0
Zeigler,1.5,96.3,0.5,0.2,0.4,0.0
Zenda,3.0,94.2,0.1,0.9,0.0,0.0
Zwingle,1.3,96.0,0.2,0.1,0.4,0.6
