City,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Endicott,74.9,14.3,0.5,2.3,1.8,6.2,17.7
Energy,80.8,12.2,0.0,2.2,1.1,3.7,23.2
Enfield,82.75,11.05,0.45,2.3,0.8,2.6,24.299999999999997
Engadine,69.6,9.6,1.7,7.1,6.7,5.3,19.5
Englewood,80.1,5.8,0.85,4.65,1.4,7.15,21.9
Englishtown,75.7,7.5,8.0,2.1,1.8,5.0,33.5
Enigma,79.2,13.8,0.3,2.6,1.7,2.4,23.2
Ennice,82.1,10.2,0.1,2.1,0.9,4.6,26.0
Enochs,77.3,6.5,0.0,3.3,7.7,5.3,19.6
Enola,83.8,10.0,0.2,1.6,1.5,3.0,24.5
Enterprise,77.43333333333334,10.966666666666667,0.2333333333333333,4.266666666666667,2.8000000000000003,4.3,25.833333333333332
Epping,80.9,9.6,0.0,4.7,1.0,3.9,18.2
Epps,85.7,8.3,0.1,3.8,0.9,1.1,14.0
Epworth,76.8,13.7,0.0,1.7,2.0,5.8,25.9
Equality,84.4,8.8,0.5,1.6,1.5,3.1,25.8
Erbacon,78.9,10.25,0.15000000000000002,3.8,2.8499999999999996,4.15,28.85
Erick,85.6,10.0,0.1,1.1,0.7,2.4,18.4
Ericson,74.9,5.3,0.5,7.6,1.5,10.2,11.3
Erie,81.3,11.2,0.2,2.5,1.9,2.8,16.6
Erlanger,83.6,8.7,2.3,1.7,0.8,2.9,23.3
Escalante,80.3,6.1,0.0,4.8,2.0,6.8,13.1
Esom Hill,86.5,8.8,0.4,1.0,1.5,1.8,25.9
Essex,79.3,9.0,4.8,1.9,1.3,3.7,29.1
Essig,78.0,7.6,0.6,5.2,1.3,7.3,14.3
Ethan,72.7,11.0,0.1,5.1,3.1,7.9,17.1
Ettrick,81.3,8.7,0.2,3.9,1.4,4.6,21.4
Eudora,83.8,8.65,0.75,2.05,3.2,1.55,19.45
Eufaula,84.8,8.1,0.8,1.7,0.6,4.0,26.1
Eupora,83.2,10.1,0.5,0.7,3.0,2.5,29.7
Eutaw,82.1,9.3,0.8,3.4,2.1,2.3,30.5
Evans,85.3,9.9,0.3,2.9,0.6,1.0,31.4
Evansville,81.05000000000001,9.25,1.35,2.85,1.35,4.15,20.05
Evant,73.3,13.7,0.3,7.4,2.3,3.0,21.0
Everson,73.6,9.3,2.8,5.0,2.9,6.4,20.4
Everton,76.0,12.8,0.2,3.6,0.7,6.7,26.0
Ewing,85.5,9.7,0.4,1.4,1.0,2.0,28.0
Fairbanks,74.0,14.3,1.5,3.6,3.3,3.4,19.2
Fairbury,81.5,10.1,0.1,3.5,1.6,3.1,20.2
Fairfax,70.2,8.2,10.7,4.5,0.8,5.5,31.0
Fairfield,77.66666666666667,9.766666666666666,0.43333333333333335,4.7,1.6666666666666667,5.833333333333333,21.26666666666667
Fairmont,84.55,8.95,0.5,2.2,0.8,3.05,20.15
Fairplay,72.5,13.5,1.3,1.1,0.5,11.1,42.4
Fairview,84.8,6.9,0.0,2.2,2.9,3.3,21.9
Faith,66.3,5.9,0.4,6.2,1.6,19.6,13.4
Falfurrias,84.0,10.8,0.1,2.0,0.1,3.1,20.3
Fall Branch,86.2,6.3,0.3,1.1,2.1,3.9,20.6
Fallon,81.8,11.0,0.1,2.2,1.5,3.4,19.3
Falls Church,57.0,7.9,22.2,3.0,2.6,7.3,29.4
Falmouth,78.0,12.5,0.2,3.0,1.3,4.9,22.2
Fannin,76.8,14.3,0.0,2.9,0.0,6.0,28.0
Fanwood,69.0,7.7,10.5,3.2,5.9,3.7,30.7
Farber,79.2,10.0,0.7,3.4,2.7,4.1,19.3
Faribault,72.5,7.5,0.7,4.1,2.1,13.2,22.7
Farina,82.4,9.3,0.8,1.8,1.7,4.0,22.7
Farmersville,87.0,7.0,0.4,1.9,0.5,3.2,24.3
Farmington,84.5,9.2,0.3,1.9,1.2,2.9,23.1
Farmland,84.1,8.0,0.3,2.2,1.1,4.2,22.9
Farnsworth,80.6,14.1,0.0,2.2,1.0,2.1,16.5
Federalsburg,80.80000000000001,10.35,0.9,2.2,2.0,3.65,28.85
Felt,72.6,16.8,0.9,2.2,1.5,6.0,28.8
Ferdinand,85.9,8.2,0.1,1.2,1.0,3.6,27.1
Fernandina Beach,80.9,11.4,0.2,1.5,2.8,3.1,29.0
Fernley,80.3,13.4,0.2,1.0,1.9,3.2,31.6
Fernwood,76.5,9.5,0.9,6.5,2.7,3.9,23.3
Ferriday,86.6,5.7,0.4,3.3,1.9,2.0,22.1
Fertile,81.6,8.3,0.5,3.3,1.2,5.1,17.6
Festus,79.5,14.6,0.7,1.2,0.2,3.7,25.3
Fieldton,79.7,10.5,0.0,4.0,2.5,3.3,15.6
Firebaugh,76.9,12.8,1.3,1.9,2.9,4.2,22.1
Fischer,80.5,9.2,0.1,1.1,1.4,7.6,30.3
Fish Camp,68.4,9.3,2.9,6.9,3.5,9.0,33.1
Flandreau,71.8,5.6,0.0,12.1,2.5,7.9,19.2
Flemington,79.9,10.0,0.1,3.5,1.0,5.6,24.9
Fletcher,82.2,12.8,0.5,0.8,1.2,2.4,35.5
Flintville,84.3,11.6,0.4,1.1,0.5,2.1,28.1
Florence,85.5,6.800000000000001,0.55,0.8999999999999999,1.5,4.800000000000001,21.700000000000003
Florida,77.4,13.8,0.9,3.3,4.6,0.0,27.6
Fluker,79.4,13.1,0.5,1.5,2.7,2.9,31.0
Flushing,85.3,8.7,1.2,1.2,0.8,2.9,25.6
Folkston,75.6,16.2,0.3,0.9,2.7,4.3,28.4
Fond Du Lac,81.8,9.1,0.3,3.6,1.4,3.7,20.2
Fontana Dam,80.0,13.5,0.0,1.9,0.0,4.5,24.2
Ford,75.2,12.3,0.8,3.5,1.7,6.4,28.1
Forest,84.2,10.0,1.2,0.1,2.0,2.5,29.4
Forest City,80.63333333333333,11.1,0.13333333333333333,2.733333333333333,1.1666666666666667,4.266666666666667,22.833333333333332
Forest Hill,81.4,11.7,0.0,1.6,0.7,4.7,29.8
Foristell,83.9,11.2,0.4,0.6,1.1,2.8,34.1
Forrest City,75.9,12.6,0.1,8.3,1.2,1.9,20.7
Fort Bragg,73.7,10.9,0.5,5.5,1.9,7.5,18.9
Fort Buchanan,82.0,8.2,2.9,2.0,1.2,3.6,26.4
Fort Collins,75.1,8.5,1.2,2.8,5.2,7.2,22.6
Fort Davis,64.4,17.2,0.0,4.0,0.4,14.0,20.9
Fort Johnson,82.7,10.3,0.6,1.8,1.4,3.2,24.1
Fort Lauderdale,79.5,9.4,3.1,1.2,2.0,4.9,27.8
Fort Morgan,73.9,16.6,0.1,4.4,1.0,4.0,17.7
Fort Pierce,79.2,11.7,0.5,0.9,2.0,5.6,27.4
Fort Plain,79.0,10.3,1.3,3.8,2.2,3.3,24.0
Fort Scott,82.6,8.8,0.2,2.5,0.4,5.4,17.9
Fort Stewart,83.5,9.4,0.2,4.1,2.1,0.6,20.6
Fort Valley,81.95,12.45,0.75,1.35,0.75,2.7,29.450000000000003
Fort Wayne,84.5,8.4,0.7,1.3,1.1,4.0,20.8
Fortine,77.7,11.0,1.0,3.6,2.1,4.5,18.9
Fortuna,72.3,9.4,1.7,6.7,2.8,7.2,18.1
Fouke,85.8,10.4,0.3,1.3,0.8,1.5,19.5
Fountain,81.63333333333334,9.133333333333333,0.9666666666666668,2.5,2.033333333333333,3.8000000000000003,21.099999999999998
Fountaintown,83.5,10.8,0.2,1.4,1.4,2.7,23.7
Fowler,78.95,10.350000000000001,0.3,4.1,1.35,4.9,15.6
Francis,86.6,7.1,0.5,2.4,1.0,2.5,17.4
Frankfort,79.3,15.1,0.0,1.1,1.6,2.9,23.2
Franklin,82.42222222222223,10.388888888888891,0.3111111111111111,2.0444444444444447,0.9888888888888887,3.8333333333333335,26.977777777777774
Frankston,79.4,14.6,0.1,1.2,0.7,3.8,28.5
Frazer,76.1,9.5,0.5,5.6,0.9,7.3,18.7
Frederick,76.9,10.7,2.9,2.1,1.1,6.3,34.9
Fredericksburg,76.5,11.45,2.1,4.050000000000001,1.2,4.7,30.8
Fredonia,73.4,9.45,0.1,8.15,0.6499999999999999,8.25,18.55
Fremont,63.6,9.9,13.6,3.7,3.5,5.6,30.7
French Village,83.4,13.4,0.0,0.8,1.1,1.3,23.7
Friendly,86.1,8.5,0.2,3.4,0.2,1.7,28.6
Frisco,80.9,9.3,1.0,1.2,1.3,6.2,28.1
Fritch,75.7,18.6,0.4,1.7,1.9,1.6,16.4
Frost,78.5,8.5,0.3,4.4,1.0,7.3,18.7
Fulda,71.5,16.9,0.3,3.6,3.3,4.3,17.7
Funk,81.0,8.7,0.0,3.8,1.8,4.7,14.3
Gackle,70.1,6.1,0.0,10.4,1.1,12.3,17.9
Gadsden,86.2,8.7,0.3,0.4,0.5,3.8,23.4
Gainesville,74.2,9.0,4.5,3.3,4.8,4.1,20.6
Galax,87.2,9.6,1.0,1.2,0.4,0.6,23.2
Galena,74.30000000000001,11.5,0.85,4.6,1.25,7.449999999999999,27.200000000000003
Galloway,84.2,9.4,0.2,1.2,1.1,3.9,24.9
Gallup,72.7,11.2,0.4,3.5,1.8,10.4,22.1
Galt,77.8,10.9,0.3,4.8,2.5,3.7,15.0
Galva,80.7,10.1,0.1,2.8,0.7,5.5,16.8
Garden,81.6,10.5,0.6,2.7,1.3,3.3,18.6
Garden City,84.0,10.9,0.0,2.6,1.2,1.3,16.6
Gardiner,67.0,13.7,1.8,5.3,2.1,10.0,24.2
Garfield,70.7,25.3,0.0,2.0,0.0,2.0,21.6
Garland,77.95,13.3,1.7999999999999998,1.55,1.65,3.75,24.85
Garyville,86.8,9.5,0.1,0.8,1.7,1.1,27.6
Gasquet,74.8,12.9,0.6,3.5,2.3,5.9,14.1
Gastonia,85.0,10.0,0.5,0.8,0.8,3.0,24.5
Gates,90.2,6.0,0.1,1.8,0.6,1.4,24.9
Gatzke,76.6,11.1,0.5,3.0,1.5,7.3,23.3
Gaylesville,83.9,12.1,0.2,0.6,0.7,2.5,27.4
Genesee,79.4,10.55,0.25,3.9000000000000004,1.55,4.4,20.25
Geneseo,76.8,11.5,0.0,5.4,2.1,4.3,15.7
Genoa,78.6,9.7,0.0,4.2,0.7,6.8,20.4
Genoa City,81.3,8.7,0.7,3.4,1.6,4.2,24.4
Georgetown,83.7,8.3,0.6,1.3,2.0,4.2,25.2
Georgiana,89.5,6.8,0.2,1.0,0.7,1.7,24.3
Gepp,82.4,11.3,0.1,1.6,0.9,3.7,27.4
Gettysburg,70.9,8.0,2.3,4.5,0.4,14.0,14.4
Gibbon,77.6,9.5,0.4,3.8,0.5,8.2,24.9
Gilbertown,85.5,10.3,0.1,1.9,1.4,0.8,30.7
Gillette,81.1,10.4,2.4,1.4,2.6,2.2,20.2
Gillsville,84.1,9.0,0.4,1.6,0.8,4.2,30.4
Gilman,78.5,11.65,0.2,2.9000000000000004,1.15,5.65,24.4
Gilman City,80.2,9.4,0.1,4.3,1.8,4.2,18.8
Girard,84.4,9.8,0.5,3.0,1.2,1.3,30.7
Girvin,81.8,13.5,0.3,2.2,0.7,1.4,17.6
Gladeville,85.8,7.4,0.9,0.6,0.6,4.7,28.9
Glen Allan,86.0,9.8,0.4,1.2,0.8,1.8,16.8
Glencoe,76.8,11.2,1.3,4.8,2.8,3.0,17.5
Glennallen,63.2,9.9,0.6,16.5,3.0,6.7,9.6
Glenrock,77.9,9.7,4.2,2.0,1.4,4.8,24.2
Glenwood,85.6,7.4,0.1,4.15,0.39999999999999997,2.4,25.95
Gloster,80.4,10.9,0.1,5.9,0.4,2.2,36.5
Glyndon,78.7,8.2,0.9,5.4,1.6,5.2,18.6
Goessel,76.6,9.8,0.0,6.4,0.8,6.4,18.7
Goetzville,76.9,12.4,0.8,5.1,1.3,3.5,16.9
Gold Creek,71.9,9.9,0.2,6.0,1.0,10.9,18.3
Golden City,81.6,8.6,0.3,3.9,1.1,4.6,21.5
Golden Valley,75.4,12.3,0.3,4.8,2.5,4.6,18.1
Goldfield,68.1,8.5,0.0,14.5,3.9,4.8,21.9
Goldsboro,81.3,13.8,0.4,1.3,0.9,2.2,21.9
Good Hope,78.0,7.9,1.1,8.0,1.8,3.3,14.9
Goodhue,80.6,8.3,1.0,3.8,1.2,5.1,23.5
Goodlettsville,82.0,10.2,0.6,1.4,2.0,3.7,28.9
Goodview,83.3,9.9,0.4,0.8,1.6,4.0,27.5
Goose Creek,83.3,8.7,0.8,3.0,1.2,3.0,26.1
Gordo,82.3,11.4,0.5,1.6,0.5,3.6,29.9
Gordon,87.0,8.3,0.2,1.2,1.2,2.2,24.1
Gordonsville,80.0,12.2,1.2,1.2,1.5,3.8,40.4
Goshen,79.94999999999999,8.35,2.65,2.15,1.65,5.25,28.0
Gosport,80.0,12.6,1.3,2.2,1.7,2.1,32.0
Gouldbusk,86.5,7.2,0.1,1.5,2.0,2.8,25.8
Gouldsboro,75.4,11.95,1.0,4.65,1.55,5.5,22.200000000000003
Gouverneur,76.9,9.4,0.4,6.7,1.8,4.7,20.9
Gove,66.5,11.6,0.0,9.6,1.7,10.6,12.4
Grace,75.7,15.9,0.0,4.0,0.1,4.2,16.9
Graham,84.55,9.85,0.25,1.15,1.75,2.5,23.299999999999997
Granby,80.7,12.0,0.1,1.7,1.4,4.1,21.4
Grand Forks,81.5,8.2,1.0,3.8,1.4,4.1,13.9
Grand Isle,79.0,11.5,0.1,3.2,1.7,4.4,17.6
Grand Ledge,82.3,10.0,0.85,1.9,0.85,4.050000000000001,25.25
Grand Marais,69.8,10.4,0.4,10.1,0.8,8.5,16.9
Grand Rapids,84.6,8.1,1.15,1.65,1.4,3.1999999999999997,21.549999999999997
Grand Valley,81.5,9.0,0.4,4.5,1.8,2.8,20.5
Granite Falls,79.8,8.9,0.9,3.4,1.1,5.9,17.3
Grant,82.2,8.3,0.6,1.1,2.7,5.0,24.2
Grants,71.9,17.5,0.4,1.9,2.0,6.3,21.3
Grantsville,71.7,18.0,3.0,1.8,1.7,3.9,29.3
Granville Summit,80.4,9.1,0.3,5.6,1.1,3.5,22.9
Grapeview,77.0,15.1,1.4,1.5,1.3,3.7,31.4
Grasston,78.5,12.3,0.44999999999999996,2.5,1.65,4.55,31.2
Gravois Mills,75.35,14.25,0.25,2.3499999999999996,2.95,4.75,22.35
Graysville,87.5,7.9,0.3,0.6,1.2,2.6,22.7
Greeley,73.1,9.0,1.0,5.5,0.5,10.9,21.7
Greeleyville,80.1,13.35,1.1,1.6,1.1,2.75,30.55
Green Castle,78.7,9.8,0.0,1.5,0.6,9.4,20.8
Green City,72.6,17.0,0.2,3.5,1.2,5.6,16.8
Green River,77.2,15.4,2.4,2.4,0.9,1.6,21.0
Green Springs,85.3,7.1,0.3,3.9,1.2,2.3,21.0
Greenbush,81.1,9.1,0.4,2.7,2.1,4.6,22.1
Greene,86.1,8.5,1.2,1.0,0.4,2.7,24.5
Greenfield,80.26666666666667,9.799999999999999,0.8333333333333334,3.3666666666666667,1.3666666666666665,4.366666666666667,25.933333333333334
Greenleaf,78.0,11.1,0.3,1.4,2.6,6.6,24.0
Greenmountain,81.65,10.75,0.0,2.65,0.65,4.35,25.95
Greensboro,76.8,9.7,0.3,4.9,1.1,7.2,24.5
Greensburg,84.3,8.9,0.5,2.6,0.8,2.9,22.7
Greenville,83.3,11.12,0.22000000000000003,1.5400000000000003,0.68,3.18,27.26
Greenwich,84.6,8.9,0.9,2.0,0.7,2.9,21.4
Greenwood,84.775,9.524999999999999,0.7000000000000001,1.5250000000000001,1.025,2.475,22.049999999999997
Grey Eagle,75.4,10.7,0.3,4.1,1.7,7.8,23.5
Griffithsville,81.9,10.7,0.1,2.8,3.0,1.7,33.9
Grifton,77.8,16.6,0.8,2.4,0.5,1.9,21.5
Grimes,76.8,14.6,0.3,2.3,1.1,4.9,22.6
Grinnell,80.5,7.6,0.0,5.1,1.4,5.4,12.2
Groom,82.45,10.05,0.1,1.25,0.8,5.35,22.55
Grosse Tete,84.1,10.1,0.5,2.1,1.8,1.5,25.1
Groveport,86.4,8.2,0.1,1.4,0.6,3.3,27.7
Grover Hill,84.2,9.3,0.1,2.2,1.6,2.5,19.1
Groves,87.5,8.0,0.7,1.2,1.1,1.6,19.5
Gruver,83.6,10.4,0.0,0.9,3.0,2.1,14.8
Guanica,82.94999999999999,9.65,0.75,2.7,0.8,3.1,22.25
Guayama,85.7,7.9,0.8,2.7,1.4,1.6,23.2
Guilford,80.4,7.8,0.3,4.3,0.9,6.3,24.4
Gunnison,62.15,13.3,1.5,10.45,6.75,5.800000000000001,16.25
Guntown,85.8,10.7,0.4,0.3,0.5,2.2,24.5
Gurabo,89.6,5.7,0.5,2.3,0.9,1.1,34.5
Gurley,82.0,11.5,0.0,1.7,1.4,3.4,12.7
Guttenberg,82.1,7.7,1.0,3.8,0.9,4.4,16.9
Hadley,70.9,6.5,3.4,9.2,2.1,7.8,23.0
Hagarville,81.8,10.7,0.2,1.7,0.7,4.9,20.4
Hagerstown,82.85,8.65,0.8,2.4000000000000004,1.5,3.8,23.799999999999997
Hague,74.0,11.3,0.4,5.0,2.1,7.3,42.5
Haiku,71.0,13.8,2.5,3.4,3.2,6.1,21.3
Haines,58.5,15.4,1.6,8.1,9.0,7.4,8.2
Haleyville,84.9,9.7,0.2,0.9,1.5,2.8,23.9
Hamer,75.8,16.266666666666666,0.8333333333333334,1.4666666666666666,1.3333333333333333,4.3,24.933333333333334
Hamill,73.8,8.9,0.7,4.3,1.3,11.0,13.7
Hamilton,79.42500000000001,12.55,0.25,3.875,0.8500000000000001,3.0749999999999997,21.75
Hamilton City,76.2,12.3,0.3,3.6,2.1,5.5,21.8
Hamlin,86.0,8.6,0.2,1.1,0.5,3.6,24.8
Hampshire,74.9,16.5,1.0,0.4,3.6,3.7,27.2
Hampstead,84.7,8.0,1.0,1.2,0.6,4.5,35.2
Hampton,81.4,7.35,1.4,3.9,1.35,4.65,20.049999999999997
Hanalei,78.1,10.2,1.0,3.2,1.3,6.1,22.4
Hanover,81.44999999999999,7.85,3.175,1.875,1.175,4.5,29.125
Hanston,77.1,9.6,0.0,6.2,1.5,5.6,16.9
Hardeeville,72.7,19.9,0.3,2.5,1.1,3.6,28.4
Hardesty,75.1,19.8,0.0,2.6,1.0,1.6,17.5
Hardin,71.5,13.65,0.55,3.2,1.75,9.3,30.15
Harlem,83.4,9.6,0.0,0.5,3.7,2.8,25.7
Harold,85.1,11.0,0.1,1.6,0.5,1.7,24.6
Harpers Ferry,76.8,12.1,2.5,2.9,0.6,5.0,38.9
Harrell,85.4,7.8,0.3,2.6,0.9,3.0,26.7
Harrellsville,86.3,8.0,0.6,2.9,0.8,1.4,23.6
Harrietta,81.7,9.9,0.2,2.8,1.3,4.1,20.7
Harrington,72.6,8.0,0.2,5.7,3.8,9.7,24.0
Harrisburg,72.03333333333335,10.799999999999999,0.5,5.633333333333334,1.3333333333333333,9.633333333333333,22.03333333333333
Harrison,76.1,17.8,0.3,2.0,0.3,3.5,23.1
Harrisonburg,76.6,9.75,1.5999999999999999,5.6,2.1,4.4,18.6
Harrisonville,83.3,10.3,0.2,0.6,0.9,4.8,27.5
Harrodsburg,84.8,8.4,0.0,1.3,0.7,4.7,24.5
Harrold,81.0,13.05,0.2,2.35,0.9,2.45,12.1
Hart,82.1,8.4,0.7,2.5,1.2,5.0,18.1
Hartford,81.8,12.0,0.0,0.9,1.8,3.4,25.8
Hartland,82.89999999999999,9.066666666666668,0.5333333333333333,1.7999999999999998,1.866666666666667,3.8333333333333335,22.7
Harvey,71.35,13.350000000000001,0.1,4.05,1.5499999999999998,9.55,18.3
Hastings,82.94999999999999,8.25,0.15000000000000002,1.25,1.4,6.1,26.8
Hatillo,92.7,1.2,0.2,3.4,0.0,2.6,26.1
Hattiesburg,81.3,9.45,0.4,2.15,4.949999999999999,1.75,22.799999999999997
Haughton,86.7,6.9,0.3,1.5,1.9,2.7,21.4
Haviland,77.0,6.6,0.0,7.7,1.7,7.0,12.8
Hawkins,76.5,10.3,0.3,4.5,0.8,7.6,21.5
Hawkinsville,85.4,7.4,0.0,5.1,0.2,1.9,21.3
Hawley,81.2,8.9,1.1,2.3,0.8,5.7,30.3
Hawthorne,79.0,13.1,0.7,1.2,1.7,4.3,27.3
Hay Springs,65.8,12.1,0.1,15.4,1.4,5.2,13.7
Hayes,76.4,10.8,0.0,1.7,1.8,9.3,14.8
Hayes Center,62.4,12.3,0.7,8.4,0.2,16.0,21.2
Haymarket,74.1,13.7,5.8,1.4,1.2,3.8,39.6
Hazelton,66.5,2.3,0.0,11.0,2.1,18.1,16.5
Hazen,77.1,13.0,1.1,2.7,0.9,5.1,27.8
Head Waters,72.1,8.5,0.0,13.4,1.0,5.0,21.3
Healy,83.9,7.4,0.0,4.1,0.3,4.3,13.9
Heath,83.0,8.6,0.3,2.6,1.0,4.6,25.3
Hebbronville,71.5,22.6,1.1,3.8,0.0,1.0,32.4
Hebron,85.2,7.9,1.0,1.0,1.1,3.8,24.1
Heflin,79.8,13.1,0.5,1.4,1.1,4.1,27.2
Helena,84.3,6.8,0.3,1.1,5.9,1.5,24.3
Hemingford,73.6,6.550000000000001,0.05,10.15,1.2,8.45,15.35
Hemphill,85.4,5.1,0.2,1.8,1.8,5.8,29.8
Henderson,86.0,8.7,0.5,1.5,0.7,2.5,20.7
Hendersonville,81.2,10.7,0.2,1.6,0.9,5.3,21.6
Henley,84.0,10.5,0.3,1.3,1.4,2.6,17.2
Hennepin,81.4,12.5,0.2,2.7,0.1,3.1,22.5
Henry,82.7,9.5,0.2,1.7,1.1,4.8,14.3
Hensley,84.1,10.1,0.1,1.3,1.5,2.9,30.3
Heppner,76.7,11.0,0.5,4.1,1.0,6.7,18.6
Hereford,80.0,12.2,0.6,2.2,1.2,3.8,15.2
Hernando,82.4,8.1,0.4,1.0,2.5,5.6,24.9
Heron Lake,80.2,8.8,0.2,3.0,1.2,6.7,18.1
Herron,82.2,9.7,0.5,1.6,1.9,4.0,17.6
Herscher,82.7,7.8,1.6,2.9,2.1,3.0,24.0
Hershey,82.8,8.9,0.3,2.4,1.1,4.5,14.6
Hesperia,76.3,11.2,0.1,4.2,1.5,6.7,22.5
Hesston,81.9,9.2,0.1,4.1,1.3,3.4,14.1
Hestand,78.0,12.8,0.6,1.2,0.6,6.7,23.8
Hickman,85.5,7.800000000000001,0.25,1.55,1.2999999999999998,3.5999999999999996,24.2
Hickory,85.6,8.8,0.1,0.9,1.0,3.6,22.3
Hicksville,87.3,6.7,0.3,2.2,1.1,2.3,20.0
Hico,80.7,11.3,0.4,3.1,1.0,3.6,20.0
Hidalgo,79.7,9.7,0.1,4.4,0.4,5.7,23.7
Higgins,78.6,12.2,0.3,2.4,5.1,1.5,20.1
High Bridge,82.3,5.5,2.1,1.8,0.7,7.6,32.9
High Point,85.7,9.1,0.2,1.1,0.9,3.0,24.1
High Springs,79.3,14.2,0.6,0.8,1.4,3.5,29.5
Hilham,88.8,7.1,0.0,0.9,1.1,2.1,30.9
Hill,81.1,7.7,0.3,2.7,1.3,6.9,26.1
Hilliard,81.4,8.2,2.6,2.5,1.5,3.9,21.6
Hillsboro,78.3,8.9,0.1,6.2,1.4,5.1,20.7
Hillsdale,77.2,9.0,2.3,4.1,0.7,6.7,26.0
Hilo,74.4,12.3,1.3,2.2,2.2,7.7,25.1
Himrod,70.6,9.8,0.3,8.2,3.4,7.8,22.8
Hines,75.8,11.2,2.0,3.2,1.3,6.5,20.2
Hinsdale,79.7,8.35,0.45,4.4,1.55,5.55,22.15
Hitchins,77.8,14.3,0.2,4.9,0.6,2.3,31.4
Hiwassee,85.5,8.8,0.6,1.2,1.5,2.4,22.8
Hixson,83.3,8.2,1.0,2.1,1.3,4.2,21.6
Hobbs,82.7,11.1,0.6,2.0,1.3,2.4,18.5
Hobson,59.6,10.5,0.4,14.3,1.1,14.1,18.3
Hoffman,79.0,6.5,0.6,6.6,1.2,6.1,22.5
Hokah,80.3,7.6,0.5,3.4,1.9,6.2,21.1
Holbrook,76.8,13.8,0.0,2.8,1.0,5.6,24.2
Holcomb,80.85,12.95,0.4,1.7,1.5,2.55,17.55
Holden,80.1,13.149999999999999,0.44999999999999996,1.75,2.3499999999999996,2.1999999999999997,25.950000000000003
Holdingford,78.6,9.8,0.3,3.2,1.1,7.0,25.7
Holland,83.5,9.850000000000001,0.3,1.9,1.05,3.45,19.65
Holly,73.8,13.1,0.0,3.9,2.5,6.7,13.2
Holly Ridge,73.7,12.7,0.1,5.6,1.8,6.0,23.7
Holly Springs,79.7,9.1,1.1,1.4,1.3,7.4,24.1
Holmen,80.5,7.8,1.1,4.9,2.7,3.0,17.8
Holt,76.4,8.8,3.2,5.4,2.4,3.9,19.9
Holyoke,74.9,11.7,1.2,8.1,1.2,3.0,14.5
Homer,84.2,9.0,0.2,1.0,0.3,5.3,26.7
Honey Grove,75.8,14.5,0.2,3.4,0.9,5.2,28.8
Hooper,73.0,13.8,0.5,7.7,3.0,2.2,13.7
Hope,80.9,13.066666666666668,0.3333333333333333,1.4666666666666668,1.2333333333333334,3.0,21.3
Hope Valley,84.1,6.5,1.2,2.6,0.9,4.7,25.5
Hopewell,82.8,11.5,0.9,1.0,2.4,1.5,22.1
Hormigueros,86.7,9.1,0.6,2.1,0.1,1.3,21.6
Hornbeak,88.3,5.9,0.2,1.5,1.6,2.4,19.9
Hornell,80.0,10.7,0.7,4.0,1.4,3.1,21.6
Horner,84.7,9.4,0.0,2.1,1.7,2.1,27.0
Horse Cave,81.7,10.4,0.3,1.5,1.0,5.1,20.7
Horseshoe Beach,80.3,9.7,0.0,1.3,1.7,7.0,25.9
Hosford,75.2,14.8,3.4,2.8,2.0,1.8,30.8
Hoskins,78.0,8.1,0.0,4.4,1.4,8.2,15.2
Hosmer,72.8,9.1,0.3,6.2,1.8,9.7,16.9
Houma,81.5,11.3,0.4,1.1,3.3,2.4,23.4
Houston,80.55000000000001,11.649999999999999,1.45,1.5,2.15,2.75,26.5
Hoven,78.3,7.4,0.0,4.7,0.6,9.0,14.1
Howard,74.7,11.05,0.15,4.9,2.0,7.2,25.85
Howells,75.1,11.5,0.2,6.0,3.1,4.2,16.6
Hudgins,80.3,9.0,0.2,0.1,3.6,6.8,30.4
Hudson,76.3,16.4,0.6,1.6,1.9,3.2,29.1
Hughes Springs,87.1,6.7,0.2,0.2,0.4,5.4,24.1
Hughesville,80.95,8.75,4.1,2.3,1.0,2.9,31.5
Hugo,82.1,8.5,3.4,1.1,0.9,4.0,28.1
Hugoton,68.3,23.4,0.2,2.1,2.5,3.5,15.4
Hulett,69.2,10.9,0.6,4.3,2.6,12.5,26.3
Hume,75.3,12.6,0.8,4.1,0.9,6.3,30.6
Humeston,68.9,11.9,0.1,9.3,3.0,6.8,19.9
Humphrey,84.8,8.6,0.5,1.5,2.2,2.4,21.2
Hunnewell,78.2,13.4,0.2,1.9,0.7,5.6,26.2
Hunter,85.2,5.9,0.2,4.0,1.1,3.6,9.7
Huntersville,77.3,9.9,3.4,1.9,1.3,6.1,25.3
Huntley,82.5,7.3,2.9,1.0,0.9,5.5,34.3
Huntsville,82.39999999999999,10.366666666666667,0.13333333333333333,2.566666666666667,1.2333333333333334,3.3000000000000003,28.866666666666664
Huron,71.0,10.8,0.9,1.5,0.3,15.5,22.5
Hurt,84.1,10.3,0.2,0.9,0.9,3.6,25.8
Huson,71.9,10.3,1.8,5.2,5.4,5.5,17.5
Hutchinson,72.8,16.6,0.2,6.7,1.0,2.8,15.6
Hyannis,64.8,10.4,0.0,11.1,2.2,11.6,25.7
Hyde Park,78.9,8.4,0.4,4.8,1.8,5.8,25.5
Hydro,82.8,10.6,0.2,2.6,0.4,3.4,18.3
Hymera,88.6,7.0,0.2,0.9,1.4,1.9,22.7
