City,Professional,Service,Office,Construction,Production
Harrisonburg,66.5,40.5,45.5,19.9,27.700000000000003
Harrisonville,35.2,14.8,24.8,12.7,12.6
Harrodsburg,29.1,15.4,22.2,12.7,20.6
Harrold,72.8,36.7,46.3,23.9,20.2
Hart,30.1,19.0,22.3,9.5,19.1
Hartford,23.9,17.8,22.5,19.9,16.0
Hartland,97.9,50.00000000000001,71.0,33.0,48.00000000000001
Harvey,57.8,31.799999999999997,38.5,29.5,42.400000000000006
Hastings,61.3,35.4,52.8,20.8,29.6
Hatillo,36.8,18.3,23.1,10.9,10.9
Hattiesburg,70.9,31.8,53.2,20.3,24.0
Haughton,36.3,18.2,22.4,13.0,10.1
Haviland,41.4,16.7,16.7,17.0,8.1
Hawkins,24.0,14.3,23.2,13.1,25.4
Hawkinsville,32.6,22.8,17.1,13.0,14.4
Hawley,27.9,18.0,24.6,14.8,14.7
Hawthorne,23.3,21.7,25.5,14.9,14.5
Hay Springs,37.2,23.3,20.3,11.7,7.6
Hayes,38.4,14.9,17.8,18.8,10.1
Hayes Center,43.5,9.1,13.7,25.0,8.7
Haymarket,43.2,17.8,22.8,9.1,7.2
Hazelton,39.2,16.2,20.3,17.4,6.9
Hazen,27.8,20.8,18.1,13.6,19.7
Head Waters,28.7,12.5,28.7,26.0,4.0
Healy,34.9,17.5,21.9,18.8,6.9
Heath,35.0,16.1,25.7,9.0,14.2
Hebbronville,24.7,19.7,15.3,19.2,21.1
Hebron,38.8,13.4,27.1,6.8,13.8
Heflin,27.6,12.9,20.3,13.1,26.1
Helena,34.4,12.7,23.1,11.0,18.7
Hemingford,82.8,27.1,36.5,26.0,27.5
Hemphill,23.7,21.7,20.1,19.3,15.2
Henderson,28.7,17.6,24.3,9.4,20.1
Hendersonville,32.9,16.8,24.0,12.0,14.4
Henley,39.7,15.8,25.7,7.7,11.1
Hennepin,28.2,24.0,22.9,11.3,13.6
Henry,25.4,17.6,25.9,11.4,19.7
Hensley,29.1,16.3,21.1,12.7,20.9
Heppner,27.1,15.8,16.9,21.5,18.5
Hereford,23.7,15.0,21.0,21.4,18.8
Hernando,28.8,24.1,25.1,10.6,11.5
Heron Lake,34.7,16.4,18.2,11.0,19.7
Herron,29.6,19.2,26.2,10.9,14.1
Herscher,30.1,18.3,23.4,10.4,17.8
Hershey,27.1,18.9,22.5,13.8,17.7
Hesperia,25.5,17.9,18.4,15.0,23.2
Hesston,36.3,15.8,18.2,9.6,20.1
Hestand,29.9,13.4,18.8,13.2,24.8
Hickman,53.900000000000006,37.8,40.7,18.9,48.8
Hickory,31.4,15.8,23.1,7.0,22.8
Hicksville,26.4,15.6,24.1,9.8,24.1
Hico,29.9,19.4,21.7,13.0,16.0
Hidalgo,29.2,14.1,25.0,13.0,18.7
Higgins,32.1,8.9,16.5,20.5,22.0
High Bridge,50.8,13.4,23.2,6.6,5.9
High Point,28.1,16.8,23.3,10.5,21.2
High Springs,27.6,20.1,23.0,14.4,14.8
Hilham,24.3,15.8,19.1,18.3,22.6
Hill,39.9,16.5,24.0,9.1,10.5
Hilliard,41.6,17.0,25.3,5.2,10.8
Hillsboro,33.3,15.6,21.4,15.1,14.6
Hillsdale,37.4,20.0,21.5,11.0,10.1
Hilo,31.1,23.9,25.3,12.0,7.7
Himrod,31.3,20.5,21.8,12.7,13.7
Hines,31.4,22.9,24.4,9.5,11.7
Hinsdale,64.4,36.8,48.400000000000006,21.1,29.299999999999997
Hitchins,25.4,17.1,23.5,15.6,18.3
Hiwassee,29.7,15.9,23.3,8.5,22.6
Hixson,37.3,17.2,25.3,7.0,13.1
Hobbs,24.2,14.7,22.2,20.8,18.0
Hobson,46.8,14.2,13.1,19.2,6.7
Hoffman,34.7,15.1,22.7,14.4,13.1
Hokah,33.9,16.8,20.3,13.9,15.0
Holbrook,28.3,15.8,18.2,20.2,17.5
Holcomb,50.2,40.3,41.8,25.8,41.900000000000006
Holden,47.900000000000006,45.0,37.2,37.6,32.4
Holdingford,29.5,16.5,21.5,13.1,19.4
Holland,61.7,33.8,48.5,18.200000000000003,37.8
Holly,30.1,24.4,22.4,12.6,10.6
Holly Ridge,29.6,22.4,26.4,12.0,9.6
Holly Springs,49.3,14.5,23.5,6.1,6.6
Holmen,35.2,19.7,23.5,6.5,15.2
Holt,39.6,19.4,23.9,5.3,11.8
Holyoke,35.0,13.9,23.5,18.4,9.2
Homer,28.8,14.8,20.8,10.5,25.2
Honey Grove,25.9,14.7,20.3,15.2,23.9
Hooper,30.2,19.8,25.0,16.1,8.9
Hope,83.1,50.7,63.0,42.300000000000004,61.0
Hope Valley,44.1,19.2,21.8,7.2,7.7
Hopewell,23.0,18.5,25.9,14.6,18.0
Hormigueros,25.4,18.1,34.5,8.9,13.0
Hornbeak,27.6,19.2,21.8,10.1,21.3
Hornell,33.5,18.5,20.9,11.5,15.6
Horner,24.2,18.3,25.8,17.5,14.2
Horse Cave,27.1,16.7,19.4,8.4,28.4
Horseshoe Beach,23.9,20.4,21.6,12.1,22.0
Hosford,32.3,28.4,14.3,14.0,11.0
Hoskins,35.9,19.1,23.7,12.3,9.0
Hosmer,39.1,11.0,25.7,13.1,11.2
Houma,24.1,16.8,25.3,15.8,18.0
Houston,53.300000000000004,31.5,45.7,20.7,48.8
Hoven,33.5,18.0,20.1,16.6,11.8
Howard,68.7,36.6,37.4,24.6,32.7
Howells,20.6,11.9,18.5,14.5,34.5
Hudgins,34.8,19.2,20.3,11.7,14.0
Hudson,25.0,16.5,19.4,15.2,23.9
Hughes Springs,27.7,19.8,20.7,6.6,25.1
Hughesville,70.9,36.6,49.3,18.5,24.6
Hugo,36.7,15.4,25.1,8.5,14.3
Hugoton,20.5,12.9,17.6,17.4,31.6
Hulett,28.3,13.2,20.6,23.1,14.8
Hume,28.0,19.9,20.9,15.5,15.6
Humeston,32.8,22.9,17.7,11.8,14.9
Humphrey,28.9,21.6,21.8,7.1,20.6
Hunnewell,25.8,19.0,21.2,10.8,23.2
Hunter,39.1,10.2,21.2,13.4,16.1
Huntersville,42.4,16.3,25.1,6.7,9.4
Huntley,37.0,15.1,27.1,8.2,12.6
Huntsville,100.1,64.19999999999999,66.5,33.8,35.4
Huron,31.9,12.6,19.9,17.8,17.8
Hurt,25.6,17.3,22.7,12.3,22.0
Huson,39.1,20.6,23.4,9.5,7.4
Hutchinson,30.7,18.9,19.3,14.0,17.1
Hyannis,40.2,12.4,15.6,20.6,11.2
Hyde Park,37.0,21.4,20.1,12.7,8.9
Hydro,27.4,19.8,22.4,16.5,13.9
Hymera,25.5,20.2,18.3,14.3,21.7
Idaho Falls,34.7,17.4,25.1,10.1,12.6
Idlewild,21.5,25.0,22.5,10.2,20.9
Ignacio,39.7,15.6,21.4,15.4,7.9
Ilwaco,26.7,22.5,18.8,14.6,17.5
Imogene,34.8,16.2,19.8,10.8,18.5
Imperial,23.5,24.1,25.1,14.7,12.5
Inchelium,34.6,15.3,17.7,18.4,14.0
Independence,26.4,19.3,21.6,16.1,16.6
Indiahoma,32.3,21.1,23.2,10.7,12.7
Indianapolis,33.7,18.4,25.7,7.6,14.7
Indianola,54.2,37.099999999999994,49.6,22.1,37.0
Ingalls,33.9,16.8,19.2,17.4,12.8
Ingram,31.6,22.4,26.3,12.0,7.6
Interior,45.8,16.7,15.7,15.0,6.8
Interlochen,34.9,19.6,25.9,7.9,11.7
Inver Grove Heights,42.4,15.1,25.4,6.1,11.0
Ione,33.1,19.4,19.2,14.7,13.6
Iowa,28.1,19.2,21.9,16.6,14.2
Iowa City,45.5,18.0,20.9,5.2,10.4
Iron Mountain,32.4,17.2,23.8,10.7,15.8
Irons,27.2,23.4,23.9,10.7,14.7
Irvine,20.6,16.7,19.5,11.0,32.2
Ivins,31.2,20.3,28.4,8.8,11.2
Jackson,191.9,119.29999999999998,135.29999999999998,68.0,85.6
Jacksonville,87.6,62.0,67.3,35.599999999999994,47.6
Jameson,27.6,18.0,22.3,15.2,16.9
Jamestown,73.2,31.799999999999997,44.8,20.5,29.799999999999997
Janesville,30.0,17.5,22.0,9.3,21.2
Jaroso,23.3,23.1,21.5,21.2,10.9
Jarratt,22.8,24.5,26.4,6.1,20.1
Jarvisburg,25.7,19.1,26.6,17.9,10.7
Jasper,106.2,76.2,89.1,51.900000000000006,76.7
Jayton,39.7,16.3,16.8,17.8,9.3
Jayuya,24.2,16.4,15.6,11.4,32.4
Jean,26.5,30.2,26.3,7.9,9.1
Jefferson,85.1,58.6,61.599999999999994,43.9,50.9
Jeffersonville,36.2,15.0,21.6,12.9,14.3
Jenkinsville,24.1,21.9,20.7,10.0,23.3
Jennings,66.0,35.5,37.400000000000006,29.8,31.200000000000003
Jerome,37.9,19.7,22.7,7.9,11.8
Jersey,67.1,33.3,44.0,27.0,28.6
Jersey City,39.4,18.4,22.9,6.2,13.1
Jesup,29.7,15.2,21.8,16.2,17.0
Jewett,23.1,17.0,20.4,18.0,21.6
Johnson,63.9,34.2,43.9,34.599999999999994,23.299999999999997
Johnson City,87.0,58.599999999999994,70.80000000000001,36.5,47.099999999999994
Johnson Creek,30.5,17.3,22.8,9.7,19.7
Johnston City,31.1,22.1,25.1,9.9,11.7
Johnstown,32.1,19.9,23.4,9.8,14.8
Jones,35.7,17.9,25.2,10.8,10.3
Jonesboro,63.4,31.6,46.599999999999994,21.7,36.7
Jonesville,25.8,17.1,24.1,11.4,21.6
Jourdanton,23.3,20.9,21.8,19.3,14.8
Judsonia,30.5,17.3,23.6,12.3,16.2
Juncos,37.9,17.8,27.5,8.7,8.1
Junction,29.5,17.1,26.5,16.3,10.7
Junction City,31.4,16.4,23.0,12.9,16.3
Juneau,72.0,30.900000000000002,42.4,22.2,32.5
Kadoka,47.0,15.1,17.2,11.2,9.5
Kahuku,35.8,21.2,25.1,9.1,8.8
Kansas City,101.69999999999999,53.400000000000006,75.1,26.0,43.900000000000006
Karbers Ridge,26.9,20.4,17.6,16.9,18.2
Karnak,28.8,21.4,20.9,12.0,16.9
Katy,49.3,12.4,23.6,6.5,8.2
Kaukauna,33.0,14.7,24.9,8.8,18.6
Kearney,31.7,18.4,26.1,8.8,15.0
Keatchie,25.6,18.6,23.5,14.9,17.4
Keenes,26.6,19.8,23.5,9.2,20.8
Kelley,44.8,17.3,20.7,7.1,10.1
Kellyton,28.6,14.2,22.0,12.1,23.2
Kelso,27.3,19.8,22.2,12.5,18.2
Kemah,39.7,17.0,22.8,10.3,10.2
Kemp,33.0,15.9,26.7,10.8,13.7
Kempner,30.8,21.3,20.1,16.7,11.1
Kenai,29.9,19.0,22.2,16.9,12.0
Kendrick,30.0,18.2,17.2,17.8,16.8
Kenilworth,26.1,19.1,25.6,14.5,14.8
Kennard,23.7,27.5,24.1,11.8,12.9
Kennedy,55.9,34.5,44.1,22.5,43.0
Kennett,26.6,21.5,20.1,9.7,22.1
Kensington,37.4,16.8,19.3,15.0,11.4
Kent,58.599999999999994,35.7,47.4,22.6,35.7
Kenton,65.0,31.900000000000002,38.099999999999994,25.099999999999998,40.0
Keo,34.1,15.4,25.1,11.3,14.0
Keota,27.0,17.9,19.1,22.0,14.0
Kermit,20.6,16.2,19.2,24.4,19.7
Kernersville,37.1,16.8,26.0,6.7,13.4
Kewanee,30.9,16.8,23.2,11.0,18.1
Kilmarnock,35.3,19.6,26.0,11.4,7.7
Kinderhook,25.6,19.8,20.7,14.4,19.5
King And Queen Court Hous,26.7,18.6,19.3,20.6,14.7
King Ferry,32.7,19.9,22.4,10.3,14.7
King Salmon,33.1,18.7,20.5,12.9,14.8
King William,32.4,10.7,25.0,17.2,14.8
Kingfield,30.2,20.3,23.8,12.0,13.7
Kingman,29.7,20.0,24.3,10.6,15.4
Kingsland,29.2,13.8,21.3,20.1,15.7
Kingsport,32.4,17.5,27.1,9.0,14.0
Kingston,96.3,61.199999999999996,66.39999999999999,33.1,42.9
Kirksville,34.9,20.1,23.8,8.0,13.2
Kirkville,26.5,17.3,19.8,10.2,26.2
Kirkwood,29.4,20.9,20.0,9.3,20.4
Kissimmee,24.4,25.7,29.2,8.9,11.8
Kite,23.6,18.6,19.6,12.8,25.4
Klamath Falls,30.2,18.7,24.5,11.9,14.7
Klamath River,33.7,21.7,21.8,12.5,10.4
Klingerstown,27.8,16.8,22.8,10.6,21.9
Klondike,30.6,17.4,23.8,13.0,15.3
Knippa,27.8,22.8,20.1,18.5,10.8
Krakow,27.5,17.4,22.7,11.8,20.6
Kress,27.4,17.6,21.2,14.7,19.0
Krypton,30.7,18.1,26.2,13.6,11.4
Kulm,36.2,20.8,18.6,14.2,10.3
La Crosse,35.3,16.6,21.8,11.1,15.3
La Grande,28.9,20.4,25.4,10.9,14.4
La Junta,35.5,26.7,12.4,18.4,7.0
La Plata,62.3,42.7,42.4,22.9,29.7
La Pryor,28.7,26.9,12.6,18.2,13.7
La Push,29.0,23.6,23.7,11.2,12.5
Labelle,23.2,18.2,32.5,13.8,12.3
Lackey,48.2,14.8,20.6,8.4,8.0
Lacrosse,46.8,19.7,18.9,6.7,7.7
Lafayette,52.3,15.7,20.3,5.1,6.5
Lagrange,33.6,20.3,18.2,13.5,14.4
Lajas,27.5,19.7,24.4,17.0,11.4
Lake Ann,38.3,18.5,22.5,10.9,9.7
Lake Benton,32.8,18.9,18.0,16.2,14.1
Lake Butler,23.7,28.6,24.7,11.5,11.4
Lake George,35.5,19.5,24.4,8.3,12.2
Lake Minchumina,35.7,18.7,19.5,15.6,10.5
Lake Oswego,37.9,15.3,26.7,8.6,11.5
Lake Placid,27.7,23.9,26.8,14.5,7.2
Lake Village,18.9,15.9,22.0,19.9,23.2
Lake Wales,29.5,21.0,25.6,11.0,12.9
Lakeville,40.1,17.6,21.7,9.9,10.6
Lakota,34.0,15.6,20.7,11.0,18.7
Lamar,42.7,30.5,49.2,26.8,50.7
Lamesa,25.6,18.3,19.5,23.9,12.6
Lamont,58.900000000000006,35.599999999999994,38.3,27.9,39.4
Lampasas,29.3,20.5,22.8,15.3,12.1
Lancaster,29.9,16.3,28.2,10.2,15.5
Land O' Lakes,35.5,18.6,28.5,8.9,8.4
Landrum,30.8,16.1,23.8,8.8,20.6
Lane City,27.2,19.5,20.0,17.5,15.8
Lanesville,34.5,15.6,26.3,7.2,16.4
Lanexa,36.1,14.4,25.7,15.5,8.3
Langlois,32.0,21.3,25.2,13.7,7.8
Langtry,24.6,23.0,25.2,14.3,12.9
Lansing,26.3,19.8,20.9,15.6,17.4
Laquey,32.8,20.9,21.9,12.3,12.0
Laredo,26.2,22.5,28.3,10.4,12.6
Lares,37.3,17.9,22.4,10.0,12.4
Larose,27.6,15.3,23.7,15.1,18.3
Las Marias,30.1,22.6,18.4,15.1,13.8
Las Piedras,52.099999999999994,40.900000000000006,48.7,30.6,27.7
Laurel,52.9,34.7,46.5,28.2,37.8
Lavalette,30.1,20.7,23.6,9.6,16.2
Lavina,35.3,12.0,16.5,22.7,13.4
Lawndale,28.5,20.5,19.6,9.5,21.9
Lawrence,85.4,35.6,46.900000000000006,13.3,18.8
Le Roy,34.7,18.2,18.7,13.8,14.6
Le Sueur,31.9,16.5,19.8,12.6,19.3
Leadore,31.2,17.8,24.5,14.5,12.0
Leakesville,28.5,12.1,21.6,20.5,17.2
Leakey,33.7,24.2,22.0,8.7,11.3
Leasburg,53.8,38.6,46.099999999999994,26.3,35.2
Lebo,33.0,18.4,20.9,14.3,13.4
Ledger,70.5,41.900000000000006,37.3,34.7,15.600000000000001
Leeds,38.1,20.2,15.0,11.9,14.8
Leesburg,22.0,19.6,21.9,13.6,23.0
Leicester,31.3,20.3,20.6,14.3,13.4
Leitchfield,28.0,12.7,19.2,16.0,24.2
Lemoyne,54.9,10.9,4.1,19.7,10.4
Lena,50.0,35.7,44.9,28.299999999999997,41.1
Lenoir City,30.8,16.7,22.0,11.8,18.7
Lenore,27.7,16.3,19.9,22.5,13.6
Leonard,33.2,17.7,13.4,12.0,23.6
Leoti,32.5,17.9,11.0,20.0,18.7
Leroy,25.0,17.8,19.4,11.7,26.2
Leslie,27.7,11.9,26.0,16.0,18.4
Letcher,34.1,15.7,22.8,15.1,12.3
Letohatchee,23.9,16.2,19.4,9.2,31.4
Lettsworth,25.3,18.5,25.3,16.4,14.6
Levan,26.5,16.5,24.9,15.4,16.7
Lewis,32.0,12.5,20.5,17.2,17.9
Lewisport,23.4,15.1,18.5,11.0,32.0
Lewiston,37.4,15.1,23.6,7.6,16.2
Lewistown,39.6,17.0,18.8,13.0,11.7
Lexington,118.9,64.8,67.3,20.9,28.000000000000004
Liberty,70.6,33.7,43.0,26.0,26.6
Lidgerwood,31.0,10.0,16.6,14.1,28.3
Lima,56.3,36.0,42.2,17.8,47.7
Lincoln,152.7,70.19999999999999,87.1,45.7,44.2
Linden,60.6,36.5,40.7,27.3,34.8
Lineville,32.3,13.3,18.0,13.8,22.6
Linn,31.3,22.0,22.2,16.3,8.2
Linneus,27.3,17.2,23.3,13.1,19.2
Lisbon,25.4,19.3,22.0,10.3,23.1
Lisbon Falls,31.5,18.5,25.7,10.1,14.2
Litchfield,127.2,64.2,78.6,45.5,84.6
Lithonia,42.7,16.8,24.0,5.7,10.7
Little Eagle,43.0,14.9,18.7,15.8,7.6
Little Falls,32.0,17.6,24.8,7.5,18.1
Little Mountain,25.4,15.4,23.9,12.6,22.7
Little River,33.1,17.7,27.1,10.8,11.2
Little Suamico,27.8,15.6,19.8,14.4,22.5
Littlefork,27.5,18.6,23.2,11.9,18.8
Livingston,30.8,14.8,24.5,16.5,13.3
Loachapoka,39.7,16.1,22.9,8.3,13.0
Lockhart,24.1,22.4,23.4,14.4,15.7
Locust,29.1,19.9,22.4,13.0,15.5
Locust Grove,32.4,20.2,25.1,12.2,10.1
Locust Hill,31.1,20.9,24.7,12.4,10.9
Logan,61.6,39.1,43.400000000000006,27.2,28.5
Loiza,22.5,30.2,26.1,10.1,11.1
Lombard,44.8,13.1,26.2,5.5,10.5
Lonaconing,60.8,41.7,47.5,23.4,26.6
Long Beach,27.9,23.8,25.0,12.2,11.2
Long Branch,46.2,35.4,44.5,39.400000000000006,34.5
Long Pine,41.3,22.0,15.3,13.1,8.3
Longford,35.8,14.2,20.3,13.8,15.9
Longview,27.7,16.6,26.2,12.1,17.4
Longville,29.4,21.0,23.7,13.3,12.7
Lontetree,30.1,18.3,19.1,16.7,15.8
Lookout Mountain,27.2,20.0,23.3,14.7,14.9
Lorman,23.5,20.4,20.0,13.8,22.3
Los Angeles,35.7,19.1,24.6,7.8,12.8
Los Gatos,40.4,19.2,21.9,11.3,7.2
Lost City,20.4,21.1,17.4,12.1,29.1
Lost Creek,28.4,23.1,23.1,12.4,12.9
Louisiana,27.4,15.6,23.8,16.6,16.6
Louisville,37.0,16.4,24.8,6.6,15.3
Lovelady,24.5,22.1,24.5,13.4,15.5
Lubbock,34.0,20.1,25.8,10.1,10.1
Luck,26.9,21.5,21.4,13.4,16.8
Ludell,42.5,15.0,20.3,12.6,9.6
Lueders,31.5,18.0,25.6,13.6,11.3
Lufkin,26.8,20.8,22.4,13.3,16.7
Lulu,30.6,21.8,24.7,12.6,10.4
Lumberton,42.7,15.3,25.8,6.9,9.3
Luning,24.0,22.2,24.0,13.8,16.1
Luquillo,23.8,25.7,26.9,14.5,9.1
Luray,48.3,39.4,50.3,21.0,41.1
Lusk,38.8,17.0,20.9,10.9,12.5
Lutcher,23.7,19.9,24.5,12.4,19.4
Luverne,64.4,36.1,40.0,29.9,29.6
Lyford,21.9,27.0,21.2,16.6,13.3
Lyle,28.9,16.8,21.0,9.6,23.7
Lynchburg,127.79999999999998,72.30000000000001,92.69999999999999,37.699999999999996,69.5
Lyndhurst,78.0,31.0,47.9,16.2,27.0
Lyons,80.6,53.099999999999994,68.5,46.7,51.0
Lysite,33.5,20.0,20.7,15.3,10.5
Lytton,32.8,19.2,20.9,14.0,13.2
Macksburg,64.7,29.4,43.3,31.200000000000003,31.4
Macon,69.80000000000001,38.0,51.599999999999994,18.3,22.299999999999997
Madeline,29.1,29.1,19.4,10.1,12.3
Madison,100.89999999999999,53.2,70.3,27.3,48.2
Magnolia,100.7,72.7,86.60000000000001,52.400000000000006,87.69999999999999
Maiden,29.6,14.1,24.8,11.6,19.9
Malcom,33.2,18.2,22.4,8.4,17.8
Malvern,24.7,16.6,21.9,13.5,23.4
Mammoth Cave,24.7,19.4,22.4,16.4,17.1
Manakin Sabot,46.6,14.9,22.4,8.8,7.4
Manassa,29.6,20.0,20.0,18.2,12.2
Manassas,65.1,35.4,51.2,27.1,21.1
Manati,32.2,20.6,26.8,9.0,11.4
Mancelona,20.6,21.2,25.0,15.4,17.8
Mancos,39.2,20.2,21.8,11.4,7.4
Manhattan,41.0,20.6,21.7,8.4,8.3
Manitou,29.4,19.5,17.7,16.1,17.3
Mankato,39.9,14.3,18.1,16.3,11.5
Mannboro,26.2,17.1,30.1,14.6,11.9
Manokotak,38.1,15.4,22.7,11.6,12.1
Mansfield,87.7,56.2,67.4,37.2,51.6
Mansfield Center,41.8,15.8,23.5,9.0,9.9
Manville,33.6,21.2,24.9,7.2,13.1
Many,29.5,15.7,17.7,20.6,16.5
Maple Park,33.4,19.1,25.1,8.3,14.1
Maplewood,31.7,20.2,23.2,10.7,14.1
Marathon,43.4,19.5,18.8,12.5,5.8
Mardela Springs,33.7,20.8,24.0,9.2,12.2
Marengo,83.6,56.5,65.2,31.7,63.0
Margaretville,30.8,20.9,21.5,11.7,15.1
Maria Stein,24.7,14.5,19.7,10.8,30.2
Marianna,25.4,28.7,20.6,15.8,9.6
Maricao,23.4,27.7,13.5,18.7,16.7
Marienthal,37.3,16.6,14.4,20.5,11.1
Marienville,26.2,29.9,23.0,8.5,12.4
Marietta,104.1,47.7,69.8,31.299999999999997,47.0
Marine On Saint Croix,45.2,15.1,23.4,6.5,9.7
Marion,84.2,53.300000000000004,65.2,29.3,67.9
Marland,35.6,15.4,20.1,10.5,18.4
Marmaduke,28.3,13.7,23.5,9.7,24.8
Marmarth,46.3,7.5,14.9,19.7,11.6
Marshall,162.79999999999998,86.2,111.80000000000001,57.8,81.5
Marshallberg,35.5,20.3,21.6,12.8,9.8
Martha,23.7,18.2,25.1,15.1,17.9
Martin,55.9,37.400000000000006,45.1,21.2,40.4
Martinsville,25.6,19.8,25.1,5.6,23.9
Marysville,64.2,39.900000000000006,50.3,17.2,28.5
Maryville,33.9,17.4,24.8,8.9,14.9
Mason,64.6,39.0,45.2,24.1,27.299999999999997
Mass City,26.3,21.8,21.3,14.4,16.3
Matlock,32.5,16.7,21.7,13.5,15.7
Matthews,38.5,14.8,25.4,9.9,11.5
Mattoon,28.9,21.2,25.4,7.9,16.6
Mauk,26.0,11.7,20.3,20.1,22.0
Maunabo,25.7,27.5,23.6,10.7,12.6
Maxton,31.1,20.3,22.9,7.8,17.9
Maxwell,37.7,15.3,24.9,9.6,12.6
May,32.9,15.3,19.3,20.6,11.9
Mayaguez,32.9,19.6,29.7,7.6,10.1
Mayer,31.3,22.9,24.0,11.9,9.8
Mayesville,21.6,21.6,25.8,8.3,22.8
Mayo,29.8,26.1,17.5,9.5,17.1
Mayslick,58.7,32.5,35.1,32.0,41.8
Maywood,34.9,14.2,23.3,18.2,9.4
McAlpin,24.0,24.7,23.1,14.4,13.8
McClure,24.1,19.5,19.4,13.3,23.7
McColl,23.0,16.5,22.1,9.7,28.7
McCool,29.0,12.5,21.5,19.4,17.6
McEwen,29.5,14.4,19.3,14.6,22.2
McLeansboro,25.7,14.5,23.5,16.1,20.2
McLouth,32.0,16.3,22.5,14.2,15.1
McMechen,28.1,20.0,22.3,15.6,14.0
McMinnville,22.9,22.8,17.1,12.3,25.0
McNeill,30.0,17.6,23.2,13.1,16.1
Mcarthur,40.7,14.7,18.1,18.0,8.5
Mcdaniel,37.6,22.4,22.3,10.1,7.5
Meadows Of Dan,25.9,16.9,17.5,13.7,26.0
Meally,30.4,16.5,26.5,15.2,11.3
Means,21.5,22.1,17.5,13.0,25.9
Medford,27.7,11.7,17.8,14.1,28.7
Mediapolis,28.1,19.3,23.4,9.3,19.9
Medical Lake,35.8,19.2,26.0,7.6,11.4
Medicine Bow,42.0,20.3,20.7,9.4,7.7
Medicine Lodge,33.8,14.5,19.7,15.7,16.2
Medora,66.6,36.2,40.599999999999994,25.8,30.8
Meeker,30.4,19.8,21.0,18.8,10.0
Meherrin,30.9,25.7,21.2,10.6,11.7
Melbourne,60.1,33.8,40.400000000000006,20.700000000000003,44.900000000000006
Melrose,59.2,31.4,46.0,23.1,40.2
Melvin,64.0,30.9,44.7,29.8,30.5
Memphis,35.1,17.4,25.5,6.7,15.3
Mena,28.6,14.3,24.7,14.2,18.1
Menard,28.6,23.7,17.9,20.5,9.3
Mendenhall,26.8,17.1,18.2,17.3,20.6
Menno,38.1,18.4,18.6,12.2,12.7
Menomonie,31.4,17.8,22.1,9.7,19.1
Mentone,27.4,13.3,21.4,8.2,29.7
Mentor,29.0,13.6,26.2,13.9,17.4
Meraux,24.5,20.9,21.6,18.2,14.8
Meredosia,27.9,15.3,23.1,11.9,21.8
Meriden,31.5,19.8,18.7,13.8,16.2
Meridian,30.5,19.6,22.6,15.7,11.6
Merrill,25.9,16.4,24.6,10.4,22.7
Merrimack,40.7,14.8,25.1,8.3,11.1
Merry Point,30.3,31.2,22.8,8.1,7.6
Meta,24.1,16.5,22.4,11.3,25.7
Metter,27.0,18.6,23.8,16.1,14.6
Metz,43.0,17.7,23.2,8.9,7.2
Meyers Chuck,30.2,17.1,22.7,17.8,12.1
Miami,162.0,100.00000000000001,117.6,57.3,63.3
Michigamme,31.2,24.1,22.3,12.3,10.0
Middleton,28.1,22.7,20.6,9.5,19.1
Middletown,45.7,15.4,22.9,7.8,8.2
Midkiff,25.8,16.2,18.2,21.0,18.9
Midland,97.39999999999999,48.800000000000004,71.0,39.0,43.900000000000006
Midlothian,80.6,32.8,47.8,21.7,17.1
Midvale,26.1,20.6,18.1,16.5,18.7
Midville,27.1,19.3,20.3,14.1,19.2
Midway,60.2,43.7,45.1,31.0,20.0
Mikado,22.4,20.4,25.9,12.2,19.1
Milford,93.10000000000001,51.599999999999994,57.5,37.9,59.7
Mill Hall,24.8,21.1,22.6,12.4,19.1
Mill Spring,25.0,21.6,20.3,16.3,16.8
Millboro,28.5,25.2,23.3,10.6,12.5
Miller,36.9,15.3,21.5,18.8,7.5
Millersburg,37.9,18.5,25.0,6.1,12.5
Milligan,32.5,17.1,20.1,14.0,16.3
Mills,50.0,9.8,15.0,22.7,2.5
Millstone,51.0,12.4,23.5,5.5,7.5
Millwood,49.3,30.4,46.0,32.9,41.4
Milner,30.8,17.5,23.8,9.3,18.6
Milnor,31.7,17.5,18.0,15.2,17.5
Milton,215.5,107.8,165.5,81.3,129.7
Miltonvale,27.7,21.2,22.4,10.8,17.8
Milwaukee,35.3,20.1,23.4,5.9,15.3
Minden,85.6,61.4,72.60000000000001,36.599999999999994,43.7
Mineral,33.1,16.1,24.2,13.2,13.4
Mineral City,25.9,18.4,22.1,9.8,23.8
Mingo Junction,28.5,21.0,23.7,11.1,15.7
Minnesota Lake,32.5,20.0,25.0,7.7,14.8
Minong,28.2,19.6,21.9,11.9,18.5
Minot,30.5,18.9,23.2,13.7,13.7
Minter,26.5,19.5,19.3,10.1,24.5
Minturn,60.1,47.2,41.4,27.6,23.7
Mission,35.5,25.0,22.0,10.5,7.1
Mitchell,95.0,50.099999999999994,67.0,42.900000000000006,45.0
Moab,58.800000000000004,51.7,45.1,27.5,17.0
Moatsville,21.3,21.1,28.8,15.2,13.6
Mobile,32.4,17.4,26.2,9.7,14.3
Moca,30.9,26.4,23.8,12.7,6.2
Modale,29.5,16.7,23.7,11.5,18.5
Model,32.6,22.8,23.6,10.9,10.1
